city,year,population
Población de Hecho: Benisanó,1950,1283
Población de Hecho: Benisanó,1940,1267
Población de Hecho: Benisanó,1930,1112
Población de Hecho: Benisanó,1920,965
Población de Hecho: Benisanó,1910,984
Población de Hecho: Benisanó,1900,997
Población de Hecho: Benisoda,1991,297
Población de Hecho: Benisoda,1981,276
Población de Hecho: Benisoda,1970,278
Población de Hecho: Benisoda,1960,289
Población de Hecho: Benisoda,1950,276
Población de Hecho: Benisoda,1940,273
Población de Hecho: Benisoda,1930,285
Población de Hecho: Benisoda,1920,311
Población de Hecho: Benisoda,1910,344
Población de Hecho: Benisoda,1900,321
Población de Hecho: Benisuera,1991,205
Población de Hecho: Benisuera,1981,221
Población de Hecho: Benisuera,1970,238
Población de Hecho: Benisuera,1960,242
Población de Hecho: Benisuera,1950,253
Población de Hecho: Benisuera,1940,244
Población de Hecho: Benisuera,1930,242
Población de Hecho: Benisuera,1920,293
Población de Hecho: Benisuera,1910,200
Población de Hecho: Benisuera,1900,299
Población de Hecho: Bétera,1991,9717
Población de Hecho: Bétera,1981,8827
Población de Hecho: Bétera,1970,8046
Población de Hecho: Bétera,1960,7114
Población de Hecho: Bétera,1950,6624
Población de Hecho: Bétera,1940,7228
Población de Hecho: Bétera,1930,4415
Población de Hecho: Bétera,1920,3893
Población de Hecho: Bétera,1910,3248
Población de Hecho: Bétera,1900,2855
Población de Hecho: Bicorp,1991,693
Población de Hecho: Bicorp,1981,762
Población de Hecho: Bicorp,1970,837
Población de Hecho: Bicorp,1960,1083
Población de Hecho: Bicorp,1950,1194
Población de Hecho: Bicorp,1940,1294
Población de Hecho: Bicorp,1930,1246
Población de Hecho: Bicorp,1920,994
Población de Hecho: Bicorp,1910,988
Población de Hecho: Bicorp,1900,925
Población de Hecho: Bocairent,1991,4607
Población de Hecho: Bocairent,1981,4881
Población de Hecho: Bocairent,1970,4584
Población de Hecho: Bocairent,1960,4573
Población de Hecho: Bocairent,1950,3961
Población de Hecho: Bocairent,1940,3603
Población de Hecho: Bocairent,1930,3504
Población de Hecho: Bocairent,1920,3849
Población de Hecho: Bocairent,1910,4175
Población de Hecho: Bocairent,1900,3971
Población de Hecho: Bolbaite,1991,1365
Población de Hecho: Bolbaite,1981,1312
Población de Hecho: Bolbaite,1970,1364
Población de Hecho: Bolbaite,1960,1648
Población de Hecho: Bolbaite,1950,1807
Población de Hecho: Bolbaite,1940,1617
Población de Hecho: Bolbaite,1930,1602
Población de Hecho: Bolbaite,1920,1300
Población de Hecho: Bolbaite,1910,1270
Población de Hecho: Bolbaite,1900,1620
Población de Hecho: Bonrepòs i Mirambell,1991,2536
Población de Hecho: Bonrepòs i Mirambell,1981,2701
Población de Hecho: Bonrepòs i Mirambell,1970,1754
Población de Hecho: Bonrepòs i Mirambell,1960,1613
Población de Hecho: Bonrepòs i Mirambell,1950,1308
Población de Hecho: Bonrepòs i Mirambell,1940,1361
Población de Hecho: Bonrepòs i Mirambell,1930,1010
Población de Hecho: Bonrepòs i Mirambell,1920,820
Población de Hecho: Bonrepòs i Mirambell,1910,727
Población de Hecho: Bonrepòs i Mirambell,1900,643
Población de Hecho: Bufali,1991,214
Población de Hecho: Bufali,1981,287
Población de Hecho: Bufali,1970,273
Población de Hecho: Bufali,1960,313
Población de Hecho: Bufali,1950,288
Población de Hecho: Bufali,1940,262
Población de Hecho: Bufali,1930,259
Población de Hecho: Bufali,1920,275
Población de Hecho: Bufali,1910,335
Población de Hecho: Bufali,1900,304
Población de Hecho: Bugarra,1991,878
Población de Hecho: Bugarra,1981,933
Población de Hecho: Bugarra,1970,970
Población de Hecho: Bugarra,1960,1178
Población de Hecho: Bugarra,1950,1324
Población de Hecho: Bugarra,1940,1251
Población de Hecho: Bugarra,1930,1306
Población de Hecho: Bugarra,1920,1479
Población de Hecho: Bugarra,1910,1579
Población de Hecho: Bugarra,1900,1404
Población de Hecho: Buñol,1991,9076
Población de Hecho: Buñol,1981,9087
Población de Hecho: Buñol,1970,7851
Población de Hecho: Buñol,1960,7215
Población de Hecho: Buñol,1950,6419
Población de Hecho: Buñol,1940,6011
Población de Hecho: Buñol,1930,5294
Población de Hecho: Buñol,1920,4773
Población de Hecho: Buñol,1910,4747
Población de Hecho: Buñol,1900,4832
Población de Hecho: Burjassot,1991,34595
Población de Hecho: Burjassot,1981,35583
Población de Hecho: Burjassot,1970,23283
Población de Hecho: Burjassot,1960,17624
Población de Hecho: Burjassot,1950,12134
Población de Hecho: Burjassot,1940,11235
Población de Hecho: Burjassot,1930,8538
Población de Hecho: Burjassot,1920,6532
Población de Hecho: Burjassot,1910,5101
Población de Hecho: Burjassot,1900,4009
Población de Hecho: Calles,1991,404
Población de Hecho: Calles,1981,420
Población de Hecho: Calles,1970,483
Población de Hecho: Calles,1960,928
Población de Hecho: Calles,1950,1045
Población de Hecho: Calles,1940,1118
Población de Hecho: Calles,1930,1041
Población de Hecho: Calles,1920,1184
Población de Hecho: Calles,1910,1279
Población de Hecho: Calles,1900,1092
Población de Hecho: Camporrobles,1991,1414
Población de Hecho: Camporrobles,1981,1540
Población de Hecho: Camporrobles,1970,1909
Población de Hecho: Camporrobles,1960,2143
Población de Hecho: Camporrobles,1950,2514
Población de Hecho: Camporrobles,1940,2416
Población de Hecho: Camporrobles,1930,2423
Población de Hecho: Camporrobles,1920,2263
Población de Hecho: Camporrobles,1910,2065
Población de Hecho: Camporrobles,1900,1960
Población de Hecho: Canals,1991,12185
Población de Hecho: Canals,1981,11151
Población de Hecho: Canals,1970,9080
Población de Hecho: Canals,1960,7350
Población de Hecho: Canals,1950,6176
Población de Hecho: Canals,1940,5821
Población de Hecho: Canals,1930,5261
Población de Hecho: Canals,1920,4967
Población de Hecho: Canals,1910,4857
Población de Hecho: Canals,1900,4695
Población de Hecho: Canet d'en Berenguer,1991,1539
Población de Hecho: Canet d'en Berenguer,1981,1296
Población de Hecho: Canet d'en Berenguer,1970,1127
Población de Hecho: Canet d'en Berenguer,1960,1208
Población de Hecho: Canet d'en Berenguer,1950,1152
Población de Hecho: Canet d'en Berenguer,1940,1072
Población de Hecho: Canet d'en Berenguer,1930,1178
Población de Hecho: Canet d'en Berenguer,1920,798
Población de Hecho: Canet d'en Berenguer,1910,778
Población de Hecho: Canet d'en Berenguer,1900,630
Población de Hecho: Carcaixent,1991,20062
Población de Hecho: Carcaixent,1981,22164
Población de Hecho: Carcaixent,1970,18971
Población de Hecho: Carcaixent,1960,17937
Población de Hecho: Carcaixent,1950,17216
Población de Hecho: Carcaixent,1940,17846
Población de Hecho: Carcaixent,1930,15393
Población de Hecho: Carcaixent,1920,13834
Población de Hecho: Carcaixent,1910,13520
Población de Hecho: Carcaixent,1900,12262
Población de Hecho: Càrcer,1991,1998
Población de Hecho: Càrcer,1981,2034
Población de Hecho: Càrcer,1970,2107
Población de Hecho: Càrcer,1960,2008
Población de Hecho: Càrcer,1950,1955
Población de Hecho: Càrcer,1940,1860
Población de Hecho: Càrcer,1930,1392
Población de Hecho: Càrcer,1920,1180
Población de Hecho: Càrcer,1910,1210
Población de Hecho: Càrcer,1900,979
Población de Hecho: Carlet,1991,14076
Población de Hecho: Carlet,1981,13119
Población de Hecho: Carlet,1970,11742
Población de Hecho: Carlet,1960,9554
Población de Hecho: Carlet,1950,8540
Población de Hecho: Carlet,1940,7845
Población de Hecho: Carlet,1930,6852
Población de Hecho: Carlet,1920,5880
Población de Hecho: Carlet,1910,6363
Población de Hecho: Carlet,1900,6199
Población de Hecho: Carrícola,1991,63
Población de Hecho: Carrícola,1981,87
Población de Hecho: Carrícola,1970,82
Población de Hecho: Carrícola,1960,106
Población de Hecho: Carrícola,1950,119
Población de Hecho: Carrícola,1940,106
Población de Hecho: Carrícola,1930,129
Población de Hecho: Carrícola,1920,166
Población de Hecho: Carrícola,1910,191
Población de Hecho: Carrícola,1900,193
Población de Hecho: Casas Altas,1991,153
Población de Hecho: Casas Altas,1981,214
Población de Hecho: Casas Altas,1970,253
Población de Hecho: Casas Altas,1960,479
Población de Hecho: Casas Altas,1950,646
Población de Hecho: Casas Altas,1940,612
Población de Hecho: Casas Altas,1930,721
Población de Hecho: Casas Altas,1920,702
Población de Hecho: Casas Altas,1910,619
Población de Hecho: Casas Altas,1900,703
Población de Hecho: Casas Bajas,1991,297
Población de Hecho: Casas Bajas,1981,437
Población de Hecho: Casas Bajas,1970,583
Población de Hecho: Casas Bajas,1960,855
Población de Hecho: Casas Bajas,1950,1040
Población de Hecho: Casas Bajas,1940,1138
Población de Hecho: Casas Bajas,1930,1238
Población de Hecho: Casas Bajas,1920,1169
Población de Hecho: Casas Bajas,1910,1252
Población de Hecho: Casas Bajas,1900,1214
Población de Hecho: Casinos,1991,2262
Población de Hecho: Casinos,1981,2222
Población de Hecho: Casinos,1970,2194
Población de Hecho: Casinos,1960,1978
Población de Hecho: Casinos,1950,2120
Población de Hecho: Casinos,1940,1975
Población de Hecho: Casinos,1930,2127
Población de Hecho: Casinos,1920,2240
Población de Hecho: Casinos,1910,2002
Población de Hecho: Casinos,1900,1794
Población de Hecho: Castelló de Rugat,1991,2059
Población de Hecho: Castelló de Rugat,1981,2077
Población de Hecho: Castelló de Rugat,1970,1947
Población de Hecho: Castelló de Rugat,1960,1671
Población de Hecho: Castelló de Rugat,1950,1521
Población de Hecho: Castelló de Rugat,1940,1532
Población de Hecho: Castelló de Rugat,1930,1516
Población de Hecho: Castelló de Rugat,1920,1473
Población de Hecho: Castelló de Rugat,1910,1396
Población de Hecho: Castelló de Rugat,1900,1499
Población de Hecho: Castellónet,1991,89
Población de Hecho: Castellónet,1981,97
Población de Hecho: Castellónet,1970,93
Población de Hecho: Castellónet,1960,144
Población de Hecho: Castellónet,1950,135
Población de Hecho: Castellónet,1940,149
Población de Hecho: Castellónet,1930,136
Población de Hecho: Castellónet,1920,192
Población de Hecho: Castellónet,1910,192
Población de Hecho: Castellónet,1900,240
Población de Hecho: Castielfabib,1991,642
Población de Hecho: Castielfabib,1981,782
Población de Hecho: Castielfabib,1970,1067
Población de Hecho: Castielfabib,1960,1414
Población de Hecho: Castielfabib,1950,1812
Población de Hecho: Castielfabib,1940,2097
Población de Hecho: Castielfabib,1930,1798
Población de Hecho: Castielfabib,1920,2028
Población de Hecho: Castielfabib,1910,2244
Población de Hecho: Castielfabib,1900,2393
Población de Hecho: Catadau,1991,2170
Población de Hecho: Catadau,1981,2006
Población de Hecho: Catadau,1970,1847
Población de Hecho: Catadau,1960,1732
Población de Hecho: Catadau,1950,1928
Población de Hecho: Catadau,1940,1880
Población de Hecho: Catadau,1930,1805
Población de Hecho: Catadau,1920,1828
Población de Hecho: Catadau,1910,1886
Población de Hecho: Catadau,1900,1839
Población de Hecho: Catarroja,1991,20157
Población de Hecho: Catarroja,1981,20195
Población de Hecho: Catarroja,1970,15703
Población de Hecho: Catarroja,1960,11680
Población de Hecho: Catarroja,1950,11204
Población de Hecho: Catarroja,1940,10437
Población de Hecho: Catarroja,1930,9056
Población de Hecho: Catarroja,1920,8308
Población de Hecho: Catarroja,1910,7977
Población de Hecho: Catarroja,1900,7043
Población de Hecho: Caudete de las Fuentes,1991,864
Población de Hecho: Caudete de las Fuentes,1981,1074
Población de Hecho: Caudete de las Fuentes,1970,1145
Población de Hecho: Caudete de las Fuentes,1960,1375
Población de Hecho: Caudete de las Fuentes,1950,1638
Población de Hecho: Caudete de las Fuentes,1940,1534
Población de Hecho: Caudete de las Fuentes,1930,1500
Población de Hecho: Caudete de las Fuentes,1920,1743
Población de Hecho: Caudete de las Fuentes,1910,1662
Población de Hecho: Caudete de las Fuentes,1900,1459
Población de Hecho: Cerdá,1991,257
Población de Hecho: Cerdá,1981,277
Población de Hecho: Cerdá,1970,286
Población de Hecho: Cerdá,1960,361
Población de Hecho: Cerdá,1950,378
Población de Hecho: Cerdá,1940,380
Población de Hecho: Cerdá,1930,400
Población de Hecho: Cerdá,1920,391
Población de Hecho: Cerdá,1910,396
Población de Hecho: Cerdá,1900,404
Población de Hecho: Chella,1991,2490
Población de Hecho: Chella,1981,2499
Población de Hecho: Chella,1970,2501
Población de Hecho: Chella,1960,2796
Población de Hecho: Chella,1950,3000
Población de Hecho: Chella,1940,3002
Población de Hecho: Chella,1930,2905
Población de Hecho: Chella,1920,2743
Población de Hecho: Chella,1910,2641
Población de Hecho: Chella,1900,2706
Población de Hecho: Chelva,1991,2060
Población de Hecho: Chelva,1981,2209
Población de Hecho: Chelva,1970,3181
Población de Hecho: Chelva,1960,3407
Población de Hecho: Chelva,1950,3994
Población de Hecho: Chelva,1940,4400
Población de Hecho: Chelva,1930,4172
Población de Hecho: Chelva,1920,5484
Población de Hecho: Chelva,1910,5290
Población de Hecho: Chelva,1900,5218
Población de Hecho: Chera,1991,622
Población de Hecho: Chera,1981,633
Población de Hecho: Chera,1970,806
Población de Hecho: Chera,1960,941
Población de Hecho: Chera,1950,1150
Población de Hecho: Chera,1940,1099
Población de Hecho: Chera,1930,1019
Población de Hecho: Chera,1920,1020
Población de Hecho: Chera,1910,1203
Población de Hecho: Chera,1900,981
Población de Hecho: Cheste,1991,6726
Población de Hecho: Cheste,1981,7424
Población de Hecho: Cheste,1970,5966
Población de Hecho: Cheste,1960,5221
Población de Hecho: Cheste,1950,5210
Población de Hecho: Cheste,1940,5100
Población de Hecho: Cheste,1930,5101
Población de Hecho: Cheste,1920,6110
Población de Hecho: Cheste,1910,5826
Población de Hecho: Cheste,1900,6039
Población de Hecho: Chiva,1991,7562
Población de Hecho: Chiva,1981,6421
Población de Hecho: Chiva,1970,5394
Población de Hecho: Chiva,1960,4326
Población de Hecho: Chiva,1950,4403
Población de Hecho: Chiva,1940,4747
Población de Hecho: Chiva,1930,4542
Población de Hecho: Chiva,1920,4843
Población de Hecho: Chiva,1910,4816
Población de Hecho: Chiva,1900,4975
Población de Hecho: Chulilla,1991,675
Población de Hecho: Chulilla,1981,692
Población de Hecho: Chulilla,1970,871
Población de Hecho: Chulilla,1960,1152
Población de Hecho: Chulilla,1950,1435
Población de Hecho: Chulilla,1940,1350
Población de Hecho: Chulilla,1930,1377
Población de Hecho: Chulilla,1920,1530
Población de Hecho: Chulilla,1910,1474
Población de Hecho: Chulilla,1900,1619
Población de Hecho: Cofrentes,1991,815
Población de Hecho: Cofrentes,1981,1124
Población de Hecho: Cofrentes,1970,966
Población de Hecho: Cofrentes,1960,1277
Población de Hecho: Cofrentes,1950,2829
Población de Hecho: Cofrentes,1940,1677
Población de Hecho: Cofrentes,1930,1590
Población de Hecho: Cofrentes,1920,1821
Población de Hecho: Cofrentes,1910,1890
Población de Hecho: Cofrentes,1900,1644
Población de Hecho: Corbera,1991,3116
Población de Hecho: Corbera,1981,3148
Población de Hecho: Corbera,1970,3223
Población de Hecho: Corbera,1960,3274
Población de Hecho: Corbera,1950,3106
Población de Hecho: Corbera,1940,2963
Población de Hecho: Corbera,1930,2649
Población de Hecho: Corbera,1920,2402
Población de Hecho: Corbera,1910,2333
Población de Hecho: Corbera,1900,2110
Población de Hecho: Cortes de Pallás,1991,656
Población de Hecho: Cortes de Pallás,1981,643
Población de Hecho: Cortes de Pallás,1970,1068
Población de Hecho: Cortes de Pallás,1960,1703
Población de Hecho: Cortes de Pallás,1950,2040
Población de Hecho: Cortes de Pallás,1940,2165
Población de Hecho: Cortes de Pallás,1930,2336
Población de Hecho: Cortes de Pallás,1920,2510
Población de Hecho: Cortes de Pallás,1910,1561
Población de Hecho: Cortes de Pallás,1900,1340
Población de Hecho: Cotes,1991,378
Población de Hecho: Cotes,1981,421
Población de Hecho: Cotes,1970,461
Población de Hecho: Cotes,1960,416
Población de Hecho: Cotes,1950,407
Población de Hecho: Cotes,1940,372
Población de Hecho: Cotes,1930,260
Población de Hecho: Cotes,1920,227
Población de Hecho: Cotes,1910,246
Población de Hecho: Cotes,1900,229
Población de Hecho: Cullera,1991,19984
Población de Hecho: Cullera,1981,20145
Población de Hecho: Cullera,1970,15738
Población de Hecho: Cullera,1960,14103
Población de Hecho: Cullera,1950,14831
Población de Hecho: Cullera,1940,15005
Población de Hecho: Cullera,1930,13335
Población de Hecho: Cullera,1920,13075
Población de Hecho: Cullera,1910,13556
Población de Hecho: Cullera,1900,11947
Población de Hecho: Daimús,1991,1263
Población de Hecho: Daimús,1981,1264
Población de Hecho: Daimús,1970,1277
Población de Hecho: Daimús,1960,1383
Población de Hecho: Daimús,1950,1316
Población de Hecho: Daimús,1940,1340
Población de Hecho: Daimús,1930,1242
Población de Hecho: Daimús,1920,1047
Población de Hecho: Daimús,1910,928
Población de Hecho: Daimús,1900,891
Población de Hecho: Domeño,1991,497
Población de Hecho: Domeño,1981,236
Población de Hecho: Domeño,1970,466
Población de Hecho: Domeño,1960,734
Población de Hecho: Domeño,1950,731
Población de Hecho: Domeño,1940,861
Población de Hecho: Domeño,1930,731
Población de Hecho: Domeño,1920,941
Población de Hecho: Domeño,1910,996
Población de Hecho: Domeño,1900,954
Población de Hecho: Dos Aguas,1991,396
Población de Hecho: Dos Aguas,1981,450
Población de Hecho: Dos Aguas,1970,624
Población de Hecho: Dos Aguas,1960,846
Población de Hecho: Dos Aguas,1950,928
Población de Hecho: Dos Aguas,1940,983
Población de Hecho: Dos Aguas,1930,1129
Población de Hecho: Dos Aguas,1920,1254
Población de Hecho: Dos Aguas,1910,1305
Población de Hecho: Dos Aguas,1900,1174
Población de Hecho: Eliana (L'),1991,8245
Población de Hecho: Eliana (L'),1981,4697
Población de Hecho: Eliana (L'),1970,2363
Población de Hecho: Eliana (L'),1960,1481
Población de Hecho: Emperador,1991,154
Población de Hecho: Emperador,1970,167
Población de Hecho: Emperador,1960,190
Población de Hecho: Emperador,1950,230
Población de Hecho: Emperador,1940,216
Población de Hecho: Emperador,1930,175
Población de Hecho: Emperador,1920,143
Población de Hecho: Emperador,1910,164
Población de Hecho: Emperador,1900,172
Población de Hecho: Enguera,1991,4815
Población de Hecho: Enguera,1981,5045
Población de Hecho: Enguera,1970,5091
Población de Hecho: Enguera,1960,5144
Población de Hecho: Enguera,1950,5462
Población de Hecho: Enguera,1940,5663
Población de Hecho: Enguera,1930,5673
Población de Hecho: Enguera,1920,5825
Población de Hecho: Enguera,1910,5615
Población de Hecho: Enguera,1900,5746
Población de Hecho: Ènova (L'),1991,1150
Población de Hecho: Ènova (L'),1981,1227
Población de Hecho: Ènova (L'),1970,1368
Población de Hecho: Ènova (L'),1960,1412
Población de Hecho: Ènova (L'),1950,1447
Población de Hecho: Ènova (L'),1940,1490
Población de Hecho: Ènova (L'),1930,1465
Población de Hecho: Ènova (L'),1920,1348
Población de Hecho: Ènova (L'),1910,1405
Población de Hecho: Ènova (L'),1900,1312
Población de Hecho: Estivella,1991,1071
Población de Hecho: Estivella,1981,1108
Población de Hecho: Estivella,1970,1181
Población de Hecho: Estivella,1960,1167
Población de Hecho: Estivella,1950,1221
Población de Hecho: Estivella,1940,1220
Población de Hecho: Estivella,1930,1432
Población de Hecho: Estivella,1920,1335
Población de Hecho: Estivella,1910,1463
Población de Hecho: Estivella,1900,1315
Población de Hecho: Estubeny,1991,136
Población de Hecho: Estubeny,1981,164
Población de Hecho: Estubeny,1970,181
Población de Hecho: Estubeny,1960,187
Población de Hecho: Estubeny,1950,236
Población de Hecho: Estubeny,1940,217
Población de Hecho: Estubeny,1930,234
Población de Hecho: Estubeny,1920,247
Población de Hecho: Estubeny,1910,213
Población de Hecho: Estubeny,1900,285
Población de Hecho: Faura,1991,2784
Población de Hecho: Faura,1981,2772
Población de Hecho: Faura,1970,2628
Población de Hecho: Faura,1960,2287
Población de Hecho: Faura,1950,1907
Población de Hecho: Faura,1940,1848
Población de Hecho: Faura,1930,1669
Población de Hecho: Faura,1920,1537
Población de Hecho: Faura,1910,1505
Población de Hecho: Favara,1991,1671
Población de Hecho: Favara,1981,1688
Población de Hecho: Favara,1970,1651
Población de Hecho: Favara,1960,1679
Población de Hecho: Favara,1950,1614
Población de Hecho: Favara,1940,1459
Población de Hecho: Favara,1930,1251
Población de Hecho: Favara,1920,1030
Población de Hecho: Favara,1910,975
Población de Hecho: Favara,1900,783
Población de Hecho: Foios,1991,5352
Población de Hecho: Foios,1981,5255
Población de Hecho: Foios,1970,4341
Población de Hecho: Foios,1960,3565
Población de Hecho: Foios,1950,3321
Población de Hecho: Foios,1940,3017
Población de Hecho: Foios,1930,2909
Población de Hecho: Foios,1920,2376
Población de Hecho: Foios,1910,2126
Población de Hecho: Foios,1900,1548
Población de Hecho: Font de la Figuera (La),1991,2173
Población de Hecho: Font de la Figuera (La),1981,2208
Población de Hecho: Font de la Figuera (La),1970,2571
Población de Hecho: Font de la Figuera (La),1960,2974
Población de Hecho: Font de la Figuera (La),1950,3439
Población de Hecho: Font de la Figuera (La),1940,3189
Población de Hecho: Font de la Figuera (La),1930,3428
Población de Hecho: Font de la Figuera (La),1920,3779
Población de Hecho: Font de la Figuera (La),1910,3958
Población de Hecho: Font de la Figuera (La),1900,4046
Población de Hecho: Font d'En Carròs (La),1991,3191
Población de Hecho: Font d'En Carròs (La),1981,3306
Población de Hecho: Font d'En Carròs (La),1970,3235
Población de Hecho: Font d'En Carròs (La),1960,3136
Población de Hecho: Font d'En Carròs (La),1950,3015
Población de Hecho: Font d'En Carròs (La),1940,2910
Población de Hecho: Font d'En Carròs (La),1930,2794
Población de Hecho: Font d'En Carròs (La),1920,2495
Población de Hecho: Font d'En Carròs (La),1910,2477
Población de Hecho: Font d'En Carròs (La),1900,2192
Población de Hecho: Fontanars dels Alforins,1991,922
Población de Hecho: Fontanars dels Alforins,1981,1017
Población de Hecho: Fontanars dels Alforins,1970,1125
Población de Hecho: Fontanars dels Alforins,1960,1168
Población de Hecho: Fontanars dels Alforins,1950,1279
Población de Hecho: Fontanars dels Alforins,1940,1261
Población de Hecho: Fontanars dels Alforins,1930,1246
Población de Hecho: Fortaleny,1991,999
Población de Hecho: Fortaleny,1981,967
Población de Hecho: Fortaleny,1970,940
Población de Hecho: Fortaleny,1960,946
Población de Hecho: Fortaleny,1950,917
Población de Hecho: Fortaleny,1940,912
Población de Hecho: Fortaleny,1930,794
Población de Hecho: Fortaleny,1920,789
Población de Hecho: Fortaleny,1910,684
Población de Hecho: Fortaleny,1900,576
Población de Hecho: Fuenterrobles,1991,727
Población de Hecho: Fuenterrobles,1981,833
Población de Hecho: Fuenterrobles,1970,964
Población de Hecho: Fuenterrobles,1960,1229
Población de Hecho: Fuenterrobles,1950,1398
Población de Hecho: Fuenterrobles,1940,1321
Población de Hecho: Fuenterrobles,1930,1311
Población de Hecho: Fuenterrobles,1920,1488
Población de Hecho: Fuenterrobles,1910,1259
Población de Hecho: Fuenterrobles,1900,1076
Población de Hecho: Gandia,1991,52000
Población de Hecho: Gandia,1981,48494
Población de Hecho: Gandia,1970,36342
Población de Hecho: Gandia,1960,20340
Población de Hecho: Gandia,1950,20100
Población de Hecho: Gandia,1940,19975
Población de Hecho: Gandia,1930,14009
Población de Hecho: Gandia,1920,12676
Población de Hecho: Gandia,1910,11635
Población de Hecho: Gandia,1900,10026
Población de Hecho: Gavarda,1991,1229
Población de Hecho: Gavarda,1981,1178
Población de Hecho: Gavarda,1970,1281
Población de Hecho: Gavarda,1960,1381
Población de Hecho: Gavarda,1950,1167
Población de Hecho: Gavarda,1940,1211
Población de Hecho: Gavarda,1930,1146
Población de Hecho: Gavarda,1920,947
Población de Hecho: Gavarda,1910,864
Población de Hecho: Gavarda,1900,746
Población de Hecho: Genovés,1991,2200
Población de Hecho: Genovés,1981,2031
Población de Hecho: Genovés,1970,1823
Población de Hecho: Genovés,1960,1714
Población de Hecho: Genovés,1950,1539
Población de Hecho: Genovés,1940,1380
Población de Hecho: Genovés,1930,1404
Población de Hecho: Genovés,1920,1258
Población de Hecho: Genovés,1910,1286
Población de Hecho: Genovés,1900,1166
Población de Hecho: Gestalgar,1991,599
Población de Hecho: Gestalgar,1981,654
Población de Hecho: Gestalgar,1970,911
Población de Hecho: Gestalgar,1960,1360
Población de Hecho: Gestalgar,1950,1625
Población de Hecho: Gestalgar,1940,1493
Población de Hecho: Gestalgar,1930,1514
Población de Hecho: Gestalgar,1920,1778
Población de Hecho: Gestalgar,1910,1863
Población de Hecho: Gestalgar,1900,1755
Población de Hecho: Gilet,1991,1184
Población de Hecho: Gilet,1981,993
Población de Hecho: Gilet,1970,1025
Población de Hecho: Gilet,1960,1022
Población de Hecho: Gilet,1950,823
Población de Hecho: Gilet,1940,767
Población de Hecho: Gilet,1930,766
Población de Hecho: Gilet,1920,739
Población de Hecho: Gilet,1910,816
Población de Hecho: Gilet,1900,852
Población de Hecho: Godella,1991,9621
Población de Hecho: Godella,1981,7804
Población de Hecho: Godella,1970,5702
Población de Hecho: Godella,1960,5117
Población de Hecho: Godella,1950,4702
Población de Hecho: Godella,1940,4574
Población de Hecho: Godella,1930,3345
Población de Hecho: Godella,1920,2861
Población de Hecho: Godella,1910,2697
Población de Hecho: Godella,1900,2200
Población de Hecho: Godelleta,1991,1891
Población de Hecho: Godelleta,1981,1816
Población de Hecho: Godelleta,1970,1708
Población de Hecho: Godelleta,1960,1635
Población de Hecho: Godelleta,1950,1678
Población de Hecho: Godelleta,1940,1588
Población de Hecho: Godelleta,1930,1598
Población de Hecho: Godelleta,1920,1540
Población de Hecho: Godelleta,1910,1706
Población de Hecho: Godelleta,1900,1956
Población de Hecho: Granja de la Costera (La),1991,360
Población de Hecho: Granja de la Costera (La),1981,444
Población de Hecho: Granja de la Costera (La),1970,493
Población de Hecho: Granja de la Costera (La),1960,482
Población de Hecho: Granja de la Costera (La),1950,531
Población de Hecho: Granja de la Costera (La),1940,576
Población de Hecho: Granja de la Costera (La),1930,535
Población de Hecho: Granja de la Costera (La),1920,502
Población de Hecho: Granja de la Costera (La),1910,577
Población de Hecho: Granja de la Costera (La),1900,490
Población de Hecho: Guadasequies,1991,405
Población de Hecho: Guadasequies,1981,358
Población de Hecho: Guadasequies,1970,360
Población de Hecho: Guadasequies,1960,346
Población de Hecho: Guadasequies,1950,358
Población de Hecho: Guadasequies,1940,337
Población de Hecho: Guadasequies,1930,333
Población de Hecho: Guadasequies,1920,334
Población de Hecho: Guadasequies,1910,325
Población de Hecho: Guadasequies,1900,375
Población de Hecho: Guadassuar,1991,5355
Población de Hecho: Guadassuar,1981,5379
Población de Hecho: Guadassuar,1970,5118
Población de Hecho: Guadassuar,1960,5014
Población de Hecho: Guadassuar,1950,4704
Población de Hecho: Guadassuar,1940,4400
Población de Hecho: Guadassuar,1930,4037
Población de Hecho: Guadassuar,1920,3583
Población de Hecho: Guadassuar,1910,3115
Población de Hecho: Guadassuar,1900,2676
Población de Hecho: GuardaMar,1991,51
Población de Hecho: GuardaMar,1981,45
Población de Hecho: GuardaMar,1970,109
Población de Hecho: GuardaMar,1960,146
Población de Hecho: GuardaMar,1950,159
Población de Hecho: GuardaMar,1940,179
Población de Hecho: GuardaMar,1930,173
Población de Hecho: GuardaMar,1920,152
Población de Hecho: GuardaMar,1910,114
Población de Hecho: GuardaMar,1900,149
Población de Hecho: Higueruelas,1991,546
Población de Hecho: Higueruelas,1981,604
Población de Hecho: Higueruelas,1970,640
Población de Hecho: Higueruelas,1960,676
Población de Hecho: Higueruelas,1950,776
Población de Hecho: Higueruelas,1940,686
Población de Hecho: Higueruelas,1930,592
Población de Hecho: Higueruelas,1920,643
Población de Hecho: Higueruelas,1910,549
Población de Hecho: Higueruelas,1900,480
Población de Hecho: Jalance,1991,1063
Población de Hecho: Jalance,1981,1577
Población de Hecho: Jalance,1970,1503
Población de Hecho: Jalance,1960,1808
Población de Hecho: Jalance,1950,2551
Población de Hecho: Jalance,1940,2371
Población de Hecho: Jalance,1930,2197
Población de Hecho: Jalance,1920,2360
Población de Hecho: Jalance,1910,2338
