Municipios	Periodo	Total
03084 Lorcha/Orxa, l'	1940	1.366
03084 Lorcha/Orxa, l'	1930	1.415
03084 Lorcha/Orxa, l'	1920	1.467
03084 Lorcha/Orxa, l'	1910	1.391
03084 Lorcha/Orxa, l'	1900	1.489
03086 Millena	1991	141
03086 Millena	1981	140
03086 Millena	1970	165
03086 Millena	1960	229
03086 Millena	1950	256
03086 Millena	1940	283
03086 Millena	1930	290
03086 Millena	1920	291
03086 Millena	1910	332
03086 Millena	1900	354
03088 Monforte del Cid	1991	4.962
03088 Monforte del Cid	1981	4.605
03088 Monforte del Cid	1970	4.020
03088 Monforte del Cid	1960	3.437
03088 Monforte del Cid	1950	3.133
03088 Monforte del Cid	1940	3.217
03088 Monforte del Cid	1930	3.205
03088 Monforte del Cid	1920	3.429
03088 Monforte del Cid	1910	3.720
03088 Monforte del Cid	1900	3.798
03089 Monóvar/Monòver	1991	12.137
03089 Monóvar/Monòver	1981	11.111
03089 Monóvar/Monòver	1970	10.348
03089 Monóvar/Monòver	1960	10.393
03089 Monóvar/Monòver	1950	9.979
03089 Monóvar/Monòver	1940	9.933
03089 Monóvar/Monòver	1930	9.799
03089 Monóvar/Monòver	1920	10.377
03089 Monóvar/Monòver	1910	11.243
03089 Monóvar/Monòver	1900	10.601
03903 Montesinos, Los	1991	2.232
03903 Montesinos, Los	1981	""
03903 Montesinos, Los	1970	""
03903 Montesinos, Los	1960	""
03903 Montesinos, Los	1950	""
03903 Montesinos, Los	1940	""
03903 Montesinos, Los	1930	""
03903 Montesinos, Los	1920	""
03903 Montesinos, Los	1910	""
03903 Montesinos, Los	1900	""
03091 Murla	1991	333
03091 Murla	1981	357
03091 Murla	1970	455
03091 Murla	1960	495
03091 Murla	1950	566
03091 Murla	1940	745
03091 Murla	1930	701
03091 Murla	1920	644
03091 Murla	1910	626
03091 Murla	1900	696
03092 Muro de Alcoy	1991	6.499
03092 Muro de Alcoy	1981	5.780
03092 Muro de Alcoy	1970	5.044
03092 Muro de Alcoy	1960	4.257
03092 Muro de Alcoy	1950	4.027
03092 Muro de Alcoy	1940	3.788
03092 Muro de Alcoy	1930	3.780
03092 Muro de Alcoy	1920	3.724
03092 Muro de Alcoy	1910	3.523
03092 Muro de Alcoy	1900	3.406
03090 Mutxamel	1991	10.346
03090 Mutxamel	1981	8.045
03090 Mutxamel	1970	5.350
03090 Mutxamel	1960	4.010
03090 Mutxamel	1950	3.489
03090 Mutxamel	1940	3.344
03090 Mutxamel	1930	3.330
03090 Mutxamel	1920	3.266
03090 Mutxamel	1910	3.837
03090 Mutxamel	1900	3.606
03093 Novelda	1991	21.928
03093 Novelda	1981	20.776
03093 Novelda	1970	17.344
03093 Novelda	1960	12.911
03093 Novelda	1950	10.598
03093 Novelda	1940	10.349
03093 Novelda	1930	9.508
03093 Novelda	1920	11.994
03093 Novelda	1910	12.045
03093 Novelda	1900	11.388
03094 Nucia, la	1991	6.106
03094 Nucia, la	1981	3.419
03094 Nucia, la	1970	2.073
03094 Nucia, la	1960	1.396
03094 Nucia, la	1950	1.429
03094 Nucia, la	1940	1.708
03094 Nucia, la	1930	2.285
03094 Nucia, la	1920	1.988
03094 Nucia, la	1910	2.229
03094 Nucia, la	1900	2.102
03095 Ondara	1991	4.776
03095 Ondara	1981	4.336
03095 Ondara	1970	3.868
03095 Ondara	1960	3.339
03095 Ondara	1950	3.030
03095 Ondara	1940	2.778
03095 Ondara	1930	2.733
03095 Ondara	1920	2.289
03095 Ondara	1910	2.734
03095 Ondara	1900	3.508
03096 Onil	1991	6.550
03096 Onil	1981	6.144
03096 Onil	1970	4.733
03096 Onil	1960	3.185
03096 Onil	1950	2.919
03096 Onil	1940	2.877
03096 Onil	1930	2.948
03096 Onil	1920	2.897
03096 Onil	1910	2.920
03096 Onil	1900	2.918
03097 Orba	1991	1.533
03097 Orba	1981	1.458
03097 Orba	1970	1.144
03097 Orba	1960	1.205
03097 Orba	1950	1.352
03097 Orba	1940	1.328
03097 Orba	1930	1.362
03097 Orba	1920	1.460
03097 Orba	1910	1.098
03097 Orba	1900	1.178
03099 Orihuela	1991	49.642
03099 Orihuela	1981	49.851
03099 Orihuela	1970	44.938
03099 Orihuela	1960	44.830
03099 Orihuela	1950	44.979
03099 Orihuela	1940	43.619
03099 Orihuela	1930	38.570
03099 Orihuela	1920	37.180
03099 Orihuela	1910	35.072
03099 Orihuela	1900	28.530
03098 Orxeta	1991	509
03098 Orxeta	1981	447
03098 Orxeta	1970	476
03098 Orxeta	1960	552
03098 Orxeta	1950	648
03098 Orxeta	1940	648
03098 Orxeta	1930	776
03098 Orxeta	1920	748
03098 Orxeta	1910	862
03098 Orxeta	1900	832
03100 Parcent	1991	717
03100 Parcent	1981	619
03100 Parcent	1970	678
03100 Parcent	1960	728
03100 Parcent	1950	793
03100 Parcent	1940	889
03100 Parcent	1930	801
03100 Parcent	1920	935
03100 Parcent	1910	978
03100 Parcent	1900	1.192
03101 Pedreguer	1991	5.572
03101 Pedreguer	1981	5.643
03101 Pedreguer	1970	5.101
03101 Pedreguer	1960	4.607
03101 Pedreguer	1950	4.549
03101 Pedreguer	1940	4.658
03101 Pedreguer	1930	4.710
03101 Pedreguer	1920	4.638
03101 Pedreguer	1910	4.991
03101 Pedreguer	1900	5.287
03102 Pego	1991	9.062
03102 Pego	1981	9.112
03102 Pego	1970	8.861
03102 Pego	1960	8.291
03102 Pego	1950	8.491
03102 Pego	1940	8.547
03102 Pego	1930	8.398
03102 Pego	1920	7.409
03102 Pego	1910	7.849
03102 Pego	1900	6.983
03103 Penàguila	1991	351
03103 Penàguila	1981	423
03103 Penàguila	1970	611
03103 Penàguila	1960	749
03103 Penàguila	1950	940
03103 Penàguila	1940	1.103
03103 Penàguila	1930	1.117
03103 Penàguila	1920	1.229
03103 Penàguila	1910	1.361
03103 Penàguila	1900	1.366
03104 Petrer	1991	24.383
03104 Petrer	1981	20.361
03104 Petrer	1970	15.804
03104 Petrer	1960	10.615
03104 Petrer	1950	6.145
03104 Petrer	1940	5.506
03104 Petrer	1930	5.290
03104 Petrer	1920	4.120
03104 Petrer	1910	3.992
03104 Petrer	1900	3.928
03902 Pilar de la Horadada	1991	7.636
03902 Pilar de la Horadada	1981	""
03902 Pilar de la Horadada	1970	""
03902 Pilar de la Horadada	1960	""
03902 Pilar de la Horadada	1950	""
03902 Pilar de la Horadada	1940	""
03902 Pilar de la Horadada	1930	""
03902 Pilar de la Horadada	1920	""
03902 Pilar de la Horadada	1910	""
03902 Pilar de la Horadada	1900	""
03105 Pinós, el/Pinoso	1991	5.612
03105 Pinós, el/Pinoso	1981	5.223
03105 Pinós, el/Pinoso	1970	5.101
03105 Pinós, el/Pinoso	1960	5.194
03105 Pinós, el/Pinoso	1950	6.015
03105 Pinós, el/Pinoso	1940	5.114
03105 Pinós, el/Pinoso	1930	7.740
03105 Pinós, el/Pinoso	1920	8.245
03105 Pinós, el/Pinoso	1910	8.142
03105 Pinós, el/Pinoso	1900	7.946
03106 Planes	1991	742
03106 Planes	1981	919
03106 Planes	1970	1.051
03106 Planes	1960	1.204
03106 Planes	1950	1.408
03106 Planes	1940	1.399
03106 Planes	1930	1.589
03106 Planes	1920	1.540
03106 Planes	1910	1.533
03106 Planes	1900	1.654
03901 Poblets, els	1991	1.024
03901 Poblets, els	1981	1.019
03901 Poblets, els	1970	""
03901 Poblets, els	1960	""
03901 Poblets, els	1950	""
03901 Poblets, els	1940	""
03901 Poblets, els	1930	""
03901 Poblets, els	1920	""
03901 Poblets, els	1910	""
03901 Poblets, els	1900	""
03107 Polop	1991	1.903
03107 Polop	1981	1.766
03107 Polop	1970	1.554
03107 Polop	1960	1.286
03107 Polop	1950	1.396
03107 Polop	1940	1.456
03107 Polop	1930	1.400
03107 Polop	1920	1.476
03107 Polop	1910	1.630
03107 Polop	1900	1.639
03060 Quatretondeta	1991	200
03060 Quatretondeta	1981	255
03060 Quatretondeta	1970	284
03060 Quatretondeta	1960	394
03060 Quatretondeta	1950	439
03060 Quatretondeta	1940	437
03060 Quatretondeta	1930	443
03060 Quatretondeta	1920	439
03060 Quatretondeta	1910	380
03060 Quatretondeta	1900	440
03109 Rafal	1991	2.643
03109 Rafal	1981	2.234
03109 Rafal	1970	2.003
03109 Rafal	1960	1.821
03109 Rafal	1950	1.661
03109 Rafal	1940	1.379
03109 Rafal	1930	1.103
03109 Rafal	1920	849
03109 Rafal	1910	561
03109 Rafal	1900	406
03110 Ràfol d'Almúnia, el	1991	376
03110 Ràfol d'Almúnia, el	1981	416
03110 Ràfol d'Almúnia, el	1970	420
03110 Ràfol d'Almúnia, el	1960	491
03110 Ràfol d'Almúnia, el	1950	510
03110 Ràfol d'Almúnia, el	1940	584
03110 Ràfol d'Almúnia, el	1930	568
03110 Ràfol d'Almúnia, el	1920	537
03110 Ràfol d'Almúnia, el	1910	518
03110 Ràfol d'Almúnia, el	1900	538
03111 Redován	1991	4.955
03111 Redován	1981	4.391
03111 Redován	1970	3.542
03111 Redován	1960	3.895
03111 Redován	1950	3.600
03111 Redován	1940	3.202
03111 Redován	1930	2.869
03111 Redován	1920	2.530
03111 Redován	1910	1.904
03111 Redován	1900	1.591
03112 Relleu	1991	717
03112 Relleu	1981	1.009
03112 Relleu	1970	1.307
03112 Relleu	1960	1.539
03112 Relleu	1950	1.813
03112 Relleu	1940	2.001
03112 Relleu	1930	2.242
03112 Relleu	1920	2.690
03112 Relleu	1910	3.080
03112 Relleu	1900	3.342
03113 Rojales	1991	5.227
03113 Rojales	1981	4.117
03113 Rojales	1970	3.863
03113 Rojales	1960	4.365
03113 Rojales	1950	4.511
03113 Rojales	1940	3.895
03113 Rojales	1930	3.584
03113 Rojales	1920	3.124
03113 Rojales	1910	2.761
03113 Rojales	1900	2.542
03114 Romana, la	1991	1.899
03114 Romana, la	1981	1.937
03114 Romana, la	1970	1.996
03114 Romana, la	1960	2.082
03114 Romana, la	1950	2.081
03114 Romana, la	1940	1.984
03114 Romana, la	1930	2.264
03114 Romana, la	1920	""
03114 Romana, la	1910	""
03114 Romana, la	1900	""
03115 Sagra	1991	373
03115 Sagra	1981	440
03115 Sagra	1970	495
03115 Sagra	1960	529
03115 Sagra	1950	558
03115 Sagra	1940	572
03115 Sagra	1930	598
03115 Sagra	1920	595
03115 Sagra	1910	572
03115 Sagra	1900	559
03116 Salinas	1991	1.088
03116 Salinas	1981	1.000
03116 Salinas	1970	918
03116 Salinas	1960	1.112
03116 Salinas	1950	1.058
03116 Salinas	1940	1.108
03116 Salinas	1930	1.239
03116 Salinas	1920	1.123
03116 Salinas	1910	1.261
03116 Salinas	1900	1.440
03118 San Fulgencio	1991	1.594
03118 San Fulgencio	1981	1.549
03118 San Fulgencio	1970	1.535
03118 San Fulgencio	1960	1.580
03118 San Fulgencio	1950	1.539
03118 San Fulgencio	1940	1.415
03118 San Fulgencio	1930	1.163
03118 San Fulgencio	1920	1.041
03118 San Fulgencio	1910	986
03118 San Fulgencio	1900	702
03120 San Miguel de Salinas	1991	2.867
03120 San Miguel de Salinas	1981	2.301
03120 San Miguel de Salinas	1970	2.278
03120 San Miguel de Salinas	1960	2.164
03120 San Miguel de Salinas	1950	1.499
03120 San Miguel de Salinas	1940	1.462
03120 San Miguel de Salinas	1930	1.416
03120 San Miguel de Salinas	1920	1.522
03120 San Miguel de Salinas	1910	1.621
03120 San Miguel de Salinas	1900	1.313
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1991	30.119
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1981	23.569
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1970	16.518
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1960	8.951
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1950	7.047
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1940	6.493
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1930	4.978
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1920	4.400
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1910	4.707
03122 San Vicente del Raspeig/Sant Vicent del Raspeig	1900	4.041
03117 Sanet y Negrals	1991	548
03117 Sanet y Negrals	1981	602
03117 Sanet y Negrals	1970	569
03117 Sanet y Negrals	1960	600
03117 Sanet y Negrals	1950	568
03117 Sanet y Negrals	1940	540
03117 Sanet y Negrals	1930	559
03117 Sanet y Negrals	1920	483
03117 Sanet y Negrals	1910	436
03117 Sanet y Negrals	1900	429
03119 Sant Joan d'Alacant	1991	14.369
03119 Sant Joan d'Alacant	1981	10.522
03119 Sant Joan d'Alacant	1970	7.162
03119 Sant Joan d'Alacant	1960	5.062
03119 Sant Joan d'Alacant	1950	3.912
03119 Sant Joan d'Alacant	1940	3.434
03119 Sant Joan d'Alacant	1930	2.907
03119 Sant Joan d'Alacant	1920	2.685
03119 Sant Joan d'Alacant	1910	3.264
03119 Sant Joan d'Alacant	1900	3.326
03121 Santa Pola	1991	15.365
03121 Santa Pola	1981	12.022
03121 Santa Pola	1970	9.198
03121 Santa Pola	1960	6.443
03121 Santa Pola	1950	5.851
03121 Santa Pola	1940	5.325
03121 Santa Pola	1930	4.200
03121 Santa Pola	1920	4.022
03121 Santa Pola	1910	3.935
03121 Santa Pola	1900	4.100
03123 Sax	1991	8.257
03123 Sax	1981	7.307
03123 Sax	1970	5.655
03123 Sax	1960	4.664
03123 Sax	1950	4.055
03123 Sax	1940	3.795
03123 Sax	1930	4.196
03123 Sax	1920	3.852
03123 Sax	1910	4.403
03123 Sax	1900	4.582
03124 Sella	1991	566
03124 Sella	1981	690
03124 Sella	1970	872
03124 Sella	1960	1.260
03124 Sella	1950	1.423
03124 Sella	1940	1.454
03124 Sella	1930	1.410
03124 Sella	1920	1.605
03124 Sella	1910	1.658
03124 Sella	1900	1.758
03125 Senija	1991	483
03125 Senija	1981	433
03125 Senija	1970	504
03125 Senija	1960	481
03125 Senija	1950	595
03125 Senija	1940	672
03125 Senija	1930	505
03125 Senija	1920	566
03125 Senija	1910	590
03125 Senija	1900	700
03127 Tàrbena	1991	709
03127 Tàrbena	1981	717
03127 Tàrbena	1970	1.026
03127 Tàrbena	1960	1.041
03127 Tàrbena	1950	1.214
03127 Tàrbena	1940	1.428
03127 Tàrbena	1930	1.410
03127 Tàrbena	1920	1.550
03127 Tàrbena	1910	1.498
03127 Tàrbena	1900	1.515
03128 Teulada	1991	5.365
03128 Teulada	1981	3.487
03128 Teulada	1970	2.988
03128 Teulada	1960	2.894
03128 Teulada	1950	3.104
03128 Teulada	1940	3.194
03128 Teulada	1930	2.913
03128 Teulada	1920	3.313
03128 Teulada	1910	3.020
03128 Teulada	1900	3.347
03129 Tibi	1991	1.045
03129 Tibi	1981	986
03129 Tibi	1970	1.041
03129 Tibi	1960	1.137
03129 Tibi	1950	1.218
03129 Tibi	1940	1.293
03129 Tibi	1930	1.439
03129 Tibi	1920	1.457
03129 Tibi	1910	1.652
03129 Tibi	1900	1.571
03130 Tollos	1991	42
03130 Tollos	1981	49
03130 Tollos	1970	112
03130 Tollos	1960	148
03130 Tollos	1950	192
03130 Tollos	1940	198
03130 Tollos	1930	206
03130 Tollos	1920	208
03130 Tollos	1910	178
03130 Tollos	1900	210
03131 Tormos	1991	282
03131 Tormos	1981	300
03131 Tormos	1970	316
03131 Tormos	1960	346
03131 Tormos	1950	372
03131 Tormos	1940	359
03131 Tormos	1930	380
03131 Tormos	1920	403
03131 Tormos	1910	403
03131 Tormos	1900	477
03132 Torremanzanas/Torre de les Maçanes, la	1991	702
03132 Torremanzanas/Torre de les Maçanes, la	1981	782
03132 Torremanzanas/Torre de les Maçanes, la	1970	890
03132 Torremanzanas/Torre de les Maçanes, la	1960	1.072
03132 Torremanzanas/Torre de les Maçanes, la	1950	1.230
03132 Torremanzanas/Torre de les Maçanes, la	1940	1.212
03132 Torremanzanas/Torre de les Maçanes, la	1930	1.239
03132 Torremanzanas/Torre de les Maçanes, la	1920	1.519
03132 Torremanzanas/Torre de les Maçanes, la	1910	1.578
03132 Torremanzanas/Torre de les Maçanes, la	1900	1.644
03133 Torrevieja	1991	25.891
03133 Torrevieja	1981	12.314
03133 Torrevieja	1970	9.726
03133 Torrevieja	1960	9.234
03133 Torrevieja	1950	8.935
03133 Torrevieja	1940	9.274
03133 Torrevieja	1930	8.754
03133 Torrevieja	1920	8.885
03133 Torrevieja	1910	8.961
03133 Torrevieja	1900	7.706
03134 Vall d'Alcalà, la	1991	167
03134 Vall d'Alcalà, la	1981	171
03134 Vall d'Alcalà, la	1970	305
03134 Vall d'Alcalà, la	1960	402
03134 Vall d'Alcalà, la	1950	504
03134 Vall d'Alcalà, la	1940	516
03134 Vall d'Alcalà, la	1930	551
03134 Vall d'Alcalà, la	1920	532
03134 Vall d'Alcalà, la	1910	642
03134 Vall d'Alcalà, la	1900	571
03135 Vall d'Ebo, la	1991	354
03135 Vall d'Ebo, la	1981	390
03135 Vall d'Ebo, la	1970	458
03135 Vall d'Ebo, la	1960	560
03135 Vall d'Ebo, la	1950	745
03135 Vall d'Ebo, la	1940	800
03135 Vall d'Ebo, la	1930	825
03135 Vall d'Ebo, la	1920	779
03135 Vall d'Ebo, la	1910	796
03135 Vall d'Ebo, la	1900	774
03136 Vall de Gallinera, la	1991	726
03136 Vall de Gallinera, la	1981	900
03136 Vall de Gallinera, la	1970	1.107
03136 Vall de Gallinera, la	1960	1.350
03136 Vall de Gallinera, la	1950	1.695
03136 Vall de Gallinera, la	1940	1.954
03136 Vall de Gallinera, la	1930	1.940
03136 Vall de Gallinera, la	1920	2.082
03136 Vall de Gallinera, la	1910	2.324
03136 Vall de Gallinera, la	1900	1.949
03137 Vall de Laguar, la	1991	988
03137 Vall de Laguar, la	1981	1.064
03137 Vall de Laguar, la	1970	1.261
03137 Vall de Laguar, la	1960	1.451
03137 Vall de Laguar, la	1950	1.628
03137 Vall de Laguar, la	1940	1.658
03137 Vall de Laguar, la	1930	1.585
03137 Vall de Laguar, la	1920	1.541
03137 Vall de Laguar, la	1910	1.429
03137 Vall de Laguar, la	1900	1.627
03138 Verger, el	1991	3.601
03138 Verger, el	1981	3.727
03138 Verger, el	1970	3.311
03138 Verger, el	1960	3.033
03138 Verger, el	1950	2.391
03138 Verger, el	1940	2.262
03138 Verger, el	1930	2.115
03138 Verger, el	1920	1.806
03138 Verger, el	1910	1.997
03138 Verger, el	1900	2.093
03139 Villajoyosa/Vila Joiosa, la	1991	23.160
03139 Villajoyosa/Vila Joiosa, la	1981	20.638
03139 Villajoyosa/Vila Joiosa, la	1970	16.258
03139 Villajoyosa/Vila Joiosa, la	1960	11.006
03139 Villajoyosa/Vila Joiosa, la	1950	9.315
03139 Villajoyosa/Vila Joiosa, la	1940	9.412
03139 Villajoyosa/Vila Joiosa, la	1930	8.715
03139 Villajoyosa/Vila Joiosa, la	1920	9.192
03139 Villajoyosa/Vila Joiosa, la	1910	9.152
03139 Villajoyosa/Vila Joiosa, la	1900	8.902
03140 Villena	1991	31.141
03140 Villena	1981	28.279
03140 Villena	1970	25.473
03140 Villena	1960	21.934
03140 Villena	1950	19.994
03140 Villena	1940	19.065
03140 Villena	1930	17.638
03140 Villena	1920	16.544
03140 Villena	1910	15.692
03140 Villena	1900	14.099
03999 Población en municipios desaparecidos de Alicante/Alacant	1991	""
03999 Población en municipios desaparecidos de Alicante/Alacant	1981	""
03999 Población en municipios desaparecidos de Alicante/Alacant	1970	1.229
03999 Población en municipios desaparecidos de Alicante/Alacant	1960	1.304
03999 Población en municipios desaparecidos de Alicante/Alacant	1950	1.273
03999 Población en municipios desaparecidos de Alicante/Alacant	1940	1.210
03999 Población en municipios desaparecidos de Alicante/Alacant	1930	2.316
03999 Población en municipios desaparecidos de Alicante/Alacant	1920	2.301
03999 Población en municipios desaparecidos de Alicante/Alacant	1910	2.458
03999 Población en municipios desaparecidos de Alicante/Alacant	1900	2.810
