Municipios	Periodo	Total
12094 Pobla Tornesa, la	1981	510
12094 Pobla Tornesa, la	1970	541
12094 Pobla Tornesa, la	1960	627
12094 Pobla Tornesa, la	1950	714
12094 Pobla Tornesa, la	1940	770
12094 Pobla Tornesa, la	1930	886
12094 Pobla Tornesa, la	1920	910
12094 Pobla Tornesa, la	1910	892
12094 Pobla Tornesa, la	1900	901
12091 Portell de Morella	1991	297
12091 Portell de Morella	1981	369
12091 Portell de Morella	1970	518
12091 Portell de Morella	1960	681
12091 Portell de Morella	1950	803
12091 Portell de Morella	1940	913
12091 Portell de Morella	1930	977
12091 Portell de Morella	1920	920
12091 Portell de Morella	1910	1.086
12091 Portell de Morella	1900	1.067
12092 Puebla de Arenoso	1991	185
12092 Puebla de Arenoso	1981	256
12092 Puebla de Arenoso	1970	656
12092 Puebla de Arenoso	1960	821
12092 Puebla de Arenoso	1950	1.297
12092 Puebla de Arenoso	1940	1.488
12092 Puebla de Arenoso	1930	1.466
12092 Puebla de Arenoso	1920	1.711
12092 Puebla de Arenoso	1910	2.073
12092 Puebla de Arenoso	1900	1.875
12095 Ribesalbes	1991	1.315
12095 Ribesalbes	1981	1.392
12095 Ribesalbes	1970	1.498
12095 Ribesalbes	1960	1.344
12095 Ribesalbes	1950	1.238
12095 Ribesalbes	1940	877
12095 Ribesalbes	1930	990
12095 Ribesalbes	1920	936
12095 Ribesalbes	1910	1.103
12095 Ribesalbes	1900	1.012
12096 Rossell	1991	1.250
12096 Rossell	1981	1.353
12096 Rossell	1970	1.494
12096 Rossell	1960	1.508
12096 Rossell	1950	1.766
12096 Rossell	1940	1.788
12096 Rossell	1930	1.975
12096 Rossell	1920	2.147
12096 Rossell	1910	2.274
12096 Rossell	1900	2.094
12097 Sacañet	1991	74
12097 Sacañet	1981	61
12097 Sacañet	1970	106
12097 Sacañet	1960	166
12097 Sacañet	1950	277
12097 Sacañet	1940	364
12097 Sacañet	1930	385
12097 Sacañet	1920	421
12097 Sacañet	1910	558
12097 Sacañet	1900	535
12098 Salzadella, la	1991	858
12098 Salzadella, la	1981	967
12098 Salzadella, la	1970	1.084
12098 Salzadella, la	1960	1.204
12098 Salzadella, la	1950	1.350
12098 Salzadella, la	1940	1.436
12098 Salzadella, la	1930	1.520
12098 Salzadella, la	1920	1.645
12098 Salzadella, la	1910	1.736
12098 Salzadella, la	1900	1.704
12101 San Rafael del Río	1991	492
12101 San Rafael del Río	1981	519
12101 San Rafael del Río	1970	532
12101 San Rafael del Río	1960	571
12101 San Rafael del Río	1950	583
12101 San Rafael del Río	1940	639
12101 San Rafael del Río	1930	614
12101 San Rafael del Río	1920	""
12101 San Rafael del Río	1910	""
12101 San Rafael del Río	1900	""
12902 Sant Joan de Moró	1991	1.590
12902 Sant Joan de Moró	1981	""
12902 Sant Joan de Moró	1970	""
12902 Sant Joan de Moró	1960	""
12902 Sant Joan de Moró	1950	""
12902 Sant Joan de Moró	1940	""
12902 Sant Joan de Moró	1930	""
12902 Sant Joan de Moró	1920	""
12902 Sant Joan de Moró	1910	""
12902 Sant Joan de Moró	1900	""
12099 Sant Jordi/San Jorge	1991	553
12099 Sant Jordi/San Jorge	1981	589
12099 Sant Jordi/San Jorge	1970	720
12099 Sant Jordi/San Jorge	1960	814
12099 Sant Jordi/San Jorge	1950	1.001
12099 Sant Jordi/San Jorge	1940	1.143
12099 Sant Jordi/San Jorge	1930	1.222
12099 Sant Jordi/San Jorge	1920	1.309
12099 Sant Jordi/San Jorge	1910	1.422
12099 Sant Jordi/San Jorge	1900	1.575
12100 Sant Mateu	1991	1.816
12100 Sant Mateu	1981	2.011
12100 Sant Mateu	1970	2.254
12100 Sant Mateu	1960	2.452
12100 Sant Mateu	1950	2.878
12100 Sant Mateu	1940	2.979
12100 Sant Mateu	1930	3.471
12100 Sant Mateu	1920	3.638
12100 Sant Mateu	1910	3.789
12100 Sant Mateu	1900	3.992
12102 Santa Magdalena de Pulpis	1991	763
12102 Santa Magdalena de Pulpis	1981	732
12102 Santa Magdalena de Pulpis	1970	784
12102 Santa Magdalena de Pulpis	1960	924
12102 Santa Magdalena de Pulpis	1950	962
12102 Santa Magdalena de Pulpis	1940	1.094
12102 Santa Magdalena de Pulpis	1930	1.393
12102 Santa Magdalena de Pulpis	1920	1.397
12102 Santa Magdalena de Pulpis	1910	1.360
12102 Santa Magdalena de Pulpis	1900	1.496
12103 Serratella, la	1991	103
12103 Serratella, la	1981	167
12103 Serratella, la	1970	230
12103 Serratella, la	1960	351
12103 Serratella, la	1950	404
12103 Serratella, la	1940	419
12103 Serratella, la	1930	460
12103 Serratella, la	1920	570
12103 Serratella, la	1910	643
12103 Serratella, la	1900	700
12104 Segorbe	1991	7.435
12104 Segorbe	1981	7.525
12104 Segorbe	1970	7.342
12104 Segorbe	1960	7.538
12104 Segorbe	1950	7.317
12104 Segorbe	1940	6.502
12104 Segorbe	1930	6.603
12104 Segorbe	1920	6.555
12104 Segorbe	1910	7.190
12104 Segorbe	1900	7.045
12105 Sierra Engarcerán	1991	1.150
12105 Sierra Engarcerán	1981	1.315
12105 Sierra Engarcerán	1970	1.531
12105 Sierra Engarcerán	1960	1.816
12105 Sierra Engarcerán	1950	2.024
12105 Sierra Engarcerán	1940	2.256
12105 Sierra Engarcerán	1930	2.344
12105 Sierra Engarcerán	1920	2.603
12105 Sierra Engarcerán	1910	2.688
12105 Sierra Engarcerán	1900	2.524
12106 Soneja	1991	1.435
12106 Soneja	1981	1.525
12106 Soneja	1970	1.607
12106 Soneja	1960	1.801
12106 Soneja	1950	1.720
12106 Soneja	1940	1.656
12106 Soneja	1930	1.855
12106 Soneja	1920	1.713
12106 Soneja	1910	1.804
12106 Soneja	1900	1.814
12107 Sot de Ferrer	1991	413
12107 Sot de Ferrer	1981	443
12107 Sot de Ferrer	1970	503
12107 Sot de Ferrer	1960	595
12107 Sot de Ferrer	1950	671
12107 Sot de Ferrer	1940	653
12107 Sot de Ferrer	1930	689
12107 Sot de Ferrer	1920	774
12107 Sot de Ferrer	1910	946
12107 Sot de Ferrer	1900	934
12108 Sueras/Suera	1991	590
12108 Sueras/Suera	1981	598
12108 Sueras/Suera	1970	646
12108 Sueras/Suera	1960	819
12108 Sueras/Suera	1950	934
12108 Sueras/Suera	1940	864
12108 Sueras/Suera	1930	1.146
12108 Sueras/Suera	1920	1.191
12108 Sueras/Suera	1910	1.206
12108 Sueras/Suera	1900	1.291
12109 Tales	1991	774
12109 Tales	1981	822
12109 Tales	1970	916
12109 Tales	1960	1.118
12109 Tales	1950	935
12109 Tales	1940	934
12109 Tales	1930	978
12109 Tales	1920	1.052
12109 Tales	1910	1.142
12109 Tales	1900	1.112
12110 Teresa	1991	369
12110 Teresa	1981	463
12110 Teresa	1970	640
12110 Teresa	1960	753
12110 Teresa	1950	898
12110 Teresa	1940	818
12110 Teresa	1930	889
12110 Teresa	1920	1.015
12110 Teresa	1910	981
12110 Teresa	1900	1.052
12111 Tírig	1991	605
12111 Tírig	1981	738
12111 Tírig	1970	879
12111 Tírig	1960	1.045
12111 Tírig	1950	1.219
12111 Tírig	1940	1.252
12111 Tírig	1930	1.348
12111 Tírig	1920	1.406
12111 Tírig	1910	1.545
12111 Tírig	1900	1.569
12112 Todolella	1991	152
12112 Todolella	1981	185
12112 Todolella	1970	306
12112 Todolella	1960	394
12112 Todolella	1950	474
12112 Todolella	1940	509
12112 Todolella	1930	610
12112 Todolella	1920	683
12112 Todolella	1910	743
12112 Todolella	1900	718
12113 Toga	1991	103
12113 Toga	1981	117
12113 Toga	1970	172
12113 Toga	1960	225
12113 Toga	1950	320
12113 Toga	1940	320
12113 Toga	1930	351
12113 Toga	1920	342
12113 Toga	1910	338
12113 Toga	1900	269
12114 Torás	1991	258
12114 Torás	1981	314
12114 Torás	1970	435
12114 Torás	1960	520
12114 Torás	1950	681
12114 Torás	1940	660
12114 Torás	1930	699
12114 Torás	1920	686
12114 Torás	1910	746
12114 Torás	1900	797
12115 Toro, El	1991	294
12115 Toro, El	1981	335
12115 Toro, El	1970	424
12115 Toro, El	1960	722
12115 Toro, El	1950	922
12115 Toro, El	1940	968
12115 Toro, El	1930	1.037
12115 Toro, El	1920	1.181
12115 Toro, El	1910	1.161
12115 Toro, El	1900	1.201
12116 Torralba del Pinar	1991	61
12116 Torralba del Pinar	1981	80
12116 Torralba del Pinar	1970	140
12116 Torralba del Pinar	1960	161
12116 Torralba del Pinar	1950	201
12116 Torralba del Pinar	1940	224
12116 Torralba del Pinar	1930	245
12116 Torralba del Pinar	1920	296
12116 Torralba del Pinar	1910	266
12116 Torralba del Pinar	1900	295
12119 Torre d'En Besora, la	1991	239
12119 Torre d'En Besora, la	1981	293
12119 Torre d'En Besora, la	1970	294
12119 Torre d'En Besora, la	1960	303
12119 Torre d'En Besora, la	1950	389
12119 Torre d'En Besora, la	1940	375
12119 Torre d'En Besora, la	1930	410
12119 Torre d'En Besora, la	1920	427
12119 Torre d'En Besora, la	1910	516
12119 Torre d'En Besora, la	1900	469
12120 Torre d'en Doménec, la	1991	263
12120 Torre d'en Doménec, la	1981	343
12120 Torre d'en Doménec, la	1970	404
12120 Torre d'en Doménec, la	1960	425
12120 Torre d'en Doménec, la	1950	473
12120 Torre d'en Doménec, la	1940	513
12120 Torre d'en Doménec, la	1930	496
12120 Torre d'en Doménec, la	1920	453
12120 Torre d'en Doménec, la	1910	553
12120 Torre d'en Doménec, la	1900	549
12117 Torreblanca	1991	4.608
12117 Torreblanca	1981	4.577
12117 Torreblanca	1970	4.140
12117 Torreblanca	1960	3.809
12117 Torreblanca	1950	4.208
12117 Torreblanca	1940	3.563
12117 Torreblanca	1930	3.698
12117 Torreblanca	1920	3.424
12117 Torreblanca	1910	3.639
12117 Torreblanca	1900	3.434
12118 Torrechiva	1991	62
12118 Torrechiva	1981	58
12118 Torrechiva	1970	136
12118 Torrechiva	1960	216
12118 Torrechiva	1950	289
12118 Torrechiva	1940	319
12118 Torrechiva	1930	377
12118 Torrechiva	1920	374
12118 Torrechiva	1910	429
12118 Torrechiva	1900	434
12121 Traiguera	1991	1.580
12121 Traiguera	1981	1.798
12121 Traiguera	1970	1.831
12121 Traiguera	1960	1.824
12121 Traiguera	1950	2.093
12121 Traiguera	1940	2.121
12121 Traiguera	1930	2.416
12121 Traiguera	1920	3.021
12121 Traiguera	1910	3.152
12121 Traiguera	1900	2.962
12122 Useras/Useres, les	1991	1.147
12122 Useras/Useres, les	1981	1.261
12122 Useras/Useres, les	1970	1.546
12122 Useras/Useres, les	1960	1.942
12122 Useras/Useres, les	1950	2.300
12122 Useras/Useres, les	1940	2.408
12122 Useras/Useres, les	1930	2.563
12122 Useras/Useres, les	1920	3.077
12122 Useras/Useres, les	1910	3.464
12122 Useras/Useres, les	1900	3.088
12124 Vall d'Alba	1991	1.949
12124 Vall d'Alba	1981	2.135
12124 Vall d'Alba	1970	2.299
12124 Vall d'Alba	1960	2.438
12124 Vall d'Alba	1950	2.551
12124 Vall d'Alba	1940	2.677
12124 Vall d'Alba	1930	2.719
12124 Vall d'Alba	1920	""
12124 Vall d'Alba	1910	""
12124 Vall d'Alba	1900	""
12125 Vall de Almonacid	1991	271
12125 Vall de Almonacid	1981	309
12125 Vall de Almonacid	1970	469
12125 Vall de Almonacid	1960	538
12125 Vall de Almonacid	1950	613
12125 Vall de Almonacid	1940	643
12125 Vall de Almonacid	1930	757
12125 Vall de Almonacid	1920	777
12125 Vall de Almonacid	1910	879
12125 Vall de Almonacid	1900	893
12126 Vall d'Uixó, la	1991	27.387
12126 Vall d'Uixó, la	1981	26.145
12126 Vall d'Uixó, la	1970	24.105
12126 Vall d'Uixó, la	1960	18.596
12126 Vall d'Uixó, la	1950	11.712
12126 Vall d'Uixó, la	1940	9.630
12126 Vall d'Uixó, la	1930	9.216
12126 Vall d'Uixó, la	1920	8.807
12126 Vall d'Uixó, la	1910	8.856
12126 Vall d'Uixó, la	1900	8.643
12123 Vallat	1991	8
12123 Vallat	1981	19
12123 Vallat	1970	27
12123 Vallat	1960	78
12123 Vallat	1950	109
12123 Vallat	1940	148
12123 Vallat	1930	106
12123 Vallat	1920	82
12123 Vallat	1910	117
12123 Vallat	1900	173
12127 Vallibona	1991	89
12127 Vallibona	1981	179
12127 Vallibona	1970	386
12127 Vallibona	1960	811
12127 Vallibona	1950	1.061
12127 Vallibona	1940	1.202
12127 Vallibona	1930	1.282
12127 Vallibona	1920	1.418
12127 Vallibona	1910	1.702
12127 Vallibona	1900	1.708
12128 Vilafamés	1991	1.399
12128 Vilafamés	1981	3.063
12128 Vilafamés	1970	3.018
12128 Vilafamés	1960	3.219
12128 Vilafamés	1950	3.385
12128 Vilafamés	1940	3.652
12128 Vilafamés	1930	4.154
12128 Vilafamés	1920	7.356
12128 Vilafamés	1910	7.314
12128 Vilafamés	1900	6.708
12132 Vilanova d'Alcolea	1991	726
12132 Vilanova d'Alcolea	1981	894
12132 Vilanova d'Alcolea	1970	1.114
12132 Vilanova d'Alcolea	1960	1.296
12132 Vilanova d'Alcolea	1950	1.516
12132 Vilanova d'Alcolea	1940	1.627
12132 Vilanova d'Alcolea	1930	1.969
12132 Vilanova d'Alcolea	1920	1.891
12132 Vilanova d'Alcolea	1910	2.081
12132 Vilanova d'Alcolea	1900	2.125
12134 Vilar de Canes	1991	201
12134 Vilar de Canes	1981	237
12134 Vilar de Canes	1970	295
12134 Vilar de Canes	1960	340
12134 Vilar de Canes	1950	430
12134 Vilar de Canes	1940	467
12134 Vilar de Canes	1930	490
12134 Vilar de Canes	1920	549
12134 Vilar de Canes	1910	606
12134 Vilar de Canes	1900	707
12129 Vilafranca/Villafranca del Cid	1991	2.680
12129 Vilafranca/Villafranca del Cid	1981	2.923
12129 Vilafranca/Villafranca del Cid	1970	3.481
12129 Vilafranca/Villafranca del Cid	1960	3.459
12129 Vilafranca/Villafranca del Cid	1950	3.673
12129 Vilafranca/Villafranca del Cid	1940	3.571
12129 Vilafranca/Villafranca del Cid	1930	3.564
12129 Vilafranca/Villafranca del Cid	1920	3.268
12129 Vilafranca/Villafranca del Cid	1910	3.101
12129 Vilafranca/Villafranca del Cid	1900	2.898
12130 Villahermosa del Río	1991	524
12130 Villahermosa del Río	1981	542
12130 Villahermosa del Río	1970	1.084
12130 Villahermosa del Río	1960	1.593
12130 Villahermosa del Río	1950	2.118
12130 Villahermosa del Río	1940	2.391
12130 Villahermosa del Río	1930	2.436
12130 Villahermosa del Río	1920	2.444
12130 Villahermosa del Río	1910	2.741
12130 Villahermosa del Río	1900	2.475
12131 Villamalur	1991	142
12131 Villamalur	1981	199
12131 Villamalur	1970	272
12131 Villamalur	1960	338
12131 Villamalur	1950	368
12131 Villamalur	1940	331
12131 Villamalur	1930	432
12131 Villamalur	1920	456
12131 Villamalur	1910	501
12131 Villamalur	1900	546
12133 Villanueva de Viver	1991	107
12133 Villanueva de Viver	1981	164
12133 Villanueva de Viver	1970	198
12133 Villanueva de Viver	1960	277
12133 Villanueva de Viver	1950	320
12133 Villanueva de Viver	1940	307
12133 Villanueva de Viver	1930	314
12133 Villanueva de Viver	1920	342
12133 Villanueva de Viver	1910	341
12133 Villanueva de Viver	1900	349
12135 Vila-real	1991	37.660
12135 Vila-real	1981	38.385
12135 Vila-real	1970	33.218
12135 Vila-real	1960	24.516
12135 Vila-real	1950	20.703
12135 Vila-real	1940	20.025
12135 Vila-real	1930	18.982
12135 Vila-real	1920	16.770
12135 Vila-real	1910	17.554
12135 Vila-real	1900	16.068
12136 Vilavella, la	1991	3.458
12136 Vilavella, la	1981	3.401
12136 Vilavella, la	1970	3.150
12136 Vilavella, la	1960	2.842
12136 Vilavella, la	1950	2.730
12136 Vilavella, la	1940	2.570
12136 Vilavella, la	1930	2.742
12136 Vilavella, la	1920	2.462
12136 Vilavella, la	1910	2.394
12136 Vilavella, la	1900	2.275
12137 Villores	1991	90
12137 Villores	1981	120
12137 Villores	1970	235
12137 Villores	1960	352
12137 Villores	1950	415
12137 Villores	1940	416
12137 Villores	1930	443
12137 Villores	1920	459
12137 Villores	1910	484
12137 Villores	1900	533
12138 Vinaròs	1991	19.902
12138 Vinaròs	1981	17.564
12138 Vinaròs	1970	13.727
12138 Vinaròs	1960	10.968
12138 Vinaròs	1950	9.631
12138 Vinaròs	1940	9.235
12138 Vinaròs	1930	8.281
12138 Vinaròs	1920	7.846
12138 Vinaròs	1910	7.520
12138 Vinaròs	1900	8.625
12139 Vistabella del Maestrat	1991	472
12139 Vistabella del Maestrat	1981	702
12139 Vistabella del Maestrat	1970	1.214
12139 Vistabella del Maestrat	1960	1.584
12139 Vistabella del Maestrat	1950	1.938
12139 Vistabella del Maestrat	1940	2.001
12139 Vistabella del Maestrat	1930	2.157
12139 Vistabella del Maestrat	1920	2.342
12139 Vistabella del Maestrat	1910	2.541
12139 Vistabella del Maestrat	1900	2.418
12140 Viver	1991	1.205
12140 Viver	1981	1.683
12140 Viver	1970	2.056
12140 Viver	1960	2.248
12140 Viver	1950	3.005
12140 Viver	1940	2.071
12140 Viver	1930	1.949
12140 Viver	1920	2.497
12140 Viver	1910	2.742
12140 Viver	1900	2.479
12141 Zorita del Maestrazgo	1991	150
12141 Zorita del Maestrazgo	1981	176
12141 Zorita del Maestrazgo	1970	268
12141 Zorita del Maestrazgo	1960	479
12141 Zorita del Maestrazgo	1950	615
12141 Zorita del Maestrazgo	1940	861
12141 Zorita del Maestrazgo	1930	1.009
12141 Zorita del Maestrazgo	1920	1.087
12141 Zorita del Maestrazgo	1910	1.270
12141 Zorita del Maestrazgo	1900	1.236
12142 Zucaina	1991	228
12142 Zucaina	1981	287
12142 Zucaina	1970	503
12142 Zucaina	1960	809
12142 Zucaina	1950	1.041
12142 Zucaina	1940	1.138
12142 Zucaina	1930	1.052
12142 Zucaina	1920	1.104
12142 Zucaina	1910	1.153
12142 Zucaina	1900	1.050
12999 Población en municipios desaparecidos de Castellón/Castelló	1991	""
12999 Población en municipios desaparecidos de Castellón/Castelló	1981	""
12999 Población en municipios desaparecidos de Castellón/Castelló	1970	763
12999 Población en municipios desaparecidos de Castellón/Castelló	1960	1.410
12999 Población en municipios desaparecidos de Castellón/Castelló	1950	1.866
12999 Población en municipios desaparecidos de Castellón/Castelló	1940	2.356
12999 Población en municipios desaparecidos de Castellón/Castelló	1930	2.437
12999 Población en municipios desaparecidos de Castellón/Castelló	1920	2.573
12999 Población en municipios desaparecidos de Castellón/Castelló	1910	3.339
12999 Población en municipios desaparecidos de Castellón/Castelló	1900	3.491
