city,year,population
Castellnovo,1998,1026
Castellnovo,1996,1037
Castelló de la Plana,2025,183711
Castelló de la Plana,2024,180379
Castelló de la Plana,2023,176238
Castelló de la Plana,2022,171857
Castelló de la Plana,2021,172589
Castelló de la Plana,2020,174264
Castelló de la Plana,2019,171728
Castelló de la Plana,2018,170888
Castelló de la Plana,2017,169498
Castelló de la Plana,2016,170990
Castelló de la Plana,2015,171669
Castelló de la Plana,2014,173841
Castelló de la Plana,2013,180185
Castelló de la Plana,2012,180204
Castelló de la Plana,2011,180114
Castelló de la Plana,2010,180690
Castelló de la Plana,2009,180005
Castelló de la Plana,2008,177924
Castelló de la Plana,2007,172624
Castelló de la Plana,2006,172110
Castelló de la Plana,2005,167455
Castelló de la Plana,2004,163088
Castelló de la Plana,2003,160714
Castelló de la Plana,2002,153225
Castelló de la Plana,2001,146563
Castelló de la Plana,2000,142285
Castelló de la Plana,1999,139712
Castelló de la Plana,1998,137741
Castelló de la Plana,1996,135729
Castillo de Villamalefa,2025,110
Castillo de Villamalefa,2024,113
Castillo de Villamalefa,2023,109
Castillo de Villamalefa,2022,112
Castillo de Villamalefa,2021,103
Castillo de Villamalefa,2020,101
Castillo de Villamalefa,2019,107
Castillo de Villamalefa,2018,101
Castillo de Villamalefa,2017,103
Castillo de Villamalefa,2016,103
Castillo de Villamalefa,2015,112
Castillo de Villamalefa,2014,105
Castillo de Villamalefa,2013,110
Castillo de Villamalefa,2012,112
Castillo de Villamalefa,2011,114
Castillo de Villamalefa,2010,102
Castillo de Villamalefa,2009,109
Castillo de Villamalefa,2008,88
Castillo de Villamalefa,2007,98
Castillo de Villamalefa,2006,101
Castillo de Villamalefa,2005,104
Castillo de Villamalefa,2004,108
Castillo de Villamalefa,2003,105
Castillo de Villamalefa,2002,103
Castillo de Villamalefa,2001,110
Castillo de Villamalefa,2000,115
Castillo de Villamalefa,1999,123
Castillo de Villamalefa,1998,130
Castillo de Villamalefa,1996,137
Catí,2025,719
Catí,2024,760
Catí,2023,724
Catí,2022,711
Catí,2021,714
Catí,2020,714
Catí,2019,721
Catí,2018,742
Catí,2017,757
Catí,2016,779
Catí,2015,779
Catí,2014,787
Catí,2013,824
Catí,2012,841
Catí,2011,850
Catí,2010,863
Catí,2009,859
Catí,2008,861
Catí,2007,861
Catí,2006,869
Catí,2005,857
Catí,2004,853
Catí,2003,862
Catí,2002,855
Catí,2001,866
Catí,2000,869
Catí,1999,878
Catí,1998,897
Catí,1996,912
Caudiel,2025,735
Caudiel,2024,722
Caudiel,2023,716
Caudiel,2022,674
Caudiel,2021,663
Caudiel,2020,659
Caudiel,2019,664
Caudiel,2018,647
Caudiel,2017,653
Caudiel,2016,673
Caudiel,2015,700
Caudiel,2014,739
Caudiel,2013,753
Caudiel,2012,739
Caudiel,2011,754
Caudiel,2010,766
Caudiel,2009,712
Caudiel,2008,724
Caudiel,2007,714
Caudiel,2006,697
Caudiel,2005,701
Caudiel,2004,704
Caudiel,2003,709
Caudiel,2002,711
Caudiel,2001,690
Caudiel,2000,695
Caudiel,1999,699
Caudiel,1998,707
Caudiel,1996,712
Cervera del Maestre,2025,617
Cervera del Maestre,2024,643
Cervera del Maestre,2023,656
Cervera del Maestre,2022,593
Cervera del Maestre,2021,577
Cervera del Maestre,2020,557
Cervera del Maestre,2019,575
Cervera del Maestre,2018,599
Cervera del Maestre,2017,620
Cervera del Maestre,2016,642
Cervera del Maestre,2015,653
Cervera del Maestre,2014,644
Cervera del Maestre,2013,711
Cervera del Maestre,2012,716
Cervera del Maestre,2011,727
Cervera del Maestre,2010,717
Cervera del Maestre,2009,730
Cervera del Maestre,2008,748
Cervera del Maestre,2007,724
Cervera del Maestre,2006,680
Cervera del Maestre,2005,663
Cervera del Maestre,2004,640
Cervera del Maestre,2003,660
Cervera del Maestre,2002,661
Cervera del Maestre,2001,688
Cervera del Maestre,2000,711
Cervera del Maestre,1999,711
Cervera del Maestre,1998,730
Cervera del Maestre,1996,746
Chilches/Xilxes,2025,3199
Chilches/Xilxes,2024,3094
Chilches/Xilxes,2023,2981
Chilches/Xilxes,2022,2846
Chilches/Xilxes,2021,2795
Chilches/Xilxes,2020,2714
Chilches/Xilxes,2019,2679
Chilches/Xilxes,2018,2670
Chilches/Xilxes,2017,2658
Chilches/Xilxes,2016,2677
Chilches/Xilxes,2015,2752
Chilches/Xilxes,2014,2853
Chilches/Xilxes,2013,2925
Chilches/Xilxes,2012,2875
Chilches/Xilxes,2011,2844
Chilches/Xilxes,2010,2894
Chilches/Xilxes,2009,2872
Chilches/Xilxes,2008,2821
Chilches/Xilxes,2007,2713
Chilches/Xilxes,2006,2638
Chilches/Xilxes,2005,2566
Chilches/Xilxes,2004,2550
Chilches/Xilxes,2003,2484
Chilches/Xilxes,2002,2411
Chilches/Xilxes,2001,2324
Chilches/Xilxes,2000,2299
Chilches/Xilxes,1999,2228
Chilches/Xilxes,1998,2222
Chilches/Xilxes,1996,2216
Xodos/Chodos,2025,107
Xodos/Chodos,2024,116
Xodos/Chodos,2023,117
Xodos/Chodos,2022,120
Xodos/Chodos,2021,109
Xodos/Chodos,2020,106
Xodos/Chodos,2019,112
Xodos/Chodos,2018,113
Xodos/Chodos,2017,115
Xodos/Chodos,2016,117
Xodos/Chodos,2015,124
Xodos/Chodos,2014,126
Xodos/Chodos,2013,118
Xodos/Chodos,2012,127
Xodos/Chodos,2011,125
Xodos/Chodos,2010,126
Xodos/Chodos,2009,126
Xodos/Chodos,2008,122
Xodos/Chodos,2007,124
Xodos/Chodos,2006,128
Xodos/Chodos,2005,136
Xodos/Chodos,2004,131
Xodos/Chodos,2003,142
Xodos/Chodos,2002,150
Xodos/Chodos,2001,151
Xodos/Chodos,2000,160
Xodos/Chodos,1999,156
Xodos/Chodos,1998,159
Xodos/Chodos,1996,161
Chóvar,2025,316
Chóvar,2024,312
Chóvar,2023,310
Chóvar,2022,304
Chóvar,2021,302
Chóvar,2020,288
Chóvar,2019,288
Chóvar,2018,297
Chóvar,2017,303
Chóvar,2016,327
Chóvar,2015,327
Chóvar,2014,339
Chóvar,2013,346
Chóvar,2012,355
Chóvar,2011,363
Chóvar,2010,349
Chóvar,2009,347
Chóvar,2008,354
Chóvar,2007,347
Chóvar,2006,356
Chóvar,2005,353
Chóvar,2004,345
Chóvar,2003,351
Chóvar,2002,372
Chóvar,2001,380
Chóvar,2000,378
Chóvar,1999,390
Chóvar,1998,393
Chóvar,1996,398
Cinctorres,2025,433
Cinctorres,2024,442
Cinctorres,2023,427
Cinctorres,2022,412
Cinctorres,2021,404
Cinctorres,2020,400
Cinctorres,2019,391
Cinctorres,2018,399
Cinctorres,2017,411
Cinctorres,2016,418
Cinctorres,2015,424
Cinctorres,2014,454
Cinctorres,2013,459
Cinctorres,2012,484
Cinctorres,2011,494
Cinctorres,2010,493
Cinctorres,2009,498
Cinctorres,2008,504
Cinctorres,2007,516
Cinctorres,2006,526
Cinctorres,2005,524
Cinctorres,2004,509
Cinctorres,2003,504
Cinctorres,2002,517
Cinctorres,2001,509
Cinctorres,2000,520
Cinctorres,1999,533
Cinctorres,1998,551
Cinctorres,1996,591
Cirat,2025,220
Cirat,2024,214
Cirat,2023,223
Cirat,2022,226
Cirat,2021,211
Cirat,2020,206
Cirat,2019,201
Cirat,2018,206
Cirat,2017,216
Cirat,2016,220
Cirat,2015,233
Cirat,2014,225
Cirat,2013,233
Cirat,2012,247
Cirat,2011,270
Cirat,2010,257
Cirat,2009,267
Cirat,2008,256
Cirat,2007,256
Cirat,2006,262
Cirat,2005,272
Cirat,2004,281
Cirat,2003,255
Cirat,2002,268
Cirat,2001,288
Cirat,2000,282
Cirat,1999,272
Cirat,1998,281
Cirat,1996,302
Cortes de Arenoso,2025,308
Cortes de Arenoso,2024,311
Cortes de Arenoso,2023,304
Cortes de Arenoso,2022,293
Cortes de Arenoso,2021,291
Cortes de Arenoso,2020,300
Cortes de Arenoso,2019,318
Cortes de Arenoso,2018,317
Cortes de Arenoso,2017,298
Cortes de Arenoso,2016,300
Cortes de Arenoso,2015,308
Cortes de Arenoso,2014,318
Cortes de Arenoso,2013,327
Cortes de Arenoso,2012,352
Cortes de Arenoso,2011,347
Cortes de Arenoso,2010,349
Cortes de Arenoso,2009,349
Cortes de Arenoso,2008,355
Cortes de Arenoso,2007,387
Cortes de Arenoso,2006,407
Cortes de Arenoso,2005,413
Cortes de Arenoso,2004,392
Cortes de Arenoso,2003,393
Cortes de Arenoso,2002,370
Cortes de Arenoso,2001,384
Cortes de Arenoso,2000,406
Cortes de Arenoso,1999,429
Cortes de Arenoso,1998,410
Cortes de Arenoso,1996,411
Costur,2025,511
Costur,2024,535
Costur,2023,535
Costur,2022,528
Costur,2021,531
Costur,2020,518
Costur,2019,524
Costur,2018,511
Costur,2017,532
Costur,2016,543
Costur,2015,550
Costur,2014,562
Costur,2013,575
Costur,2012,587
Costur,2011,581
Costur,2010,588
Costur,2009,574
Costur,2008,579
Costur,2007,555
Costur,2006,498
Costur,2005,490
Costur,2004,471
Costur,2003,466
Costur,2002,463
Costur,2001,468
Costur,2000,463
Costur,1999,467
Costur,1998,469
Costur,1996,466
"Coves de Vinromà, les",2025,1888
"Coves de Vinromà, les",2024,1865
"Coves de Vinromà, les",2023,1831
"Coves de Vinromà, les",2022,1791
"Coves de Vinromà, les",2021,1792
"Coves de Vinromà, les",2020,1806
"Coves de Vinromà, les",2019,1823
"Coves de Vinromà, les",2018,1822
"Coves de Vinromà, les",2017,1836
"Coves de Vinromà, les",2016,1870
"Coves de Vinromà, les",2015,1870
"Coves de Vinromà, les",2014,1910
"Coves de Vinromà, les",2013,1925
"Coves de Vinromà, les",2012,2009
"Coves de Vinromà, les",2011,2049
"Coves de Vinromà, les",2010,2038
"Coves de Vinromà, les",2009,2052
"Coves de Vinromà, les",2008,2093
"Coves de Vinromà, les",2007,1984
"Coves de Vinromà, les",2006,1876
"Coves de Vinromà, les",2005,1857
"Coves de Vinromà, les",2004,1877
"Coves de Vinromà, les",2003,1865
"Coves de Vinromà, les",2002,1860
"Coves de Vinromà, les",2001,1783
"Coves de Vinromà, les",2000,1810
"Coves de Vinromà, les",1999,1836
"Coves de Vinromà, les",1998,1866
"Coves de Vinromà, les",1996,1857
Culla,2025,503
Culla,2024,493
Culla,2023,480
Culla,2022,499
Culla,2021,510
Culla,2020,481
Culla,2019,495
Culla,2018,504
Culla,2017,516
Culla,2016,524
Culla,2015,535
Culla,2014,559
Culla,2013,583
Culla,2012,601
Culla,2011,608
Culla,2010,633
Culla,2009,637
Culla,2008,650
Culla,2007,669
Culla,2006,651
Culla,2005,677
Culla,2004,697
Culla,2003,723
Culla,2002,723
Culla,2001,753
Culla,2000,771
Culla,1999,794
Culla,1998,811
Culla,1996,844
Eslida,2025,815
Eslida,2024,785
Eslida,2023,758
Eslida,2022,742
Eslida,2021,749
Eslida,2020,725
Eslida,2019,759
Eslida,2018,776
Eslida,2017,774
Eslida,2016,805
Eslida,2015,833
Eslida,2014,877
Eslida,2013,906
Eslida,2012,928
Eslida,2011,936
Eslida,2010,907
Eslida,2009,915
Eslida,2008,908
Eslida,2007,892
Eslida,2006,863
Eslida,2005,861
Eslida,2004,828
Eslida,2003,796
Eslida,2002,767
Eslida,2001,757
Eslida,2000,769
Eslida,1999,768
Eslida,1998,766
Eslida,1996,775
Espadilla,2025,101
Espadilla,2024,89
Espadilla,2023,90
Espadilla,2022,92
Espadilla,2021,84
Espadilla,2020,69
Espadilla,2019,71
Espadilla,2018,72
Espadilla,2017,73
Espadilla,2016,83
Espadilla,2015,86
Espadilla,2014,96
Espadilla,2013,102
Espadilla,2012,116
Espadilla,2011,91
Espadilla,2010,85
Espadilla,2009,75
Espadilla,2008,70
Espadilla,2007,73
Espadilla,2006,72
Espadilla,2005,69
Espadilla,2004,62
Espadilla,2003,67
Espadilla,2002,74
Espadilla,2001,73
Espadilla,2000,73
Espadilla,1999,75
Espadilla,1998,78
Espadilla,1996,85
Fanzara,2025,295
Fanzara,2024,297
Fanzara,2023,294
Fanzara,2022,283
Fanzara,2021,273
Fanzara,2020,273
Fanzara,2019,267
Fanzara,2018,276
Fanzara,2017,272
Fanzara,2016,281
Fanzara,2015,314
Fanzara,2014,323
Fanzara,2013,365
Fanzara,2012,351
Fanzara,2011,347
Fanzara,2010,370
Fanzara,2009,400
Fanzara,2008,447
Fanzara,2007,362
Fanzara,2006,280
Fanzara,2005,270
Fanzara,2004,259
Fanzara,2003,240
Fanzara,2002,249
Fanzara,2001,247
Fanzara,2000,250
Fanzara,1999,265
Fanzara,1998,269
Fanzara,1996,282
Figueroles,2025,525
Figueroles,2024,518
Figueroles,2023,518
Figueroles,2022,518
Figueroles,2021,531
Figueroles,2020,523
Figueroles,2019,523
Figueroles,2018,525
Figueroles,2017,537
Figueroles,2016,542
Figueroles,2015,539
Figueroles,2014,549
Figueroles,2013,571
Figueroles,2012,574
Figueroles,2011,583
Figueroles,2010,590
Figueroles,2009,584
Figueroles,2008,582
Figueroles,2007,580
Figueroles,2006,571
Figueroles,2005,571
Figueroles,2004,562
Figueroles,2003,586
Figueroles,2002,588
Figueroles,2001,588
Figueroles,2000,581
Figueroles,1999,563
Figueroles,1998,548
Figueroles,1996,556
Forcall,2025,475
Forcall,2024,477
Forcall,2023,473
Forcall,2022,465
Forcall,2021,454
Forcall,2020,456
Forcall,2019,465
Forcall,2018,453
Forcall,2017,438
Forcall,2016,461
Forcall,2015,476
Forcall,2014,500
Forcall,2013,510
Forcall,2012,522
Forcall,2011,529
Forcall,2010,538
Forcall,2009,527
Forcall,2008,540
Forcall,2007,525
Forcall,2006,542
Forcall,2005,539
Forcall,2004,543
Forcall,2003,557
Forcall,2002,557
Forcall,2001,566
Forcall,2000,571
Forcall,1999,570
Forcall,1998,540
Forcall,1996,554
Fuente la Reina,2025,55
Fuente la Reina,2024,59
Fuente la Reina,2023,59
Fuente la Reina,2022,58
Fuente la Reina,2021,49
Fuente la Reina,2020,51
Fuente la Reina,2019,52
Fuente la Reina,2018,49
Fuente la Reina,2017,43
Fuente la Reina,2016,46
Fuente la Reina,2015,51
Fuente la Reina,2014,54
Fuente la Reina,2013,56
Fuente la Reina,2012,57
Fuente la Reina,2011,64
Fuente la Reina,2010,49
Fuente la Reina,2009,56
Fuente la Reina,2008,51
Fuente la Reina,2007,50
Fuente la Reina,2006,44
Fuente la Reina,2005,39
Fuente la Reina,2004,35
Fuente la Reina,2003,27
Fuente la Reina,2002,32
Fuente la Reina,2001,33
Fuente la Reina,2000,29
Fuente la Reina,1999,28
Fuente la Reina,1998,29
Fuente la Reina,1996,32
Fuentes de Ayódar,2025,98
Fuentes de Ayódar,2024,95
Fuentes de Ayódar,2023,98
Fuentes de Ayódar,2022,95
Fuentes de Ayódar,2021,93
Fuentes de Ayódar,2020,89
Fuentes de Ayódar,2019,87
Fuentes de Ayódar,2018,94
Fuentes de Ayódar,2017,106
Fuentes de Ayódar,2016,114
Fuentes de Ayódar,2015,130
Fuentes de Ayódar,2014,135
Fuentes de Ayódar,2013,143
Fuentes de Ayódar,2012,149
Fuentes de Ayódar,2011,155
Fuentes de Ayódar,2010,142
Fuentes de Ayódar,2009,122
Fuentes de Ayódar,2008,112
Fuentes de Ayódar,2007,105
Fuentes de Ayódar,2006,100
Fuentes de Ayódar,2005,101
Fuentes de Ayódar,2004,95
Fuentes de Ayódar,2003,93
Fuentes de Ayódar,2002,105
Fuentes de Ayódar,2001,105
Fuentes de Ayódar,2000,110
Fuentes de Ayódar,1999,97
Fuentes de Ayódar,1998,105
Fuentes de Ayódar,1996,98
Gaibiel,2025,200
Gaibiel,2024,199
Gaibiel,2023,197
Gaibiel,2022,201
Gaibiel,2021,186
Gaibiel,2020,181
Gaibiel,2019,188
Gaibiel,2018,193
Gaibiel,2017,199
Gaibiel,2016,205
Gaibiel,2015,205
Gaibiel,2014,198
Gaibiel,2013,184
Gaibiel,2012,195
Gaibiel,2011,196
Gaibiel,2010,199
Gaibiel,2009,201
Gaibiel,2008,213
Gaibiel,2007,204
Gaibiel,2006,183
Gaibiel,2005,195
Gaibiel,2004,197
Gaibiel,2003,185
Gaibiel,2002,200
Gaibiel,2001,205
Gaibiel,2000,203
Gaibiel,1999,203
Gaibiel,1998,205
Gaibiel,1996,217
Geldo,2025,665
Geldo,2024,651
Geldo,2023,650
Geldo,2022,643
Geldo,2021,628
Geldo,2020,633
Geldo,2019,635
Geldo,2018,633
Geldo,2017,633
Geldo,2016,646
Geldo,2015,651
Geldo,2014,667
Geldo,2013,671
Geldo,2012,687
Geldo,2011,699
Geldo,2010,708
Geldo,2009,706
Geldo,2008,702
Geldo,2007,681
Geldo,2006,684
Geldo,2005,716
Geldo,2004,733
Geldo,2003,728
Geldo,2002,715
Geldo,2001,688
Geldo,2000,689
Geldo,1999,690
Geldo,1998,704
Geldo,1996,700
Herbers,2025,68
Herbers,2024,69
Herbers,2023,62
Herbers,2022,63
Herbers,2021,53
Herbers,2020,44
Herbers,2019,42
Herbers,2018,49
Herbers,2017,48
Herbers,2016,49
Herbers,2015,49
Herbers,2014,54
Herbers,2013,57
Herbers,2012,56
Herbers,2011,59
Herbers,2010,56
Herbers,2009,59
Herbers,2008,65
Herbers,2007,72
Herbers,2006,72
Herbers,2005,73
Herbers,2004,84
Herbers,2003,88
Herbers,2002,94
Herbers,2001,103
Herbers,2000,103
Herbers,1999,107
Herbers,1998,106
Herbers,1996,115
Higueras,2025,54
Higueras,2024,46
Higueras,2023,50
Higueras,2022,46
Higueras,2021,49
Higueras,2020,48
Higueras,2019,54
Higueras,2018,62
Higueras,2017,71
Higueras,2016,76
Higueras,2015,91
Higueras,2014,59
Higueras,2013,49
Higueras,2012,57
Higueras,2011,49
Higueras,2010,50
Higueras,2009,51
Higueras,2008,54
Higueras,2007,67
Higueras,2006,73
Higueras,2005,84
Higueras,2004,92
Higueras,2003,106
Higueras,2002,49
Higueras,2001,44
Higueras,2000,39
Higueras,1999,37
Higueras,1998,41
Higueras,1996,46
"Jana, la",2025,679
"Jana, la",2024,688
"Jana, la",2023,678
"Jana, la",2022,669
"Jana, la",2021,664
"Jana, la",2020,676
"Jana, la",2019,675
"Jana, la",2018,666
"Jana, la",2017,684
"Jana, la",2016,700
"Jana, la",2015,714
"Jana, la",2014,733
"Jana, la",2013,739
"Jana, la",2012,757
"Jana, la",2011,787
"Jana, la",2010,799
"Jana, la",2009,820
"Jana, la",2008,830
"Jana, la",2007,828
"Jana, la",2006,823
"Jana, la",2005,828
"Jana, la",2004,820
"Jana, la",2003,791
"Jana, la",2002,792
"Jana, la",2001,796
"Jana, la",2000,812
"Jana, la",1999,817
"Jana, la",1998,823
"Jana, la",1996,848
Jérica,2025,1764
Jérica,2024,1726
Jérica,2023,1794
Jérica,2022,1655
Jérica,2021,1650
Jérica,2020,1559
Jérica,2019,1548
Jérica,2018,1553
Jérica,2017,1550
Jérica,2016,1574
Jérica,2015,1599
Jérica,2014,1621
Jérica,2013,1621
Jérica,2012,1656
Jérica,2011,1634
Jérica,2010,1690
Jérica,2009,1672
Jérica,2008,1642
Jérica,2007,1611
Jérica,2006,1589
Jérica,2005,1577
Jérica,2004,1542
Jérica,2003,1538
Jérica,2002,1554
Jérica,2001,1571
Jérica,2000,1554
Jérica,1999,1561
Jérica,1998,1574
Jérica,1996,1591
"Llosa, la",2025,1033
"Llosa, la",2024,1042
"Llosa, la",2023,1003
"Llosa, la",2022,969
"Llosa, la",2021,983
"Llosa, la",2020,982
"Llosa, la",2019,951
"Llosa, la",2018,940
"Llosa, la",2017,973
"Llosa, la",2016,969
"Llosa, la",2015,988
"Llosa, la",2014,972
"Llosa, la",2013,981
"Llosa, la",2012,955
"Llosa, la",2011,951
"Llosa, la",2010,983
"Llosa, la",2009,962
"Llosa, la",2008,935
"Llosa, la",2007,928
"Llosa, la",2006,917
"Llosa, la",2005,924
"Llosa, la",2004,915
"Llosa, la",2003,912
"Llosa, la",2002,910
"Llosa, la",2001,914
"Llosa, la",2000,918
"Llosa, la",1999,932
"Llosa, la",1998,932
"Llosa, la",1996,937
Llucena/Lucena del Cid,2025,1421
Llucena/Lucena del Cid,2024,1420
Llucena/Lucena del Cid,2023,1369
Llucena/Lucena del Cid,2022,1325
Llucena/Lucena del Cid,2021,1308
Llucena/Lucena del Cid,2020,1315
Llucena/Lucena del Cid,2019,1302
Llucena/Lucena del Cid,2018,1319
Llucena/Lucena del Cid,2017,1331
Llucena/Lucena del Cid,2016,1372
Llucena/Lucena del Cid,2015,1385
Llucena/Lucena del Cid,2014,1417
Llucena/Lucena del Cid,2013,1446
Llucena/Lucena del Cid,2012,1484
Llucena/Lucena del Cid,2011,1516
Llucena/Lucena del Cid,2010,1532
Llucena/Lucena del Cid,2009,1585
Llucena/Lucena del Cid,2008,1587
Llucena/Lucena del Cid,2007,1580
Llucena/Lucena del Cid,2006,1605
Llucena/Lucena del Cid,2005,1578
Llucena/Lucena del Cid,2004,1550
Llucena/Lucena del Cid,2003,1559
Llucena/Lucena del Cid,2002,1556
Llucena/Lucena del Cid,2001,1541
Llucena/Lucena del Cid,2000,1538
Llucena/Lucena del Cid,1999,1581
Llucena/Lucena del Cid,1998,1581
Llucena/Lucena del Cid,1996,1629
Ludiente,2025,162
Ludiente,2024,175
Ludiente,2023,155
Ludiente,2022,140
Ludiente,2021,155
Ludiente,2020,149
Ludiente,2019,141
Ludiente,2018,155
Ludiente,2017,160
Ludiente,2016,170
Ludiente,2015,181
Ludiente,2014,175
Ludiente,2013,190
Ludiente,2012,192
Ludiente,2011,200
Ludiente,2010,197
Ludiente,2009,192
Ludiente,2008,169
Ludiente,2007,177
Ludiente,2006,185
Ludiente,2005,203
Ludiente,2004,206
Ludiente,2003,213
Ludiente,2002,214
Ludiente,2001,218
Ludiente,2000,225
Ludiente,1999,228
Ludiente,1998,232
Ludiente,1996,235
"Mata de Morella, la",2025,196
"Mata de Morella, la",2024,184
"Mata de Morella, la",2023,179
"Mata de Morella, la",2022,179
"Mata de Morella, la",2021,169
"Mata de Morella, la",2020,160
"Mata de Morella, la",2019,166
"Mata de Morella, la",2018,162
"Mata de Morella, la",2017,173
"Mata de Morella, la",2016,173
"Mata de Morella, la",2015,176
"Mata de Morella, la",2014,181
"Mata de Morella, la",2013,208
"Mata de Morella, la",2012,211
"Mata de Morella, la",2011,207
"Mata de Morella, la",2010,195
"Mata de Morella, la",2009,192
"Mata de Morella, la",2008,195
"Mata de Morella, la",2007,185
"Mata de Morella, la",2006,174
"Mata de Morella, la",2005,172
"Mata de Morella, la",2004,171
"Mata de Morella, la",2003,174
"Mata de Morella, la",2002,171
"Mata de Morella, la",2001,177
"Mata de Morella, la",2000,180
"Mata de Morella, la",1999,189
"Mata de Morella, la",1998,196
"Mata de Morella, la",1996,208
Matet,2025,94
Matet,2024,91
Matet,2023,84
Matet,2022,78
Matet,2021,73
Matet,2020,83
Matet,2019,84
Matet,2018,84
Matet,2017,86
Matet,2016,87
Matet,2015,95
Matet,2014,93
Matet,2013,95
Matet,2012,107
Matet,2011,111
Matet,2010,114
Matet,2009,113
Matet,2008,125
Matet,2007,122
Matet,2006,121
Matet,2005,133
Matet,2004,130
Matet,2003,127
Matet,2002,131
Matet,2001,132
Matet,2000,140
Matet,1999,145
Matet,1998,139
Matet,1996,151
Moncofa,2025,8339
Moncofa,2024,8011
Moncofa,2023,7747
Moncofa,2022,7338
Moncofa,2021,6958
Moncofa,2020,6707
Moncofa,2019,6525
Moncofa,2018,6278
Moncofa,2017,6092
Moncofa,2016,6181
Moncofa,2015,6256
Moncofa,2014,6339
Moncofa,2013,6501
Moncofa,2012,6475
Moncofa,2011,6348
Moncofa,2010,6107
Moncofa,2009,6014
Moncofa,2008,5797
Moncofa,2007,5551
Moncofa,2006,5278
Moncofa,2005,4977
Moncofa,2004,4705
Moncofa,2003,4485
Moncofa,2002,4302
Moncofa,2001,4031
Moncofa,2000,3905
Moncofa,1999,3797
Moncofa,1998,3724
Moncofa,1996,3610
Montán,2025,429
Montán,2024,421
Montán,2023,399
Montán,2022,375
Montán,2021,365
Montán,2020,368
Montán,2019,370
Montán,2018,359
Montán,2017,365
Montán,2016,383
Montán,2015,393
Montán,2014,403
Montán,2013,404
Montán,2012,415
Montán,2011,425
Montán,2010,443
Montán,2009,431
Montán,2008,386
Montán,2007,383
Montán,2006,380
Montán,2005,370
Montán,2004,330
Montán,2003,327
Montán,2002,338
Montán,2001,339
Montán,2000,347
Montán,1999,350
Montán,1998,340
Montán,1996,346
Montanejos,2025,649
Montanejos,2024,643
Montanejos,2023,603
Montanejos,2022,553
Montanejos,2021,544
Montanejos,2020,564
Montanejos,2019,572
Montanejos,2018,548
Montanejos,2017,502
Montanejos,2016,539
Montanejos,2015,549
Montanejos,2014,583
Montanejos,2013,607
Montanejos,2012,620
Montanejos,2011,630
Montanejos,2010,618
Montanejos,2009,617
Montanejos,2008,618
Montanejos,2007,604
Montanejos,2006,500
Montanejos,2005,488
Montanejos,2004,481
Montanejos,2003,465
Montanejos,2002,453
Montanejos,2001,438
Montanejos,2000,415
Montanejos,1999,425
Montanejos,1998,408
Montanejos,1996,404
Morella,2025,2501
Morella,2024,2494
Morella,2023,2492
Morella,2022,2475
Morella,2021,2406
Morella,2020,2416
Morella,2019,2430
Morella,2018,2437
Morella,2017,2441
Morella,2016,2504
Morella,2015,2575
Morella,2014,2638
Morella,2013,2724
Morella,2012,2739
Morella,2011,2794
Morella,2010,2834
Morella,2009,2822
Morella,2008,2854
Morella,2007,2863
Morella,2006,2802
Morella,2005,2815
Morella,2004,2782
Morella,2003,2766
Morella,2002,2752
Morella,2001,2718
Morella,2000,2711
Morella,1999,2719
Morella,1998,2719
Morella,1996,2797
Navajas,2025,906
Navajas,2024,846
Navajas,2023,840
Navajas,2022,781
Navajas,2021,750
Navajas,2020,720
Navajas,2019,716
Navajas,2018,712
Navajas,2017,714
Navajas,2016,745
Navajas,2015,765
Navajas,2014,761
Navajas,2013,798
Navajas,2012,833
Navajas,2011,819
Navajas,2010,813
Navajas,2009,787
Navajas,2008,733
Navajas,2007,700
Navajas,2006,646
Navajas,2005,641
Navajas,2004,602
Navajas,2003,554
Navajas,2002,562
Navajas,2001,542
Navajas,2000,541
Navajas,1999,536
Navajas,1998,508
Navajas,1996,484
Nules,2025,14315
Nules,2024,14062
Nules,2023,13827
Nules,2022,13449
Nules,2021,13256
Nules,2020,13236
Nules,2019,13103
Nules,2018,13170
Nules,2017,13266
Nules,2016,13305
Nules,2015,13442
Nules,2014,13456
Nules,2013,13573
Nules,2012,13636
Nules,2011,13693
Nules,2010,13750
Nules,2009,13490
Nules,2008,13318
Nules,2007,13007
Nules,2006,12666
Nules,2005,12418
Nules,2004,12065
Nules,2003,11899
Nules,2002,11666
Nules,2001,11562
Nules,2000,11453
Nules,1999,11444
Nules,1998,11490
Nules,1996,11493
Olocau del Rey,2025,135
Olocau del Rey,2024,135
Olocau del Rey,2023,126
Olocau del Rey,2022,119
Olocau del Rey,2021,117
Olocau del Rey,2020,120
Olocau del Rey,2019,119
Olocau del Rey,2018,117
Olocau del Rey,2017,118
Olocau del Rey,2016,118
Olocau del Rey,2015,123
Olocau del Rey,2014,118
Olocau del Rey,2013,133
Olocau del Rey,2012,135
Olocau del Rey,2011,139
Olocau del Rey,2010,144
Olocau del Rey,2009,138
Olocau del Rey,2008,135
Olocau del Rey,2007,133
Olocau del Rey,2006,136
Olocau del Rey,2005,136
Olocau del Rey,2004,134
Olocau del Rey,2003,136
Olocau del Rey,2002,142
Olocau del Rey,2001,147
Olocau del Rey,2000,144
Olocau del Rey,1999,148
Olocau del Rey,1998,149
Olocau del Rey,1996,158
Onda,2025,26190
Onda,2024,25817
Onda,2023,25547
Onda,2022,25099
