city,year,population
Aielo de Rugat,2010,183
Aielo de Rugat,2011,194
Aielo de Rugat,2012,190
Aielo de Rugat,2013,174
Aielo de Rugat,2014,166
Aielo de Rugat,2015,173
Aielo de Rugat,2016,168
Aielo de Rugat,2017,160
Aielo de Rugat,2018,155
Aielo de Rugat,2019,155
Aielo de Rugat,2020,160
Aielo de Rugat,2021,160
Aielo de Rugat,2022,166
Aielo de Rugat,2023,163
Aielo de Rugat,2024,160
Aielo de Rugat,2025,160
Aigües,1996,544
Aigües,1998,558
Aigües,1999,579
Aigües,2000,581
Aigües,2001,592
Aigües,2002,624
Aigües,2003,637
Aigües,2004,737
Aigües,2005,801
Aigües,2006,827
Aigües,2007,951
Aigües,2008,1047
Aigües,2009,1064
Aigües,2010,1084
Aigües,2011,1118
Aigües,2012,1105
Aigües,2013,1073
Aigües,2014,984
Aigües,2015,937
Aigües,2016,921
Aigües,2017,913
Aigües,2018,936
Aigües,2019,963
Aigües,2020,986
Aigües,2021,1049
Aigües,2022,1085
Aigües,2023,1146
Aigües,2024,1189
Aigües,2025,1199
Alacant/Alicante,1996,274577
Alacant/Alicante,1998,272432
Alacant/Alicante,1999,272432
Alacant/Alicante,2000,276886
Alacant/Alicante,2001,283243
Alacant/Alicante,2002,293629
Alacant/Alicante,2003,305911
Alacant/Alicante,2004,310330
Alacant/Alicante,2005,319380
Alacant/Alicante,2006,322431
Alacant/Alicante,2007,322673
Alacant/Alicante,2008,331750
Alacant/Alicante,2009,334757
Alacant/Alicante,2010,334418
Alacant/Alicante,2011,334329
Alacant/Alicante,2012,334678
Alacant/Alicante,2013,335052
Alacant/Alicante,2014,332067
Alacant/Alicante,2015,328648
Alacant/Alicante,2016,330525
Alacant/Alicante,2017,329988
Alacant/Alicante,2018,331577
Alacant/Alicante,2019,334887
Alacant/Alicante,2020,337482
Alacant/Alicante,2021,337304
Alacant/Alicante,2022,338577
Alacant/Alicante,2023,349282
Alacant/Alicante,2024,358720
Alacant/Alicante,2025,366221
Alaquàs,1996,25514
Alaquàs,1998,25925
Alaquàs,1999,26179
Alaquàs,2000,26939
Alaquàs,2001,27522
Alaquàs,2002,28309
Alaquàs,2003,28804
Alaquàs,2004,29279
Alaquàs,2005,29695
Alaquàs,2006,30104
Alaquàs,2007,30177
Alaquàs,2008,30297
Alaquàs,2009,30392
Alaquàs,2010,30270
Alaquàs,2011,30235
Alaquàs,2012,30202
Alaquàs,2013,30273
Alaquàs,2014,29964
Alaquàs,2015,29838
Alaquàs,2016,29660
Alaquàs,2017,29474
Alaquàs,2018,29341
Alaquàs,2019,29561
Alaquàs,2020,29711
Alaquàs,2021,29649
Alaquàs,2022,29537
Alaquàs,2023,29825
Alaquàs,2024,30022
Alaquàs,2025,30166
Albaida,1996,5793
Albaida,1998,5782
Albaida,1999,5810
Albaida,2000,5828
Albaida,2001,5918
Albaida,2002,6044
Albaida,2003,6168
Albaida,2004,6257
Albaida,2005,6264
Albaida,2006,6273
Albaida,2007,6269
Albaida,2008,6420
Albaida,2009,6449
Albaida,2010,6335
Albaida,2011,6178
Albaida,2012,6162
Albaida,2013,6078
Albaida,2014,6031
Albaida,2015,5987
Albaida,2016,5933
Albaida,2017,5946
Albaida,2018,5908
Albaida,2019,5900
Albaida,2020,5914
Albaida,2021,5975
Albaida,2022,5989
Albaida,2023,6102
Albaida,2024,6235
Albaida,2025,6322
Albal,1996,10523
Albal,1998,11239
Albal,1999,11578
Albal,2000,11973
Albal,2001,12453
Albal,2002,12302
Albal,2003,13009
Albal,2004,13534
Albal,2005,14061
Albal,2006,14505
Albal,2007,14840
Albal,2008,15084
Albal,2009,15443
Albal,2010,15618
Albal,2011,15594
Albal,2012,15721
Albal,2013,15893
Albal,2014,15935
Albal,2015,16029
Albal,2016,16136
Albal,2017,16244
Albal,2018,16270
Albal,2019,16399
Albal,2020,16577
Albal,2021,16646
Albal,2022,16845
Albal,2023,17024
Albal,2024,17038
Albal,2025,17365
Albalat de la Ribera,1996,3473
Albalat de la Ribera,1998,3492
Albalat de la Ribera,1999,3501
Albalat de la Ribera,2000,3474
Albalat de la Ribera,2001,3465
Albalat de la Ribera,2002,3400
Albalat de la Ribera,2003,3426
Albalat de la Ribera,2004,3444
Albalat de la Ribera,2005,3382
Albalat de la Ribera,2006,3321
Albalat de la Ribera,2007,3429
Albalat de la Ribera,2008,3541
Albalat de la Ribera,2009,3590
Albalat de la Ribera,2010,3585
Albalat de la Ribera,2011,3609
Albalat de la Ribera,2012,3545
Albalat de la Ribera,2013,3526
Albalat de la Ribera,2014,3485
Albalat de la Ribera,2015,3467
Albalat de la Ribera,2016,3431
Albalat de la Ribera,2017,3361
Albalat de la Ribera,2018,3329
Albalat de la Ribera,2019,3360
Albalat de la Ribera,2020,3326
Albalat de la Ribera,2021,3368
Albalat de la Ribera,2022,3444
Albalat de la Ribera,2023,3411
Albalat de la Ribera,2024,3446
Albalat de la Ribera,2025,3523
Albalat dels Sorells,1996,3530
Albalat dels Sorells,1998,3516
Albalat dels Sorells,1999,3527
Albalat dels Sorells,2000,3479
Albalat dels Sorells,2001,3445
Albalat dels Sorells,2002,3508
Albalat dels Sorells,2003,3486
Albalat dels Sorells,2004,3493
Albalat dels Sorells,2005,3486
Albalat dels Sorells,2006,3624
Albalat dels Sorells,2007,3708
Albalat dels Sorells,2008,3758
Albalat dels Sorells,2009,3849
Albalat dels Sorells,2010,3856
Albalat dels Sorells,2011,3859
Albalat dels Sorells,2012,3911
Albalat dels Sorells,2013,3923
Albalat dels Sorells,2014,3937
Albalat dels Sorells,2015,3896
Albalat dels Sorells,2016,3889
Albalat dels Sorells,2017,3900
Albalat dels Sorells,2018,3944
Albalat dels Sorells,2019,3977
Albalat dels Sorells,2020,4036
Albalat dels Sorells,2021,4110
Albalat dels Sorells,2022,4084
Albalat dels Sorells,2023,4158
Albalat dels Sorells,2024,4249
Albalat dels Sorells,2025,4368
Albalat dels Tarongers,1996,651
Albalat dels Tarongers,1998,664
Albalat dels Tarongers,1999,683
Albalat dels Tarongers,2000,709
Albalat dels Tarongers,2001,737
Albalat dels Tarongers,2002,742
Albalat dels Tarongers,2003,768
Albalat dels Tarongers,2004,799
Albalat dels Tarongers,2005,804
Albalat dels Tarongers,2006,864
Albalat dels Tarongers,2007,1070
Albalat dels Tarongers,2008,1121
Albalat dels Tarongers,2009,1113
Albalat dels Tarongers,2010,1137
Albalat dels Tarongers,2011,1147
Albalat dels Tarongers,2012,1149
Albalat dels Tarongers,2013,1144
Albalat dels Tarongers,2014,1163
Albalat dels Tarongers,2015,1178
Albalat dels Tarongers,2016,1185
Albalat dels Tarongers,2017,1169
Albalat dels Tarongers,2018,1202
Albalat dels Tarongers,2019,1232
Albalat dels Tarongers,2020,1208
Albalat dels Tarongers,2021,1324
Albalat dels Tarongers,2022,1368
Albalat dels Tarongers,2023,1428
Albalat dels Tarongers,2024,1516
Albalat dels Tarongers,2025,1574
Albatera,1996,8417
Albatera,1998,8521
Albatera,1999,8661
Albatera,2000,8811
Albatera,2001,9080
Albatera,2002,9363
Albatera,2003,9636
Albatera,2004,10001
Albatera,2005,10449
Albatera,2006,10878
Albatera,2007,11102
Albatera,2008,11656
Albatera,2009,11745
Albatera,2010,11821
Albatera,2011,11901
Albatera,2012,11936
Albatera,2013,11983
Albatera,2014,11767
Albatera,2015,11780
Albatera,2016,11756
Albatera,2017,11850
Albatera,2018,12042
Albatera,2019,12279
Albatera,2020,12474
Albatera,2021,12714
Albatera,2022,12864
Albatera,2023,13092
Albatera,2024,13296
Albatera,2025,13566
Alberic,1996,9100
Alberic,1998,9131
Alberic,1999,9150
Alberic,2000,9227
Alberic,2001,9341
Alberic,2002,9465
Alberic,2003,9556
Alberic,2004,9634
Alberic,2005,10081
Alberic,2006,10234
Alberic,2007,10330
Alberic,2008,10932
Alberic,2009,11175
Alberic,2010,11325
Alberic,2011,11331
Alberic,2012,11288
Alberic,2013,10943
Alberic,2014,10826
Alberic,2015,10498
Alberic,2016,10537
Alberic,2017,10504
Alberic,2018,10556
Alberic,2019,10526
Alberic,2020,10519
Alberic,2021,10571
Alberic,2022,10710
Alberic,2023,10815
Alberic,2024,10945
Alberic,2025,11099
Albocàsser,1996,1399
Albocàsser,1998,1374
Albocàsser,1999,1368
Albocàsser,2000,1344
Albocàsser,2001,1348
Albocàsser,2002,1381
Albocàsser,2003,1378
Albocàsser,2004,1385
Albocàsser,2005,1395
Albocàsser,2006,1377
Albocàsser,2007,1381
Albocàsser,2008,1446
Albocàsser,2009,1447
Albocàsser,2010,1439
Albocàsser,2011,1443
Albocàsser,2012,1422
Albocàsser,2013,1424
Albocàsser,2014,1351
Albocàsser,2015,1334
Albocàsser,2016,1303
Albocàsser,2017,1257
Albocàsser,2018,1234
Albocàsser,2019,1241
Albocàsser,2020,1227
Albocàsser,2021,1253
Albocàsser,2022,1264
Albocàsser,2023,1302
Albocàsser,2024,1338
Albocàsser,2025,1370
Alborache,1996,875
Alborache,1998,897
Alborache,1999,903
Alborache,2000,905
Alborache,2001,937
Alborache,2002,941
Alborache,2003,925
Alborache,2004,948
Alborache,2005,989
Alborache,2006,1003
Alborache,2007,1038
Alborache,2008,1107
Alborache,2009,1209
Alborache,2010,1226
Alborache,2011,1263
Alborache,2012,1268
Alborache,2013,1238
Alborache,2014,1185
Alborache,2015,1136
Alborache,2016,1147
Alborache,2017,1140
Alborache,2018,1127
Alborache,2019,1160
Alborache,2020,1229
Alborache,2021,1283
Alborache,2022,1328
Alborache,2023,1389
Alborache,2024,1471
Alborache,2025,1568
Alboraia/Alboraya,1996,13127
Alboraia/Alboraya,1998,14628
Alboraia/Alboraya,1999,15819
Alboraia/Alboraya,2000,16943
Alboraia/Alboraya,2001,17901
Alboraia/Alboraya,2002,18656
Alboraia/Alboraya,2003,19351
Alboraia/Alboraya,2004,20001
Alboraia/Alboraya,2005,20514
Alboraia/Alboraya,2006,21263
Alboraia/Alboraya,2007,21582
Alboraia/Alboraya,2008,22174
Alboraia/Alboraya,2009,22405
Alboraia/Alboraya,2010,22409
Alboraia/Alboraya,2011,22563
Alboraia/Alboraya,2012,23228
Alboraia/Alboraya,2013,23269
Alboraia/Alboraya,2014,23572
Alboraia/Alboraya,2015,23819
Alboraia/Alboraya,2016,23837
Alboraia/Alboraya,2017,24031
Alboraia/Alboraya,2018,24222
Alboraia/Alboraya,2019,24454
Alboraia/Alboraya,2020,24741
Alboraia/Alboraya,2021,24904
Alboraia/Alboraya,2022,25149
Alboraia/Alboraya,2023,25792
Alboraia/Alboraya,2024,26259
Alboraia/Alboraya,2025,26273
Albuixech,1996,3088
Albuixech,1998,3049
Albuixech,1999,3048
Albuixech,2000,3032
Albuixech,2001,3063
Albuixech,2002,3133
Albuixech,2003,3293
Albuixech,2004,3443
Albuixech,2005,3478
Albuixech,2006,3529
Albuixech,2007,3646
Albuixech,2008,3793
Albuixech,2009,3880
Albuixech,2010,3960
Albuixech,2011,3998
Albuixech,2012,3958
Albuixech,2013,3908
Albuixech,2014,3920
Albuixech,2015,3928
Albuixech,2016,3919
Albuixech,2017,3911
Albuixech,2018,3983
Albuixech,2019,4017
Albuixech,2020,4151
Albuixech,2021,4189
Albuixech,2022,4201
Albuixech,2023,4343
Albuixech,2024,4419
Albuixech,2025,4482
Alcalalí,1996,842
Alcalalí,1998,818
Alcalalí,1999,941
Alcalalí,2000,981
Alcalalí,2001,1024
Alcalalí,2002,1081
Alcalalí,2003,1150
Alcalalí,2004,1216
Alcalalí,2005,1352
Alcalalí,2006,1418
Alcalalí,2007,1395
Alcalalí,2008,1500
Alcalalí,2009,1507
Alcalalí,2010,1524
Alcalalí,2011,1433
Alcalalí,2012,1433
Alcalalí,2013,1401
Alcalalí,2014,1350
Alcalalí,2015,1311
Alcalalí,2016,1291
Alcalalí,2017,1276
Alcalalí,2018,1298
Alcalalí,2019,1278
Alcalalí,2020,1302
Alcalalí,2021,1336
Alcalalí,2022,1349
Alcalalí,2023,1397
Alcalalí,2024,1406
Alcalalí,2025,1428
Alcalà de Xivert,1996,4915
Alcalà de Xivert,1998,4902
Alcalà de Xivert,1999,5150
Alcalà de Xivert,2000,5456
Alcalà de Xivert,2001,5750
Alcalà de Xivert,2002,6164
Alcalà de Xivert,2003,6324
Alcalà de Xivert,2004,6449
Alcalà de Xivert,2005,6752
Alcalà de Xivert,2006,7074
Alcalà de Xivert,2007,7358
Alcalà de Xivert,2008,7884
Alcalà de Xivert,2009,7926
Alcalà de Xivert,2010,7860
Alcalà de Xivert,2011,8175
Alcalà de Xivert,2012,8218
Alcalà de Xivert,2013,8208
Alcalà de Xivert,2014,7233
Alcalà de Xivert,2015,7255
Alcalà de Xivert,2016,6893
Alcalà de Xivert,2017,6796
Alcalà de Xivert,2018,6679
Alcalà de Xivert,2019,6680
Alcalà de Xivert,2020,6638
Alcalà de Xivert,2021,6691
Alcalà de Xivert,2022,6831
Alcalà de Xivert,2023,7160
Alcalà de Xivert,2024,7176
Alcalà de Xivert,2025,7349
Alcoi/Alcoy,1996,60921
Alcoi/Alcoy,1998,60476
Alcoi/Alcoy,1999,60476
Alcoi/Alcoy,2000,60423
Alcoi/Alcoy,2001,60288
Alcoi/Alcoy,2002,60465
Alcoi/Alcoy,2003,60036
Alcoi/Alcoy,2004,60532
Alcoi/Alcoy,2005,60931
Alcoi/Alcoy,2006,60590
Alcoi/Alcoy,2007,60700
Alcoi/Alcoy,2008,61698
Alcoi/Alcoy,2009,61552
Alcoi/Alcoy,2010,61417
Alcoi/Alcoy,2011,61093
Alcoi/Alcoy,2012,60837
Alcoi/Alcoy,2013,60105
Alcoi/Alcoy,2014,59675
Alcoi/Alcoy,2015,59567
Alcoi/Alcoy,2016,59198
Alcoi/Alcoy,2017,59106
Alcoi/Alcoy,2018,58977
Alcoi/Alcoy,2019,58994
Alcoi/Alcoy,2020,59354
Alcoi/Alcoy,2021,59128
Alcoi/Alcoy,2022,58960
Alcoi/Alcoy,2023,59493
Alcoi/Alcoy,2024,60372
Alcoi/Alcoy,2025,61468
Alcoleja,1996,294
Alcoleja,1998,279
Alcoleja,1999,271
Alcoleja,2000,257
Alcoleja,2001,256
Alcoleja,2002,245
Alcoleja,2003,244
Alcoleja,2004,241
Alcoleja,2005,228
Alcoleja,2006,213
Alcoleja,2007,219
Alcoleja,2008,211
Alcoleja,2009,206
Alcoleja,2010,201
Alcoleja,2011,193
Alcoleja,2012,204
Alcoleja,2013,199
Alcoleja,2014,191
Alcoleja,2015,184
Alcoleja,2016,194
Alcoleja,2017,185
Alcoleja,2018,180
Alcoleja,2019,173
Alcoleja,2020,177
Alcoleja,2021,181
Alcoleja,2022,196
Alcoleja,2023,188
Alcoleja,2024,186
Alcoleja,2025,184
"Alcora, l'",1996,8662
"Alcora, l'",1998,8788
"Alcora, l'",1999,8935
"Alcora, l'",2000,9106
"Alcora, l'",2001,9251
"Alcora, l'",2002,9575
"Alcora, l'",2003,9925
"Alcora, l'",2004,10084
"Alcora, l'",2005,10297
"Alcora, l'",2006,10535
"Alcora, l'",2007,10765
"Alcora, l'",2008,11068
"Alcora, l'",2009,11150
"Alcora, l'",2010,11029
"Alcora, l'",2011,10856
"Alcora, l'",2012,10821
"Alcora, l'",2013,10797
"Alcora, l'",2014,10672
"Alcora, l'",2015,10591
"Alcora, l'",2016,10535
"Alcora, l'",2017,10502
"Alcora, l'",2018,10430
"Alcora, l'",2019,10405
"Alcora, l'",2020,10417
"Alcora, l'",2021,10428
"Alcora, l'",2022,10468
"Alcora, l'",2023,10526
"Alcora, l'",2024,10581
"Alcora, l'",2025,10664
Alcosser,1996,122
Alcosser,1998,130
Alcosser,1999,123
Alcosser,2000,129
Alcosser,2001,138
Alcosser,2002,154
Alcosser,2003,164
Alcosser,2004,177
Alcosser,2005,179
Alcosser,2006,194
Alcosser,2007,216
Alcosser,2008,234
Alcosser,2009,228
Alcosser,2010,230
Alcosser,2011,231
Alcosser,2012,233
Alcosser,2013,241
Alcosser,2014,238
Alcosser,2015,216
Alcosser,2016,221
Alcosser,2017,230
Alcosser,2018,229
Alcosser,2019,230
Alcosser,2020,226
Alcosser,2021,243
Alcosser,2022,254
Alcosser,2023,259
Alcosser,2024,259
Alcosser,2025,263
Alcublas,1996,837
Alcublas,1998,857
Alcublas,1999,852
Alcublas,2000,854
Alcublas,2001,846
Alcublas,2002,835
Alcublas,2003,793
Alcublas,2004,794
Alcublas,2005,796
Alcublas,2006,795
Alcublas,2007,829
Alcublas,2008,842
Alcublas,2009,818
Alcublas,2010,778
Alcublas,2011,807
Alcublas,2012,767
Alcublas,2013,743
Alcublas,2014,750
Alcublas,2015,727
Alcublas,2016,691
Alcublas,2017,678
Alcublas,2018,654
Alcublas,2019,628
Alcublas,2020,611
Alcublas,2021,610
Alcublas,2022,607
Alcublas,2023,635
Alcublas,2024,683
Alcublas,2025,710
Alcudia de Veo,1996,181
Alcudia de Veo,1998,177
Alcudia de Veo,1999,172
Alcudia de Veo,2000,220
Alcudia de Veo,2001,214
Alcudia de Veo,2002,203
Alcudia de Veo,2003,201
Alcudia de Veo,2004,204
Alcudia de Veo,2005,205
Alcudia de Veo,2006,211
Alcudia de Veo,2007,228
Alcudia de Veo,2008,212
Alcudia de Veo,2009,211
Alcudia de Veo,2010,225
Alcudia de Veo,2011,229
Alcudia de Veo,2012,221
Alcudia de Veo,2013,214
Alcudia de Veo,2014,218
Alcudia de Veo,2015,209
Alcudia de Veo,2016,201
Alcudia de Veo,2017,204
Alcudia de Veo,2018,201
Alcudia de Veo,2019,190
Alcudia de Veo,2020,188
Alcudia de Veo,2021,196
Alcudia de Veo,2022,195
Alcudia de Veo,2023,203
Alcudia de Veo,2024,213
Alcudia de Veo,2025,200
Alcàntera de Xúquer,1996,1492
Alcàntera de Xúquer,1998,1459
Alcàntera de Xúquer,1999,1424
Alcàntera de Xúquer,2000,1405
Alcàntera de Xúquer,2001,1394
Alcàntera de Xúquer,2002,1373
Alcàntera de Xúquer,2003,1341
Alcàntera de Xúquer,2004,1380
Alcàntera de Xúquer,2005,1374
Alcàntera de Xúquer,2006,1384
Alcàntera de Xúquer,2007,1397
Alcàntera de Xúquer,2008,1446
Alcàntera de Xúquer,2009,1444
Alcàntera de Xúquer,2010,1432
Alcàntera de Xúquer,2011,1400
Alcàntera de Xúquer,2012,1361
Alcàntera de Xúquer,2013,1370
Alcàntera de Xúquer,2014,1350
Alcàntera de Xúquer,2015,1341
Alcàntera de Xúquer,2016,1319
Alcàntera de Xúquer,2017,1318
Alcàntera de Xúquer,2018,1297
Alcàntera de Xúquer,2019,1291
Alcàntera de Xúquer,2020,1341
Alcàntera de Xúquer,2021,1402
Alcàntera de Xúquer,2022,1427
Alcàntera de Xúquer,2023,1414
Alcàntera de Xúquer,2024,1425
Alcàntera de Xúquer,2025,1468
Alcàsser,1996,7335
Alcàsser,1998,7375
Alcàsser,1999,7343
Alcàsser,2000,7229
Alcàsser,2001,7562
Alcàsser,2002,7647
Alcàsser,2003,7763
Alcàsser,2004,7992
Alcàsser,2005,8351
Alcàsser,2006,8505
Alcàsser,2007,8716
Alcàsser,2008,8925
Alcàsser,2009,9103
Alcàsser,2010,9309
Alcàsser,2011,9439
Alcàsser,2012,9544
Alcàsser,2013,9520
Alcàsser,2014,9527
Alcàsser,2015,9612
Alcàsser,2016,9692
Alcàsser,2017,9813
Alcàsser,2018,9908
Alcàsser,2019,10039
Alcàsser,2020,10196
Alcàsser,2021,10266
Alcàsser,2022,10396
Alcàsser,2023,10575
Alcàsser,2024,10676
Alcàsser,2025,10772
"Alcúdia de Crespins, l'",1996,4185
"Alcúdia de Crespins, l'",1998,4126
"Alcúdia de Crespins, l'",1999,4126
"Alcúdia de Crespins, l'",2000,4223
"Alcúdia de Crespins, l'",2001,4335
"Alcúdia de Crespins, l'",2002,4570
"Alcúdia de Crespins, l'",2003,4676
"Alcúdia de Crespins, l'",2004,4786
"Alcúdia de Crespins, l'",2005,4933
"Alcúdia de Crespins, l'",2006,4818
"Alcúdia de Crespins, l'",2007,4929
"Alcúdia de Crespins, l'",2008,5206
"Alcúdia de Crespins, l'",2009,5230
"Alcúdia de Crespins, l'",2010,5318
"Alcúdia de Crespins, l'",2011,5289
"Alcúdia de Crespins, l'",2012,5304
"Alcúdia de Crespins, l'",2013,5319
"Alcúdia de Crespins, l'",2014,5231
"Alcúdia de Crespins, l'",2015,5282
"Alcúdia de Crespins, l'",2016,5181
"Alcúdia de Crespins, l'",2017,5108
"Alcúdia de Crespins, l'",2018,5188
"Alcúdia de Crespins, l'",2019,5157
"Alcúdia de Crespins, l'",2020,5113
"Alcúdia de Crespins, l'",2021,5144
"Alcúdia de Crespins, l'",2022,5224
"Alcúdia de Crespins, l'",2023,5361
"Alcúdia de Crespins, l'",2024,5438
"Alcúdia de Crespins, l'",2025,5548
"Alcúdia, l'",1996,10511
"Alcúdia, l'",1998,10455
"Alcúdia, l'",1999,10500
"Alcúdia, l'",2000,10584
"Alcúdia, l'",2001,10674
"Alcúdia, l'",2002,10692
"Alcúdia, l'",2003,10691
"Alcúdia, l'",2004,10654
"Alcúdia, l'",2005,10838
"Alcúdia, l'",2006,11005
"Alcúdia, l'",2007,11105
"Alcúdia, l'",2008,11331
"Alcúdia, l'",2009,11378
"Alcúdia, l'",2010,11246
"Alcúdia, l'",2011,11432
"Alcúdia, l'",2012,11437
"Alcúdia, l'",2013,11563
"Alcúdia, l'",2014,11615
"Alcúdia, l'",2015,11691
"Alcúdia, l'",2016,11820
"Alcúdia, l'",2017,11926
"Alcúdia, l'",2018,11938
"Alcúdia, l'",2019,12009
"Alcúdia, l'",2020,12107
"Alcúdia, l'",2021,12193
"Alcúdia, l'",2022,12176
"Alcúdia, l'",2023,12197
"Alcúdia, l'",2024,12402
"Alcúdia, l'",2025,12587
Aldaia,1996,23425
Aldaia,1998,24094
Aldaia,1999,24297
Aldaia,2000,24485
Aldaia,2001,24608
Aldaia,2002,24866
Aldaia,2003,25643
Aldaia,2004,26442
Aldaia,2005,27028
Aldaia,2006,27704
Aldaia,2007,28138
Aldaia,2008,29173
Aldaia,2009,29914
Aldaia,2010,30303
Aldaia,2011,30645
Aldaia,2012,30874
Aldaia,2013,31028
Aldaia,2014,31000
Aldaia,2015,31120
Aldaia,2016,31246
Aldaia,2017,31320
Aldaia,2018,31492
Aldaia,2019,31864
Aldaia,2020,32204
Aldaia,2021,32313
Aldaia,2022,32656
Aldaia,2023,33376
Aldaia,2024,34035
Aldaia,2025,34630
Alfafar,1996,20302
Alfafar,1998,19430
Alfafar,1999,19205
Alfafar,2000,18878
Alfafar,2001,18698
Alfafar,2002,18436
Alfafar,2003,19554
Alfafar,2004,19655
Alfafar,2005,19877
Alfafar,2006,20322
Alfafar,2007,20321
Alfafar,2008,20655
Alfafar,2009,20853
Alfafar,2010,20730
Alfafar,2011,20728
Alfafar,2012,20852
Alfafar,2013,20973
Alfafar,2014,21305
Alfafar,2015,21125
Alfafar,2016,20777
Alfafar,2017,20776
Alfafar,2018,20763
Alfafar,2019,20890
Alfafar,2020,21395
Alfafar,2021,21415
Alfafar,2022,21480
Alfafar,2023,21879
Alfafar,2024,22131
Alfafar,2025,22270
Alfafara,1996,391
Alfafara,1998,392
Alfafara,1999,388
Alfafara,2000,394
Alfafara,2001,389
Alfafara,2002,406
Alfafara,2003,411
Alfafara,2004,426
Alfafara,2005,430
Alfafara,2006,422
Alfafara,2007,430
Alfafara,2008,422
