Municipios	Periodo	Total
46083 Carcaixent	1900	12.262
46084 Càrcer	1991	1.998
46084 Càrcer	1981	2.034
46084 Càrcer	1970	2.107
46084 Càrcer	1960	2.008
46084 Càrcer	1950	1.955
46084 Càrcer	1940	1.860
46084 Càrcer	1930	1.392
46084 Càrcer	1920	1.180
46084 Càrcer	1910	1.210
46084 Càrcer	1900	979
46085 Carlet	1991	14.076
46085 Carlet	1981	13.119
46085 Carlet	1970	11.742
46085 Carlet	1960	9.554
46085 Carlet	1950	8.540
46085 Carlet	1940	7.845
46085 Carlet	1930	6.852
46085 Carlet	1920	5.880
46085 Carlet	1910	6.363
46085 Carlet	1900	6.199
46086 Carrícola	1991	63
46086 Carrícola	1981	87
46086 Carrícola	1970	82
46086 Carrícola	1960	106
46086 Carrícola	1950	119
46086 Carrícola	1940	106
46086 Carrícola	1930	129
46086 Carrícola	1920	166
46086 Carrícola	1910	191
46086 Carrícola	1900	193
46087 Casas Altas	1991	153
46087 Casas Altas	1981	214
46087 Casas Altas	1970	253
46087 Casas Altas	1960	479
46087 Casas Altas	1950	646
46087 Casas Altas	1940	612
46087 Casas Altas	1930	721
46087 Casas Altas	1920	702
46087 Casas Altas	1910	619
46087 Casas Altas	1900	703
46088 Casas Bajas	1991	297
46088 Casas Bajas	1981	437
46088 Casas Bajas	1970	583
46088 Casas Bajas	1960	855
46088 Casas Bajas	1950	1.040
46088 Casas Bajas	1940	1.138
46088 Casas Bajas	1930	1.238
46088 Casas Bajas	1920	1.169
46088 Casas Bajas	1910	1.252
46088 Casas Bajas	1900	1.214
46089 Casinos	1991	2.262
46089 Casinos	1981	2.222
46089 Casinos	1970	2.194
46089 Casinos	1960	1.978
46089 Casinos	1950	2.120
46089 Casinos	1940	1.975
46089 Casinos	1930	2.127
46089 Casinos	1920	2.240
46089 Casinos	1910	2.002
46089 Casinos	1900	1.794
46090 Castelló de Rugat	1991	2.059
46090 Castelló de Rugat	1981	2.077
46090 Castelló de Rugat	1970	1.947
46090 Castelló de Rugat	1960	1.671
46090 Castelló de Rugat	1950	1.521
46090 Castelló de Rugat	1940	1.532
46090 Castelló de Rugat	1930	1.516
46090 Castelló de Rugat	1920	1.473
46090 Castelló de Rugat	1910	1.396
46090 Castelló de Rugat	1900	1.499
46091 Castellonet de la Conquesta	1991	89
46091 Castellonet de la Conquesta	1981	97
46091 Castellonet de la Conquesta	1970	93
46091 Castellonet de la Conquesta	1960	144
46091 Castellonet de la Conquesta	1950	135
46091 Castellonet de la Conquesta	1940	149
46091 Castellonet de la Conquesta	1930	136
46091 Castellonet de la Conquesta	1920	192
46091 Castellonet de la Conquesta	1910	192
46091 Castellonet de la Conquesta	1900	240
46092 Castielfabib	1991	642
46092 Castielfabib	1981	782
46092 Castielfabib	1970	1.067
46092 Castielfabib	1960	1.414
46092 Castielfabib	1950	1.812
46092 Castielfabib	1940	2.097
46092 Castielfabib	1930	1.798
46092 Castielfabib	1920	2.028
46092 Castielfabib	1910	2.244
46092 Castielfabib	1900	2.393
46093 Catadau	1991	2.170
46093 Catadau	1981	2.006
46093 Catadau	1970	1.847
46093 Catadau	1960	1.732
46093 Catadau	1950	1.928
46093 Catadau	1940	1.880
46093 Catadau	1930	1.805
46093 Catadau	1920	1.828
46093 Catadau	1910	1.886
46093 Catadau	1900	1.839
46094 Catarroja	1991	20.157
46094 Catarroja	1981	20.195
46094 Catarroja	1970	15.703
46094 Catarroja	1960	11.680
46094 Catarroja	1950	11.204
46094 Catarroja	1940	10.437
46094 Catarroja	1930	9.056
46094 Catarroja	1920	8.308
46094 Catarroja	1910	7.977
46094 Catarroja	1900	7.043
46095 Caudete de las Fuentes	1991	864
46095 Caudete de las Fuentes	1981	1.074
46095 Caudete de las Fuentes	1970	1.145
46095 Caudete de las Fuentes	1960	1.375
46095 Caudete de las Fuentes	1950	1.638
46095 Caudete de las Fuentes	1940	1.534
46095 Caudete de las Fuentes	1930	1.500
46095 Caudete de las Fuentes	1920	1.743
46095 Caudete de las Fuentes	1910	1.662
46095 Caudete de las Fuentes	1900	1.459
46096 Cerdà	1991	257
46096 Cerdà	1981	277
46096 Cerdà	1970	286
46096 Cerdà	1960	361
46096 Cerdà	1950	378
46096 Cerdà	1940	380
46096 Cerdà	1930	400
46096 Cerdà	1920	391
46096 Cerdà	1910	396
46096 Cerdà	1900	404
46107 Chella	1991	2.490
46107 Chella	1981	2.499
46107 Chella	1970	2.501
46107 Chella	1960	2.796
46107 Chella	1950	3.000
46107 Chella	1940	3.002
46107 Chella	1930	2.905
46107 Chella	1920	2.743
46107 Chella	1910	2.641
46107 Chella	1900	2.706
46106 Chelva	1991	2.060
46106 Chelva	1981	2.209
46106 Chelva	1970	3.181
46106 Chelva	1960	3.407
46106 Chelva	1950	3.994
46106 Chelva	1940	4.400
46106 Chelva	1930	4.172
46106 Chelva	1920	5.484
46106 Chelva	1910	5.290
46106 Chelva	1900	5.218
46108 Chera	1991	622
46108 Chera	1981	633
46108 Chera	1970	806
46108 Chera	1960	941
46108 Chera	1950	1.150
46108 Chera	1940	1.099
46108 Chera	1930	1.019
46108 Chera	1920	1.020
46108 Chera	1910	1.203
46108 Chera	1900	981
46109 Cheste	1991	6.726
46109 Cheste	1981	7.424
46109 Cheste	1970	5.966
46109 Cheste	1960	5.221
46109 Cheste	1950	5.210
46109 Cheste	1940	5.100
46109 Cheste	1930	5.101
46109 Cheste	1920	6.110
46109 Cheste	1910	5.826
46109 Cheste	1900	6.039
46111 Chiva	1991	7.562
46111 Chiva	1981	6.421
46111 Chiva	1970	5.394
46111 Chiva	1960	4.326
46111 Chiva	1950	4.403
46111 Chiva	1940	4.747
46111 Chiva	1930	4.542
46111 Chiva	1920	4.843
46111 Chiva	1910	4.816
46111 Chiva	1900	4.975
46112 Chulilla	1991	675
46112 Chulilla	1981	692
46112 Chulilla	1970	871
46112 Chulilla	1960	1.152
46112 Chulilla	1950	1.435
46112 Chulilla	1940	1.350
46112 Chulilla	1930	1.377
46112 Chulilla	1920	1.530
46112 Chulilla	1910	1.474
46112 Chulilla	1900	1.619
46097 Cofrentes	1991	815
46097 Cofrentes	1981	1.124
46097 Cofrentes	1970	966
46097 Cofrentes	1960	1.277
46097 Cofrentes	1950	2.829
46097 Cofrentes	1940	1.677
46097 Cofrentes	1930	1.590
46097 Cofrentes	1920	1.821
46097 Cofrentes	1910	1.890
46097 Cofrentes	1900	1.644
46098 Corbera	1991	3.116
46098 Corbera	1981	3.148
46098 Corbera	1970	3.223
46098 Corbera	1960	3.274
46098 Corbera	1950	3.106
46098 Corbera	1940	2.963
46098 Corbera	1930	2.649
46098 Corbera	1920	2.402
46098 Corbera	1910	2.333
46098 Corbera	1900	2.110
46099 Cortes de Pallás	1991	656
46099 Cortes de Pallás	1981	643
46099 Cortes de Pallás	1970	1.068
46099 Cortes de Pallás	1960	1.703
46099 Cortes de Pallás	1950	2.040
46099 Cortes de Pallás	1940	2.165
46099 Cortes de Pallás	1930	2.336
46099 Cortes de Pallás	1920	2.510
46099 Cortes de Pallás	1910	1.561
46099 Cortes de Pallás	1900	1.340
46100 Cotes	1991	378
46100 Cotes	1981	421
46100 Cotes	1970	461
46100 Cotes	1960	416
46100 Cotes	1950	407
46100 Cotes	1940	372
46100 Cotes	1930	260
46100 Cotes	1920	227
46100 Cotes	1910	246
46100 Cotes	1900	229
46105 Cullera	1991	19.984
46105 Cullera	1981	20.145
46105 Cullera	1970	15.738
46105 Cullera	1960	14.103
46105 Cullera	1950	14.831
46105 Cullera	1940	15.005
46105 Cullera	1930	13.335
46105 Cullera	1920	13.075
46105 Cullera	1910	13.556
46105 Cullera	1900	11.947
46113 Daimús	1991	1.263
46113 Daimús	1981	1.264
46113 Daimús	1970	1.277
46113 Daimús	1960	1.383
46113 Daimús	1950	1.316
46113 Daimús	1940	1.340
46113 Daimús	1930	1.242
46113 Daimús	1920	1.047
46113 Daimús	1910	928
46113 Daimús	1900	891
46114 Domeño	1991	497
46114 Domeño	1981	236
46114 Domeño	1970	466
46114 Domeño	1960	734
46114 Domeño	1950	731
46114 Domeño	1940	861
46114 Domeño	1930	731
46114 Domeño	1920	941
46114 Domeño	1910	996
46114 Domeño	1900	954
46115 Dos Aguas	1991	396
46115 Dos Aguas	1981	450
46115 Dos Aguas	1970	624
46115 Dos Aguas	1960	846
46115 Dos Aguas	1950	928
46115 Dos Aguas	1940	983
46115 Dos Aguas	1930	1.129
46115 Dos Aguas	1920	1.254
46115 Dos Aguas	1910	1.305
46115 Dos Aguas	1900	1.174
46116 Eliana, l'	1991	8.245
46116 Eliana, l'	1981	4.697
46116 Eliana, l'	1970	2.363
46116 Eliana, l'	1960	1.481
46116 Eliana, l'	1950	""
46116 Eliana, l'	1940	""
46116 Eliana, l'	1930	""
46116 Eliana, l'	1920	""
46116 Eliana, l'	1910	""
46116 Eliana, l'	1900	""
46117 Emperador	1991	154
46117 Emperador	1981	""
46117 Emperador	1970	167
46117 Emperador	1960	190
46117 Emperador	1950	230
46117 Emperador	1940	216
46117 Emperador	1930	175
46117 Emperador	1920	143
46117 Emperador	1910	164
46117 Emperador	1900	172
46118 Enguera	1991	4.815
46118 Enguera	1981	5.045
46118 Enguera	1970	5.091
46118 Enguera	1960	5.144
46118 Enguera	1950	5.462
46118 Enguera	1940	5.663
46118 Enguera	1930	5.673
46118 Enguera	1920	5.825
46118 Enguera	1910	5.615
46118 Enguera	1900	5.746
46119 Ènova, l'	1991	1.150
46119 Ènova, l'	1981	1.227
46119 Ènova, l'	1970	1.368
46119 Ènova, l'	1960	1.412
46119 Ènova, l'	1950	1.447
46119 Ènova, l'	1940	1.490
46119 Ènova, l'	1930	1.465
46119 Ènova, l'	1920	1.348
46119 Ènova, l'	1910	1.405
46119 Ènova, l'	1900	1.312
46120 Estivella	1991	1.071
46120 Estivella	1981	1.108
46120 Estivella	1970	1.181
46120 Estivella	1960	1.167
46120 Estivella	1950	1.221
46120 Estivella	1940	1.220
46120 Estivella	1930	1.432
46120 Estivella	1920	1.335
46120 Estivella	1910	1.463
46120 Estivella	1900	1.315
46121 Estubeny	1991	136
46121 Estubeny	1981	164
46121 Estubeny	1970	181
46121 Estubeny	1960	187
46121 Estubeny	1950	236
46121 Estubeny	1940	217
46121 Estubeny	1930	234
46121 Estubeny	1920	247
46121 Estubeny	1910	213
46121 Estubeny	1900	285
46122 Faura	1991	2.784
46122 Faura	1981	2.772
46122 Faura	1970	2.628
46122 Faura	1960	2.287
46122 Faura	1950	1.907
46122 Faura	1940	1.848
46122 Faura	1930	1.669
46122 Faura	1920	1.537
46122 Faura	1910	1.505
46122 Faura	1900	""
46123 Favara	1991	1.671
46123 Favara	1981	1.688
46123 Favara	1970	1.651
46123 Favara	1960	1.679
46123 Favara	1950	1.614
46123 Favara	1940	1.459
46123 Favara	1930	1.251
46123 Favara	1920	1.030
46123 Favara	1910	975
46123 Favara	1900	783
46126 Foios	1991	5.352
46126 Foios	1981	5.255
46126 Foios	1970	4.341
46126 Foios	1960	3.565
46126 Foios	1950	3.321
46126 Foios	1940	3.017
46126 Foios	1930	2.909
46126 Foios	1920	2.376
46126 Foios	1910	2.126
46126 Foios	1900	1.548
46128 Font de la Figuera, la	1991	2.173
46128 Font de la Figuera, la	1981	2.208
46128 Font de la Figuera, la	1970	2.571
46128 Font de la Figuera, la	1960	2.974
46128 Font de la Figuera, la	1950	3.439
46128 Font de la Figuera, la	1940	3.189
46128 Font de la Figuera, la	1930	3.428
46128 Font de la Figuera, la	1920	3.779
46128 Font de la Figuera, la	1910	3.958
46128 Font de la Figuera, la	1900	4.046
46127 Font d'En Carròs, la	1991	3.191
46127 Font d'En Carròs, la	1981	3.306
46127 Font d'En Carròs, la	1970	3.235
46127 Font d'En Carròs, la	1960	3.136
46127 Font d'En Carròs, la	1950	3.015
46127 Font d'En Carròs, la	1940	2.910
46127 Font d'En Carròs, la	1930	2.794
46127 Font d'En Carròs, la	1920	2.495
46127 Font d'En Carròs, la	1910	2.477
46127 Font d'En Carròs, la	1900	2.192
46124 Fontanars dels Alforins	1991	922
46124 Fontanars dels Alforins	1981	1.017
46124 Fontanars dels Alforins	1970	1.125
46124 Fontanars dels Alforins	1960	1.168
46124 Fontanars dels Alforins	1950	1.279
46124 Fontanars dels Alforins	1940	1.261
46124 Fontanars dels Alforins	1930	1.246
46124 Fontanars dels Alforins	1920	""
46124 Fontanars dels Alforins	1910	""
46124 Fontanars dels Alforins	1900	""
46125 Fortaleny	1991	999
46125 Fortaleny	1981	967
46125 Fortaleny	1970	940
46125 Fortaleny	1960	946
46125 Fortaleny	1950	917
46125 Fortaleny	1940	912
46125 Fortaleny	1930	794
46125 Fortaleny	1920	789
46125 Fortaleny	1910	684
46125 Fortaleny	1900	576
46129 Fuenterrobles	1991	727
46129 Fuenterrobles	1981	833
46129 Fuenterrobles	1970	964
46129 Fuenterrobles	1960	1.229
46129 Fuenterrobles	1950	1.398
46129 Fuenterrobles	1940	1.321
46129 Fuenterrobles	1930	1.311
46129 Fuenterrobles	1920	1.488
46129 Fuenterrobles	1910	1.259
46129 Fuenterrobles	1900	1.076
46131 Gandia	1991	52.000
46131 Gandia	1981	48.494
46131 Gandia	1970	36.342
46131 Gandia	1960	20.340
46131 Gandia	1950	20.100
46131 Gandia	1940	19.975
46131 Gandia	1930	14.009
46131 Gandia	1920	12.676
46131 Gandia	1910	11.635
46131 Gandia	1900	10.026
46130 Gavarda	1991	1.229
46130 Gavarda	1981	1.178
46130 Gavarda	1970	1.281
46130 Gavarda	1960	1.381
46130 Gavarda	1950	1.167
46130 Gavarda	1940	1.211
46130 Gavarda	1930	1.146
46130 Gavarda	1920	947
46130 Gavarda	1910	864
46130 Gavarda	1900	746
46132 Genovés, el	1991	2.200
46132 Genovés, el	1981	2.031
46132 Genovés, el	1970	1.823
46132 Genovés, el	1960	1.714
46132 Genovés, el	1950	1.539
46132 Genovés, el	1940	1.380
46132 Genovés, el	1930	1.404
46132 Genovés, el	1920	1.258
46132 Genovés, el	1910	1.286
46132 Genovés, el	1900	1.166
46133 Gestalgar	1991	599
46133 Gestalgar	1981	654
46133 Gestalgar	1970	911
46133 Gestalgar	1960	1.360
46133 Gestalgar	1950	1.625
46133 Gestalgar	1940	1.493
46133 Gestalgar	1930	1.514
46133 Gestalgar	1920	1.778
46133 Gestalgar	1910	1.863
46133 Gestalgar	1900	1.755
46134 Gilet	1991	1.184
46134 Gilet	1981	993
46134 Gilet	1970	1.025
46134 Gilet	1960	1.022
46134 Gilet	1950	823
46134 Gilet	1940	767
46134 Gilet	1930	766
46134 Gilet	1920	739
46134 Gilet	1910	816
46134 Gilet	1900	852
46135 Godella	1991	9.621
46135 Godella	1981	7.804
46135 Godella	1970	5.702
46135 Godella	1960	5.117
46135 Godella	1950	4.702
46135 Godella	1940	4.574
46135 Godella	1930	3.345
46135 Godella	1920	2.861
46135 Godella	1910	2.697
46135 Godella	1900	2.200
46136 Godelleta	1991	1.891
46136 Godelleta	1981	1.816
46136 Godelleta	1970	1.708
46136 Godelleta	1960	1.635
46136 Godelleta	1950	1.678
46136 Godelleta	1940	1.588
46136 Godelleta	1930	1.598
46136 Godelleta	1920	1.540
46136 Godelleta	1910	1.706
46136 Godelleta	1900	1.956
46137 Granja de la Costera, la	1991	360
46137 Granja de la Costera, la	1981	444
46137 Granja de la Costera, la	1970	493
46137 Granja de la Costera, la	1960	482
46137 Granja de la Costera, la	1950	531
46137 Granja de la Costera, la	1940	576
46137 Granja de la Costera, la	1930	535
46137 Granja de la Costera, la	1920	502
46137 Granja de la Costera, la	1910	577
46137 Granja de la Costera, la	1900	490
46138 Guadasséquies	1991	405
46138 Guadasséquies	1981	358
46138 Guadasséquies	1970	360
46138 Guadasséquies	1960	346
46138 Guadasséquies	1950	358
46138 Guadasséquies	1940	337
46138 Guadasséquies	1930	333
46138 Guadasséquies	1920	334
46138 Guadasséquies	1910	325
46138 Guadasséquies	1900	375
46139 Guadassuar	1991	5.355
46139 Guadassuar	1981	5.379
46139 Guadassuar	1970	5.118
46139 Guadassuar	1960	5.014
46139 Guadassuar	1950	4.704
46139 Guadassuar	1940	4.400
46139 Guadassuar	1930	4.037
46139 Guadassuar	1920	3.583
46139 Guadassuar	1910	3.115
46139 Guadassuar	1900	2.676
46140 Guardamar de la Safor	1991	51
46140 Guardamar de la Safor	1981	45
46140 Guardamar de la Safor	1970	109
46140 Guardamar de la Safor	1960	146
46140 Guardamar de la Safor	1950	159
46140 Guardamar de la Safor	1940	179
46140 Guardamar de la Safor	1930	173
46140 Guardamar de la Safor	1920	152
46140 Guardamar de la Safor	1910	114
46140 Guardamar de la Safor	1900	149
46141 Higueruelas	1991	546
46141 Higueruelas	1981	604
46141 Higueruelas	1970	640
46141 Higueruelas	1960	676
46141 Higueruelas	1950	776
46141 Higueruelas	1940	686
46141 Higueruelas	1930	592
46141 Higueruelas	1920	643
46141 Higueruelas	1910	549
46141 Higueruelas	1900	480
46142 Jalance	1991	1.063
46142 Jalance	1981	1.577
46142 Jalance	1970	1.503
46142 Jalance	1960	1.808
46142 Jalance	1950	2.551
46142 Jalance	1940	2.371
46142 Jalance	1930	2.197
46142 Jalance	1920	2.360
46142 Jalance	1910	2.338
46142 Jalance	1900	2.028
46144 Jarafuel	1991	971
46144 Jarafuel	1981	1.403
46144 Jarafuel	1970	1.446
46144 Jarafuel	1960	2.005
46144 Jarafuel	1950	2.558
46144 Jarafuel	1940	2.552
46144 Jarafuel	1930	2.503
46144 Jarafuel	1920	2.508
46144 Jarafuel	1910	2.540
46144 Jarafuel	1900	2.175
46154 Llanera de Ranes	1991	963
46154 Llanera de Ranes	1981	959
46154 Llanera de Ranes	1970	1.005
46154 Llanera de Ranes	1960	945
46154 Llanera de Ranes	1950	976
46154 Llanera de Ranes	1940	907
46154 Llanera de Ranes	1930	922
46154 Llanera de Ranes	1920	939
46154 Llanera de Ranes	1910	988
46154 Llanera de Ranes	1900	890
46155 Llaurí	1991	1.388
46155 Llaurí	1981	1.557
46155 Llaurí	1970	1.681
46155 Llaurí	1960	1.862
46155 Llaurí	1950	1.806
46155 Llaurí	1940	1.817
46155 Llaurí	1930	1.542
46155 Llaurí	1920	1.366
46155 Llaurí	1910	1.432
46155 Llaurí	1900	959
46147 Llíria	1991	13.947
46147 Llíria	1981	12.587
46147 Llíria	1970	11.323
46147 Llíria	1960	9.723
46147 Llíria	1950	9.274
46147 Llíria	1940	10.624
46147 Llíria	1930	8.226
46147 Llíria	1920	9.557
46147 Llíria	1910	9.034
46147 Llíria	1900	8.864
46153 Llocnou de Sant Jeroni	1991	557
46153 Llocnou de Sant Jeroni	1981	585
46153 Llocnou de Sant Jeroni	1970	730
46153 Llocnou de Sant Jeroni	1960	752
46153 Llocnou de Sant Jeroni	1950	681
46153 Llocnou de Sant Jeroni	1940	729
46153 Llocnou de Sant Jeroni	1930	649
46153 Llocnou de Sant Jeroni	1920	566
46153 Llocnou de Sant Jeroni	1910	544
46153 Llocnou de Sant Jeroni	1900	538
46151 Llocnou d'En Fenollet	1991	667
46151 Llocnou d'En Fenollet	1981	635
46151 Llocnou d'En Fenollet	1970	614
46151 Llocnou d'En Fenollet	1960	597
46151 Llocnou d'En Fenollet	1950	628
46151 Llocnou d'En Fenollet	1940	597
46151 Llocnou d'En Fenollet	1930	511
46151 Llocnou d'En Fenollet	1920	452
46151 Llocnou d'En Fenollet	1910	496
46151 Llocnou d'En Fenollet	1900	450
46156 Llombai	1991	2.158
46156 Llombai	1981	2.051
46156 Llombai	1970	1.970
46156 Llombai	1960	2.005
46156 Llombai	1950	2.253
46156 Llombai	1940	2.288
46156 Llombai	1930	2.167
46156 Llombai	1920	2.233
46156 Llombai	1910	2.269
46156 Llombai	1900	2.067
46157 Llosa de Ranes, la	1991	3.539
46157 Llosa de Ranes, la	1981	3.461
46157 Llosa de Ranes, la	1970	3.186
46157 Llosa de Ranes, la	1960	2.872
46157 Llosa de Ranes, la	1950	2.661
46157 Llosa de Ranes, la	1940	2.631
46157 Llosa de Ranes, la	1930	2.582
46157 Llosa de Ranes, la	1920	2.449
46157 Llosa de Ranes, la	1910	2.575
46157 Llosa de Ranes, la	1900	2.257
46150 Llutxent	1991	2.357
46150 Llutxent	1981	2.314
46150 Llutxent	1970	2.234
46150 Llutxent	1960	2.173
46150 Llutxent	1950	2.028
46150 Llutxent	1940	1.890
46150 Llutxent	1930	1.914
46150 Llutxent	1920	1.822
46150 Llutxent	1910	1.577
46150 Llutxent	1900	1.558
46148 Loriguilla	1991	984
46148 Loriguilla	1981	1.000
46148 Loriguilla	1970	794
46148 Loriguilla	1960	885
46148 Loriguilla	1950	757
46148 Loriguilla	1940	843
46148 Loriguilla	1930	740
46148 Loriguilla	1920	861
46148 Loriguilla	1910	854
46148 Loriguilla	1900	784
46149 Losa del Obispo	1991	478
46149 Losa del Obispo	1981	476
46149 Losa del Obispo	1970	596
46149 Losa del Obispo	1960	629
46149 Losa del Obispo	1950	737
46149 Losa del Obispo	1940	691
46149 Losa del Obispo	1930	686
46149 Losa del Obispo	1920	839
46149 Losa del Obispo	1910	796
46149 Losa del Obispo	1900	789
46152 Llocnou de la Corona	1991	123
46152 Llocnou de la Corona	1981	121
46152 Llocnou de la Corona	1970	144
46152 Llocnou de la Corona	1960	204
46152 Llocnou de la Corona	1950	187
46152 Llocnou de la Corona	1940	220
46152 Llocnou de la Corona	1930	226
46152 Llocnou de la Corona	1920	217
46152 Llocnou de la Corona	1910	231
46152 Llocnou de la Corona	1900	256
46158 Macastre	1991	859
46158 Macastre	1981	820
46158 Macastre	1970	773
46158 Macastre	1960	986
46158 Macastre	1950	974
46158 Macastre	1940	1.008
46158 Macastre	1930	1.018
46158 Macastre	1920	993
46158 Macastre	1910	930
46158 Macastre	1900	987
46159 Manises	1991	24.453
46159 Manises	1981	23.975
46159 Manises	1970	19.945
46159 Manises	1960	13.097
46159 Manises	1950	9.173
46159 Manises	1940	7.711
46159 Manises	1930	6.667
46159 Manises	1920	5.010
46159 Manises	1910	4.076
46159 Manises	1900	3.577
46160 Manuel	1991	2.406
46160 Manuel	1981	2.497
46160 Manuel	1970	2.754
46160 Manuel	1960	2.696
46160 Manuel	1950	2.689
46160 Manuel	1940	2.626
46160 Manuel	1930	2.444
46160 Manuel	1920	2.306
46160 Manuel	1910	2.427
46160 Manuel	1900	2.130
46161 Marines	1991	2.964
46161 Marines	1981	2.663
46161 Marines	1970	872
46161 Marines	1960	547
46161 Marines	1950	654
46161 Marines	1940	727
46161 Marines	1930	735
46161 Marines	1920	876
46161 Marines	1910	945
46161 Marines	1900	915
46162 Massalavés	1991	1.454
46162 Massalavés	1981	1.535
46162 Massalavés	1970	1.535
46162 Massalavés	1960	1.429
46162 Massalavés	1950	1.464
46162 Massalavés	1940	1.172
46162 Massalavés	1930	1.087
46162 Massalavés	1920	987
46162 Massalavés	1910	832
46162 Massalavés	1900	796
46163 Massalfassar	1991	1.384
46163 Massalfassar	1981	1.464
46163 Massalfassar	1970	1.559
46163 Massalfassar	1960	1.471
46163 Massalfassar	1950	1.325
46163 Massalfassar	1940	1.224
46163 Massalfassar	1930	1.131
46163 Massalfassar	1920	1.071
46163 Massalfassar	1910	1.030
46163 Massalfassar	1900	853
46164 Massamagrell	1991	12.100
46164 Massamagrell	1981	11.847
46164 Massamagrell	1970	8.985
46164 Massamagrell	1960	5.778
46164 Massamagrell	1950	4.294
46164 Massamagrell	1940	4.027
46164 Massamagrell	1930	3.794
46164 Massamagrell	1920	3.291
46164 Massamagrell	1910	3.003
46164 Massamagrell	1900	2.613
46165 Massanassa	1991	7.632
46165 Massanassa	1981	6.983
46165 Massanassa	1970	6.010
46165 Massanassa	1960	5.053
46165 Massanassa	1950	5.023
46165 Massanassa	1940	4.836
46165 Massanassa	1930	4.272
46165 Massanassa	1920	3.342
46165 Massanassa	1910	3.336
46165 Massanassa	1900	3.229
46166 Meliana	1991	9.122
46166 Meliana	1981	8.847
46166 Meliana	1970	7.122
46166 Meliana	1960	5.173
46166 Meliana	1950	4.659
46166 Meliana	1940	4.530
46166 Meliana	1930	4.002
46166 Meliana	1920	3.392
46166 Meliana	1910	3.199
46166 Meliana	1900	2.696
46167 Millares	1991	762
46167 Millares	1981	827
46167 Millares	1970	1.013
46167 Millares	1960	1.259
46167 Millares	1950	1.428
46167 Millares	1940	1.466
46167 Millares	1930	2.323
46167 Millares	1920	986
46167 Millares	1910	881
46167 Millares	1900	816
46168 Miramar	1991	931
46168 Miramar	1981	909
46168 Miramar	1970	1.046
46168 Miramar	1960	1.038
46168 Miramar	1950	1.108
46168 Miramar	1940	1.123
46168 Miramar	1930	1.026
46168 Miramar	1920	892
46168 Miramar	1910	980
46168 Miramar	1900	880
46169 Mislata	1991	38.740
46169 Mislata	1981	33.384
46169 Mislata	1970	20.020
46169 Mislata	1960	10.931
46169 Mislata	1950	6.970
46169 Mislata	1940	6.638
46169 Mislata	1930	4.962
46169 Mislata	1920	2.580
46169 Mislata	1910	1.729
46169 Mislata	1900	1.411
46170 Mogente/Moixent	1991	4.070
46170 Mogente/Moixent	1981	3.976
46170 Mogente/Moixent	1970	3.710
46170 Mogente/Moixent	1960	3.713
46170 Mogente/Moixent	1950	3.792
46170 Mogente/Moixent	1940	3.812
46170 Mogente/Moixent	1930	3.745
46170 Mogente/Moixent	1920	4.053
46170 Mogente/Moixent	1910	4.187
46170 Mogente/Moixent	1900	4.333
46171 Moncada	1991	18.073
46171 Moncada	1981	16.934
46171 Moncada	1970	13.663
46171 Moncada	1960	8.667
46171 Moncada	1950	7.279
46171 Moncada	1940	5.884
46171 Moncada	1930	5.181
46171 Moncada	1920	4.414
46171 Moncada	1910	4.356
46171 Moncada	1900	3.589
46172 Montserrat	1991	2.535
46172 Montserrat	1981	2.504
46172 Montserrat	1970	2.272
46172 Montserrat	1960	2.011
46172 Montserrat	1950	2.057
46172 Montserrat	1940	2.051
46172 Montserrat	1930	2.099
46172 Montserrat	1920	2.071
46172 Montserrat	1910	2.390
46172 Montserrat	1900	2.450
46173 Montaverner	1991	1.639
46173 Montaverner	1981	1.660
46173 Montaverner	1970	1.553
46173 Montaverner	1960	1.373
46173 Montaverner	1950	1.232
46173 Montaverner	1940	1.179
46173 Montaverner	1930	1.126
46173 Montaverner	1920	986
46173 Montaverner	1910	956
46173 Montaverner	1900	1.009
46174 Montesa	1991	1.251
46174 Montesa	1981	1.192
46174 Montesa	1970	1.211
46174 Montesa	1960	1.264
46174 Montesa	1950	1.337
46174 Montesa	1940	1.317
46174 Montesa	1930	1.254
46174 Montesa	1920	1.297
46174 Montesa	1910	1.425
46174 Montesa	1900	1.346
46175 Montitxelvo/Montichelvo	1991	627
46175 Montitxelvo/Montichelvo	1981	709
46175 Montitxelvo/Montichelvo	1970	644
46175 Montitxelvo/Montichelvo	1960	708
46175 Montitxelvo/Montichelvo	1950	762
46175 Montitxelvo/Montichelvo	1940	769
46175 Montitxelvo/Montichelvo	1930	708
46175 Montitxelvo/Montichelvo	1920	779
46175 Montitxelvo/Montichelvo	1910	820
46175 Montitxelvo/Montichelvo	1900	819
46176 Montroi/Montroy	1991	1.481
46176 Montroi/Montroy	1981	1.342
46176 Montroi/Montroy	1970	1.322
46176 Montroi/Montroy	1960	1.379
46176 Montroi/Montroy	1950	1.519
46176 Montroi/Montroy	1940	1.427
46176 Montroi/Montroy	1930	1.327
46176 Montroi/Montroy	1920	1.449
46176 Montroi/Montroy	1910	1.521
46176 Montroi/Montroy	1900	1.508
46177 Museros	1991	4.097
46177 Museros	1981	4.165
46177 Museros	1970	2.907
46177 Museros	1960	2.524
46177 Museros	1950	2.277
46177 Museros	1940	2.249
46177 Museros	1930	2.119
46177 Museros	1920	1.948
46177 Museros	1910	1.771
