Municipios	Periodo	Total
46177 Museros	1900	1.576
46178 Nàquera/Náquera	1991	1.449
46178 Nàquera/Náquera	1981	1.462
46178 Nàquera/Náquera	1970	1.267
46178 Nàquera/Náquera	1960	1.056
46178 Nàquera/Náquera	1950	1.024
46178 Nàquera/Náquera	1940	929
46178 Nàquera/Náquera	1930	1.106
46178 Nàquera/Náquera	1920	1.186
46178 Nàquera/Náquera	1910	1.180
46178 Nàquera/Náquera	1900	1.097
46179 Navarrés	1991	2.838
46179 Navarrés	1981	2.615
46179 Navarrés	1970	2.683
46179 Navarrés	1960	2.847
46179 Navarrés	1950	2.867
46179 Navarrés	1940	2.780
46179 Navarrés	1930	2.659
46179 Navarrés	1920	2.619
46179 Navarrés	1910	2.577
46179 Navarrés	1900	2.643
46180 Novelé/Novetlè	1991	562
46180 Novelé/Novetlè	1981	570
46180 Novelé/Novetlè	1970	656
46180 Novelé/Novetlè	1960	738
46180 Novelé/Novetlè	1950	719
46180 Novelé/Novetlè	1940	772
46180 Novelé/Novetlè	1930	747
46180 Novelé/Novetlè	1920	721
46180 Novelé/Novetlè	1910	697
46180 Novelé/Novetlè	1900	612
46181 Oliva	1991	20.311
46181 Oliva	1981	19.580
46181 Oliva	1970	16.772
46181 Oliva	1960	14.579
46181 Oliva	1950	13.343
46181 Oliva	1940	18.407
46181 Oliva	1930	12.178
46181 Oliva	1920	8.995
46181 Oliva	1910	9.619
46181 Oliva	1900	7.956
46183 Olleria, l'	1991	6.791
46183 Olleria, l'	1981	6.349
46183 Olleria, l'	1970	5.703
46183 Olleria, l'	1960	4.580
46183 Olleria, l'	1950	4.212
46183 Olleria, l'	1940	3.916
46183 Olleria, l'	1930	3.737
46183 Olleria, l'	1920	3.459
46183 Olleria, l'	1910	3.761
46183 Olleria, l'	1900	3.777
46182 Olocau	1991	568
46182 Olocau	1981	573
46182 Olocau	1970	559
46182 Olocau	1960	694
46182 Olocau	1950	828
46182 Olocau	1940	829
46182 Olocau	1930	914
46182 Olocau	1920	1.195
46182 Olocau	1910	1.411
46182 Olocau	1900	1.243
46184 Ontinyent	1991	29.511
46184 Ontinyent	1981	28.123
46184 Ontinyent	1970	23.685
46184 Ontinyent	1960	18.787
46184 Ontinyent	1950	14.689
46184 Ontinyent	1940	13.564
46184 Ontinyent	1930	12.342
46184 Ontinyent	1920	12.470
46184 Ontinyent	1910	12.390
46184 Ontinyent	1900	11.430
46185 Otos	1991	562
46185 Otos	1981	545
46185 Otos	1970	543
46185 Otos	1960	520
46185 Otos	1950	592
46185 Otos	1940	614
46185 Otos	1930	671
46185 Otos	1920	683
46185 Otos	1910	729
46185 Otos	1900	825
46186 Paiporta	1991	15.627
46186 Paiporta	1981	14.514
46186 Paiporta	1970	11.224
46186 Paiporta	1960	4.054
46186 Paiporta	1950	3.574
46186 Paiporta	1940	3.182
46186 Paiporta	1930	3.074
46186 Paiporta	1920	2.746
46186 Paiporta	1910	2.506
46186 Paiporta	1900	2.296
46187 Palma de Gandía	1991	1.499
46187 Palma de Gandía	1981	1.511
46187 Palma de Gandía	1970	1.681
46187 Palma de Gandía	1960	1.698
46187 Palma de Gandía	1950	1.479
46187 Palma de Gandía	1940	1.473
46187 Palma de Gandía	1930	1.328
46187 Palma de Gandía	1920	949
46187 Palma de Gandía	1910	985
46187 Palma de Gandía	1900	937
46188 Palmera	1991	477
46188 Palmera	1981	517
46188 Palmera	1970	578
46188 Palmera	1960	564
46188 Palmera	1950	539
46188 Palmera	1940	522
46188 Palmera	1930	506
46188 Palmera	1920	446
46188 Palmera	1910	453
46188 Palmera	1900	458
46189 Palomar, el	1991	502
46189 Palomar, el	1981	507
46189 Palomar, el	1970	539
46189 Palomar, el	1960	553
46189 Palomar, el	1950	587
46189 Palomar, el	1940	597
46189 Palomar, el	1930	645
46189 Palomar, el	1920	657
46189 Palomar, el	1910	681
46189 Palomar, el	1900	705
46190 Paterna	1991	42.855
46190 Paterna	1981	34.425
46190 Paterna	1970	22.944
46190 Paterna	1960	16.951
46190 Paterna	1950	11.724
46190 Paterna	1940	10.008
46190 Paterna	1930	6.353
46190 Paterna	1920	5.042
46190 Paterna	1910	3.781
46190 Paterna	1900	3.509
46191 Pedralba	1991	1.969
46191 Pedralba	1981	2.033
46191 Pedralba	1970	2.155
46191 Pedralba	1960	2.276
46191 Pedralba	1950	2.572
46191 Pedralba	1940	2.565
46191 Pedralba	1930	2.555
46191 Pedralba	1920	2.722
46191 Pedralba	1910	2.967
46191 Pedralba	1900	2.983
46192 Petrés	1991	712
46192 Petrés	1981	520
46192 Petrés	1970	529
46192 Petrés	1960	664
46192 Petrés	1950	534
46192 Petrés	1940	655
46192 Petrés	1930	650
46192 Petrés	1920	688
46192 Petrés	1910	633
46192 Petrés	1900	547
46193 Picanya	1991	7.789
46193 Picanya	1981	7.062
46193 Picanya	1970	5.389
46193 Picanya	1960	4.620
46193 Picanya	1950	3.011
46193 Picanya	1940	2.789
46193 Picanya	1930	2.288
46193 Picanya	1920	1.684
46193 Picanya	1910	1.472
46193 Picanya	1900	1.293
46194 Picassent	1991	14.604
46194 Picassent	1981	13.691
46194 Picassent	1970	11.143
46194 Picassent	1960	8.433
46194 Picassent	1950	6.974
46194 Picassent	1940	6.007
46194 Picassent	1930	5.322
46194 Picassent	1920	4.898
46194 Picassent	1910	4.500
46194 Picassent	1900	4.052
46195 Piles	1991	1.986
46195 Piles	1981	1.943
46195 Piles	1970	1.925
46195 Piles	1960	1.662
46195 Piles	1950	1.727
46195 Piles	1940	1.786
46195 Piles	1930	1.648
46195 Piles	1920	1.579
46195 Piles	1910	1.682
46195 Piles	1900	1.687
46196 Pinet	1991	245
46196 Pinet	1981	260
46196 Pinet	1970	296
46196 Pinet	1960	339
46196 Pinet	1950	341
46196 Pinet	1940	343
46196 Pinet	1930	378
46196 Pinet	1920	434
46196 Pinet	1910	418
46196 Pinet	1900	363
46199 Pobla de Farnals, la	1991	4.501
46199 Pobla de Farnals, la	1981	4.169
46199 Pobla de Farnals, la	1970	2.606
46199 Pobla de Farnals, la	1960	1.550
46199 Pobla de Farnals, la	1950	1.514
46199 Pobla de Farnals, la	1940	1.435
46199 Pobla de Farnals, la	1930	1.326
46199 Pobla de Farnals, la	1920	1.258
46199 Pobla de Farnals, la	1910	1.145
46199 Pobla de Farnals, la	1900	1.081
46202 Pobla de Vallbona, la	1991	8.085
46202 Pobla de Vallbona, la	1981	7.054
46202 Pobla de Vallbona, la	1970	5.626
46202 Pobla de Vallbona, la	1960	4.912
46202 Pobla de Vallbona, la	1950	5.864
46202 Pobla de Vallbona, la	1940	5.404
46202 Pobla de Vallbona, la	1930	4.775
46202 Pobla de Vallbona, la	1920	4.327
46202 Pobla de Vallbona, la	1910	4.035
46202 Pobla de Vallbona, la	1900	3.491
46200 Pobla del Duc, la	1991	2.522
46200 Pobla del Duc, la	1981	2.666
46200 Pobla del Duc, la	1970	2.541
46200 Pobla del Duc, la	1960	2.333
46200 Pobla del Duc, la	1950	2.182
46200 Pobla del Duc, la	1940	1.955
46200 Pobla del Duc, la	1930	2.016
46200 Pobla del Duc, la	1920	1.836
46200 Pobla del Duc, la	1910	1.946
46200 Pobla del Duc, la	1900	1.954
46203 Pobla Llarga, la	1991	4.353
46203 Pobla Llarga, la	1981	4.418
46203 Pobla Llarga, la	1970	4.293
46203 Pobla Llarga, la	1960	4.050
46203 Pobla Llarga, la	1950	4.080
46203 Pobla Llarga, la	1940	3.928
46203 Pobla Llarga, la	1930	3.254
46203 Pobla Llarga, la	1920	3.507
46203 Pobla Llarga, la	1910	3.223
46203 Pobla Llarga, la	1900	2.213
46197 Polinyà de Xúquer	1991	2.946
46197 Polinyà de Xúquer	1981	2.980
46197 Polinyà de Xúquer	1970	2.909
46197 Polinyà de Xúquer	1960	3.061
46197 Polinyà de Xúquer	1950	3.066
46197 Polinyà de Xúquer	1940	3.084
46197 Polinyà de Xúquer	1930	2.829
46197 Polinyà de Xúquer	1920	2.596
46197 Polinyà de Xúquer	1910	2.570
46197 Polinyà de Xúquer	1900	1.925
46198 Potries	1991	964
46198 Potries	1981	971
46198 Potries	1970	1.049
46198 Potries	1960	1.112
46198 Potries	1950	1.042
46198 Potries	1940	1.342
46198 Potries	1930	1.078
46198 Potries	1920	868
46198 Potries	1910	917
46198 Potries	1900	834
46205 Puçol	1991	12.432
46205 Puçol	1981	11.466
46205 Puçol	1970	9.647
46205 Puçol	1960	6.984
46205 Puçol	1950	5.456
46205 Puçol	1940	4.959
46205 Puçol	1930	4.562
46205 Puçol	1920	4.110
46205 Puçol	1910	4.028
46205 Puçol	1900	3.702
46201 Puebla de San Miguel	1991	35
46201 Puebla de San Miguel	1981	45
46201 Puebla de San Miguel	1970	96
46201 Puebla de San Miguel	1960	287
46201 Puebla de San Miguel	1950	357
46201 Puebla de San Miguel	1940	369
46201 Puebla de San Miguel	1930	375
46201 Puebla de San Miguel	1920	399
46201 Puebla de San Miguel	1910	369
46201 Puebla de San Miguel	1900	377
46204 Puig de Santa Maria, el	1991	6.430
46204 Puig de Santa Maria, el	1981	5.111
46204 Puig de Santa Maria, el	1970	4.497
46204 Puig de Santa Maria, el	1960	3.522
46204 Puig de Santa Maria, el	1950	3.390
46204 Puig de Santa Maria, el	1940	5.139
46204 Puig de Santa Maria, el	1930	2.620
46204 Puig de Santa Maria, el	1920	2.558
46204 Puig de Santa Maria, el	1910	2.420
46204 Puig de Santa Maria, el	1900	1.923
46101 Quart de les Valls	1991	1.079
46101 Quart de les Valls	1981	1.122
46101 Quart de les Valls	1970	1.127
46101 Quart de les Valls	1960	1.188
46101 Quart de les Valls	1950	1.092
46101 Quart de les Valls	1940	1.107
46101 Quart de les Valls	1930	1.104
46101 Quart de les Valls	1920	1.037
46101 Quart de les Valls	1910	1.029
46101 Quart de les Valls	1900	918
46102 Quart de Poblet	1991	27.404
46102 Quart de Poblet	1981	27.409
46102 Quart de Poblet	1970	20.529
46102 Quart de Poblet	1960	10.571
46102 Quart de Poblet	1950	5.408
46102 Quart de Poblet	1940	3.993
46102 Quart de Poblet	1930	3.152
46102 Quart de Poblet	1920	2.644
46102 Quart de Poblet	1910	2.263
46102 Quart de Poblet	1900	1.814
46103 Quartell	1991	1.331
46103 Quartell	1981	1.411
46103 Quartell	1970	1.260
46103 Quartell	1960	1.265
46103 Quartell	1950	1.114
46103 Quartell	1940	1.182
46103 Quartell	1930	1.093
46103 Quartell	1920	1.073
46103 Quartell	1910	1.077
46103 Quartell	1900	999
46104 Quatretonda	1991	2.577
46104 Quatretonda	1981	2.540
46104 Quatretonda	1970	2.402
46104 Quatretonda	1960	2.334
46104 Quatretonda	1950	2.298
46104 Quatretonda	1940	2.198
46104 Quatretonda	1930	2.202
46104 Quatretonda	1920	2.119
46104 Quatretonda	1910	2.115
46104 Quatretonda	1900	2.114
46206 Quesa	1991	776
46206 Quesa	1981	796
46206 Quesa	1970	893
46206 Quesa	1960	1.163
46206 Quesa	1950	1.407
46206 Quesa	1940	1.374
46206 Quesa	1930	1.346
46206 Quesa	1920	1.089
46206 Quesa	1910	989
46206 Quesa	1900	943
46207 Rafelbunyol	1991	4.934
46207 Rafelbunyol	1981	4.914
46207 Rafelbunyol	1970	4.315
46207 Rafelbunyol	1960	3.281
46207 Rafelbunyol	1950	2.916
46207 Rafelbunyol	1940	2.611
46207 Rafelbunyol	1930	2.520
46207 Rafelbunyol	1920	2.141
46207 Rafelbunyol	1910	1.949
46207 Rafelbunyol	1900	1.689
46208 Rafelcofer	1991	1.461
46208 Rafelcofer	1981	1.496
46208 Rafelcofer	1970	1.421
46208 Rafelcofer	1960	1.599
46208 Rafelcofer	1950	1.708
46208 Rafelcofer	1940	1.811
46208 Rafelcofer	1930	1.805
46208 Rafelcofer	1920	1.733
46208 Rafelcofer	1910	1.854
46208 Rafelcofer	1900	1.783
46209 Rafelguaraf	1991	2.410
46209 Rafelguaraf	1981	2.345
46209 Rafelguaraf	1970	2.140
46209 Rafelguaraf	1960	2.325
46209 Rafelguaraf	1950	2.323
46209 Rafelguaraf	1940	2.062
46209 Rafelguaraf	1930	1.941
46209 Rafelguaraf	1920	1.591
46209 Rafelguaraf	1910	1.591
46209 Rafelguaraf	1900	1.217
46210 Ráfol de Salem	1991	376
46210 Ráfol de Salem	1981	410
46210 Ráfol de Salem	1970	523
46210 Ráfol de Salem	1960	520
46210 Ráfol de Salem	1950	516
46210 Ráfol de Salem	1940	533
46210 Ráfol de Salem	1930	537
46210 Ráfol de Salem	1920	552
46210 Ráfol de Salem	1910	572
46210 Ráfol de Salem	1900	593
46211 Real de Gandia, el	1991	1.872
46211 Real de Gandia, el	1981	1.844
46211 Real de Gandia, el	1970	1.856
46211 Real de Gandia, el	1960	1.903
46211 Real de Gandia, el	1950	1.752
46211 Real de Gandia, el	1940	1.894
46211 Real de Gandia, el	1930	1.601
46211 Real de Gandia, el	1920	1.514
46211 Real de Gandia, el	1910	1.575
46211 Real de Gandia, el	1900	1.405
46212 Real	1991	1.828
46212 Real	1981	1.832
46212 Real	1970	1.804
46212 Real	1960	1.765
46212 Real	1950	1.746
46212 Real	1940	1.678
46212 Real	1930	1.655
46212 Real	1920	1.615
46212 Real	1910	1.619
46212 Real	1900	1.574
46213 Requena	1991	17.014
46213 Requena	1981	18.152
46213 Requena	1970	17.840
46213 Requena	1960	18.933
46213 Requena	1950	20.253
46213 Requena	1940	19.422
46213 Requena	1930	17.650
46213 Requena	1920	18.818
46213 Requena	1910	17.658
46213 Requena	1900	16.236
46214 Riba-roja de Túria	1991	9.815
46214 Riba-roja de Túria	1981	8.035
46214 Riba-roja de Túria	1970	7.058
46214 Riba-roja de Túria	1960	5.781
46214 Riba-roja de Túria	1950	4.888
46214 Riba-roja de Túria	1940	4.764
46214 Riba-roja de Túria	1930	4.458
46214 Riba-roja de Túria	1920	4.372
46214 Riba-roja de Túria	1910	4.001
46214 Riba-roja de Túria	1900	3.624
46215 Riola	1991	1.630
46215 Riola	1981	1.743
46215 Riola	1970	1.597
46215 Riola	1960	1.601
46215 Riola	1950	1.602
46215 Riola	1940	1.556
46215 Riola	1930	1.460
46215 Riola	1920	1.362
46215 Riola	1910	1.361
46215 Riola	1900	1.058
46216 Rocafort	1991	4.055
46216 Rocafort	1981	3.087
46216 Rocafort	1970	2.200
46216 Rocafort	1960	1.550
46216 Rocafort	1950	1.299
46216 Rocafort	1940	1.267
46216 Rocafort	1930	969
46216 Rocafort	1920	831
46216 Rocafort	1910	717
46216 Rocafort	1900	526
46217 Rotglà i Corberà	1991	988
46217 Rotglà i Corberà	1981	1.068
46217 Rotglà i Corberà	1970	1.062
46217 Rotglà i Corberà	1960	1.004
46217 Rotglà i Corberà	1950	1.017
46217 Rotglà i Corberà	1940	1.096
46217 Rotglà i Corberà	1930	1.006
46217 Rotglà i Corberà	1920	970
46217 Rotglà i Corberà	1910	990
46217 Rotglà i Corberà	1900	973
46218 Ròtova	1991	1.261
46218 Ròtova	1981	1.396
46218 Ròtova	1970	1.347
46218 Ròtova	1960	1.250
46218 Ròtova	1950	1.183
46218 Ròtova	1940	1.191
46218 Ròtova	1930	1.160
46218 Ròtova	1920	1.003
46218 Ròtova	1910	1.141
46218 Ròtova	1900	1.090
46219 Rugat	1991	199
46219 Rugat	1981	235
46219 Rugat	1970	261
46219 Rugat	1960	284
46219 Rugat	1950	288
46219 Rugat	1940	278
46219 Rugat	1930	248
46219 Rugat	1920	240
46219 Rugat	1910	207
46219 Rugat	1900	179
46220 Sagunto/Sagunt	1991	55.957
46220 Sagunto/Sagunt	1981	54.759
46220 Sagunto/Sagunt	1970	47.026
46220 Sagunto/Sagunt	1960	40.293
46220 Sagunto/Sagunt	1950	26.932
46220 Sagunto/Sagunt	1940	20.253
46220 Sagunto/Sagunt	1930	20.235
46220 Sagunto/Sagunt	1920	10.417
46220 Sagunto/Sagunt	1910	9.057
46220 Sagunto/Sagunt	1900	7.139
46221 Salem	1991	451
46221 Salem	1981	498
46221 Salem	1970	614
46221 Salem	1960	640
46221 Salem	1950	662
46221 Salem	1940	675
46221 Salem	1930	673
46221 Salem	1920	742
46221 Salem	1910	778
46221 Salem	1900	750
46222 Sant Joanet	1991	360
46222 Sant Joanet	1981	374
46222 Sant Joanet	1970	408
46222 Sant Joanet	1960	527
46222 Sant Joanet	1950	531
46222 Sant Joanet	1940	470
46222 Sant Joanet	1930	417
46222 Sant Joanet	1920	406
46222 Sant Joanet	1910	464
46222 Sant Joanet	1900	383
46223 Sedaví	1991	8.069
46223 Sedaví	1981	8.213
46223 Sedaví	1970	5.450
46223 Sedaví	1960	3.544
46223 Sedaví	1950	2.987
46223 Sedaví	1940	2.767
46223 Sedaví	1930	2.550
46223 Sedaví	1920	2.009
46223 Sedaví	1910	1.988
46223 Sedaví	1900	1.827
46224 Segart	1991	136
46224 Segart	1981	132
46224 Segart	1970	149
46224 Segart	1960	164
46224 Segart	1950	184
46224 Segart	1940	171
46224 Segart	1930	219
46224 Segart	1920	191
46224 Segart	1910	207
46224 Segart	1900	196
46225 Sellent	1991	484
46225 Sellent	1981	513
46225 Sellent	1970	516
46225 Sellent	1960	603
46225 Sellent	1950	583
46225 Sellent	1940	553
46225 Sellent	1930	552
46225 Sellent	1920	432
46225 Sellent	1910	447
46225 Sellent	1900	391
46226 Sempere	1991	47
46226 Sempere	1981	55
46226 Sempere	1970	85
46226 Sempere	1960	119
46226 Sempere	1950	146
46226 Sempere	1940	148
46226 Sempere	1930	166
46226 Sempere	1920	192
46226 Sempere	1910	208
46226 Sempere	1900	200
46227 Senyera	1991	820
46227 Senyera	1981	788
46227 Senyera	1970	740
46227 Senyera	1960	672
46227 Senyera	1950	698
46227 Senyera	1940	574
46227 Senyera	1930	556
46227 Senyera	1920	604
46227 Senyera	1910	584
46227 Senyera	1900	531
46228 Serra	1991	1.420
46228 Serra	1981	1.514
46228 Serra	1970	1.671
46228 Serra	1960	1.823
46228 Serra	1950	1.913
46228 Serra	1940	1.786
46228 Serra	1930	1.468
46228 Serra	1920	1.624
46228 Serra	1910	1.496
46228 Serra	1900	1.371
46229 Siete Aguas	1991	993
46229 Siete Aguas	1981	1.375
46229 Siete Aguas	1970	1.385
46229 Siete Aguas	1960	1.242
46229 Siete Aguas	1950	1.367
46229 Siete Aguas	1940	1.424
46229 Siete Aguas	1930	1.506
46229 Siete Aguas	1920	1.572
46229 Siete Aguas	1910	1.769
46229 Siete Aguas	1900	1.853
46230 Silla	1991	16.525
46230 Silla	1981	16.145
46230 Silla	1970	10.090
46230 Silla	1960	7.768
46230 Silla	1950	7.117
46230 Silla	1940	6.639
46230 Silla	1930	6.732
46230 Silla	1920	6.243
46230 Silla	1910	4.973
46230 Silla	1900	4.421
46231 Simat de la Valldigna	1991	3.085
46231 Simat de la Valldigna	1981	3.169
46231 Simat de la Valldigna	1970	3.418
46231 Simat de la Valldigna	1960	3.186
46231 Simat de la Valldigna	1950	3.337
46231 Simat de la Valldigna	1940	3.542
46231 Simat de la Valldigna	1930	3.118
46231 Simat de la Valldigna	1920	2.705
46231 Simat de la Valldigna	1910	2.841
46231 Simat de la Valldigna	1900	2.771
46232 Sinarcas	1991	1.231
46232 Sinarcas	1981	1.355
46232 Sinarcas	1970	1.507
46232 Sinarcas	1960	1.639
46232 Sinarcas	1950	1.642
46232 Sinarcas	1940	1.579
46232 Sinarcas	1930	1.432
46232 Sinarcas	1920	1.349
46232 Sinarcas	1910	1.286
46232 Sinarcas	1900	1.154
46233 Sollana	1991	4.088
46233 Sollana	1981	4.324
46233 Sollana	1970	4.017
46233 Sollana	1960	4.060
46233 Sollana	1950	4.024
46233 Sollana	1940	3.726
46233 Sollana	1930	3.457
46233 Sollana	1920	3.493
46233 Sollana	1910	3.171
46233 Sollana	1900	1.819
46234 Sot de Chera	1991	281
46234 Sot de Chera	1981	297
46234 Sot de Chera	1970	445
46234 Sot de Chera	1960	529
46234 Sot de Chera	1950	740
46234 Sot de Chera	1940	720
46234 Sot de Chera	1930	715
46234 Sot de Chera	1920	776
46234 Sot de Chera	1910	825
46234 Sot de Chera	1900	699
46235 Sueca	1991	22.932
46235 Sueca	1981	24.195
46235 Sueca	1970	21.500
46235 Sueca	1960	20.612
46235 Sueca	1950	20.290
46235 Sueca	1940	19.890
46235 Sueca	1930	17.571
46235 Sueca	1920	17.915
46235 Sueca	1910	17.178
46235 Sueca	1900	14.435
46236 Sumacàrcer	1991	1.354
46236 Sumacàrcer	1981	1.397
46236 Sumacàrcer	1970	1.586
46236 Sumacàrcer	1960	1.650
46236 Sumacàrcer	1950	1.567
46236 Sumacàrcer	1940	1.557
46236 Sumacàrcer	1930	1.455
46236 Sumacàrcer	1920	1.463
46236 Sumacàrcer	1910	1.562
46236 Sumacàrcer	1900	988
46237 Tavernes Blanques	1991	8.012
46237 Tavernes Blanques	1981	7.191
46237 Tavernes Blanques	1970	4.264
46237 Tavernes Blanques	1960	3.270
46237 Tavernes Blanques	1950	2.182
46237 Tavernes Blanques	1940	2.115
46237 Tavernes Blanques	1930	1.663
46237 Tavernes Blanques	1920	960
46237 Tavernes Blanques	1910	784
46237 Tavernes Blanques	1900	607
46238 Tavernes de la Valldigna	1991	16.062
46238 Tavernes de la Valldigna	1981	15.597
46238 Tavernes de la Valldigna	1970	13.962
46238 Tavernes de la Valldigna	1960	12.890
46238 Tavernes de la Valldigna	1950	12.168
46238 Tavernes de la Valldigna	1940	11.411
46238 Tavernes de la Valldigna	1930	10.249
46238 Tavernes de la Valldigna	1920	9.563
46238 Tavernes de la Valldigna	1910	9.061
46238 Tavernes de la Valldigna	1900	7.990
46239 Teresa de Cofrentes	1991	729
46239 Teresa de Cofrentes	1981	1.080
46239 Teresa de Cofrentes	1970	1.431
46239 Teresa de Cofrentes	1960	1.835
46239 Teresa de Cofrentes	1950	1.916
46239 Teresa de Cofrentes	1940	1.867
46239 Teresa de Cofrentes	1930	1.858
46239 Teresa de Cofrentes	1920	1.849
46239 Teresa de Cofrentes	1910	2.080
46239 Teresa de Cofrentes	1900	1.691
46240 Terrateig	1991	188
46240 Terrateig	1981	240
46240 Terrateig	1970	345
46240 Terrateig	1960	360
46240 Terrateig	1950	375
46240 Terrateig	1940	364
46240 Terrateig	1930	349
46240 Terrateig	1920	384
46240 Terrateig	1910	366
46240 Terrateig	1900	352
46241 Titaguas	1991	607
46241 Titaguas	1981	682
46241 Titaguas	1970	742
46241 Titaguas	1960	915
46241 Titaguas	1950	997
46241 Titaguas	1940	986
46241 Titaguas	1930	1.026
46241 Titaguas	1920	1.170
46241 Titaguas	1910	1.199
46241 Titaguas	1900	1.106
46242 Torrebaja	1991	455
46242 Torrebaja	1981	403
46242 Torrebaja	1970	671
46242 Torrebaja	1960	775
46242 Torrebaja	1950	872
46242 Torrebaja	1940	970
46242 Torrebaja	1930	896
46242 Torrebaja	1920	1.016
46242 Torrebaja	1910	964
46242 Torrebaja	1900	898
46243 Torrella	1991	171
46243 Torrella	1981	181
46243 Torrella	1970	213
46243 Torrella	1960	233
46243 Torrella	1950	236
46243 Torrella	1940	267
46243 Torrella	1930	283
46243 Torrella	1920	258
46243 Torrella	1910	263
46243 Torrella	1900	251
46244 Torrent	1991	56.191
46244 Torrent	1981	51.361
46244 Torrent	1970	39.724
46244 Torrent	1960	24.042
46244 Torrent	1950	15.974
46244 Torrent	1940	13.586
46244 Torrent	1930	10.443
46244 Torrent	1920	9.952
46244 Torrent	1910	9.490
46244 Torrent	1900	8.561
46245 Torres Torres	1991	375
46245 Torres Torres	1981	403
46245 Torres Torres	1970	430
46245 Torres Torres	1960	476
46245 Torres Torres	1950	521
46245 Torres Torres	1940	501
46245 Torres Torres	1930	508
46245 Torres Torres	1920	469
46245 Torres Torres	1910	501
46245 Torres Torres	1900	542
46246 Tous	1991	1.258
46246 Tous	1981	1.173
46246 Tous	1970	1.020
46246 Tous	1960	1.715
46246 Tous	1950	1.456
46246 Tous	1940	1.366
46246 Tous	1930	1.418
46246 Tous	1920	1.715
46246 Tous	1910	1.838
46246 Tous	1900	1.659
46247 Tuéjar	1991	1.329
46247 Tuéjar	1981	1.531
46247 Tuéjar	1970	1.776
46247 Tuéjar	1960	1.897
46247 Tuéjar	1950	2.316
46247 Tuéjar	1940	2.398
46247 Tuéjar	1930	1.973
46247 Tuéjar	1920	2.198
46247 Tuéjar	1910	2.243
46247 Tuéjar	1900	1.881
46248 Turís	1991	4.171
46248 Turís	1981	3.762
46248 Turís	1970	3.575
46248 Turís	1960	3.990
46248 Turís	1950	3.983
46248 Turís	1940	4.010
46248 Turís	1930	4.431
46248 Turís	1920	4.236
46248 Turís	1910	4.444
46248 Turís	1900	4.802
46249 Utiel	1991	11.392
46249 Utiel	1981	12.021
46249 Utiel	1970	11.384
46249 Utiel	1960	12.542
46249 Utiel	1950	13.365
46249 Utiel	1940	12.411
46249 Utiel	1930	11.875
46249 Utiel	1920	13.137
46249 Utiel	1910	11.777
46249 Utiel	1900	11.642
46250 València	1991	777.427
46250 València	1981	751.734
46250 València	1970	653.690
46250 València	1960	505.066
46250 València	1950	509.075
46250 València	1940	450.756
46250 València	1930	320.195
46250 València	1920	251.258
46250 València	1910	233.348
46250 València	1900	213.550
46251 Vallada	1991	2.944
46251 Vallada	1981	2.706
46251 Vallada	1970	2.500
46251 Vallada	1960	2.458
46251 Vallada	1950	2.316
46251 Vallada	1940	2.363
46251 Vallada	1930	2.482
46251 Vallada	1920	2.576
46251 Vallada	1910	2.719
46251 Vallada	1900	2.757
46252 Vallanca	1991	231
46252 Vallanca	1981	332
46252 Vallanca	1970	463
46252 Vallanca	1960	695
46252 Vallanca	1950	880
46252 Vallanca	1940	974
46252 Vallanca	1930	1.026
46252 Vallanca	1920	1.141
46252 Vallanca	1910	1.143
46252 Vallanca	1900	1.087
46253 Vallés	1991	95
46253 Vallés	1981	133
46253 Vallés	1970	174
46253 Vallés	1960	226
46253 Vallés	1950	247
46253 Vallés	1940	270
46253 Vallés	1930	278
46253 Vallés	1920	276
46253 Vallés	1910	291
46253 Vallés	1900	268
46254 Venta del Moro	1991	1.686
46254 Venta del Moro	1981	2.193
46254 Venta del Moro	1970	2.701
46254 Venta del Moro	1960	3.959
46254 Venta del Moro	1950	4.431
46254 Venta del Moro	1940	4.566
46254 Venta del Moro	1930	4.455
46254 Venta del Moro	1920	4.277
46254 Venta del Moro	1910	3.750
46254 Venta del Moro	1900	3.309
46256 Vilamarxant	1991	4.741
46256 Vilamarxant	1981	4.488
46256 Vilamarxant	1970	4.014
46256 Vilamarxant	1960	3.556
46256 Vilamarxant	1950	3.984
46256 Vilamarxant	1940	4.055
46256 Vilamarxant	1930	3.525
46256 Vilamarxant	1920	3.695
46256 Vilamarxant	1910	3.707
46256 Vilamarxant	1900	3.322
46255 Vilallonga/Villalonga	1991	3.564
46255 Vilallonga/Villalonga	1981	3.730
46255 Vilallonga/Villalonga	1970	3.499
46255 Vilallonga/Villalonga	1960	3.085
46255 Vilallonga/Villalonga	1950	2.918
46255 Vilallonga/Villalonga	1940	3.165
46255 Vilallonga/Villalonga	1930	3.080
46255 Vilallonga/Villalonga	1920	3.238
46255 Vilallonga/Villalonga	1910	3.084
46255 Vilallonga/Villalonga	1900	2.814
46257 Castelló	1991	6.967
46257 Castelló	1981	6.987
46257 Castelló	1970	6.976
46257 Castelló	1960	6.775
46257 Castelló	1950	6.544
46257 Castelló	1940	5.998
46257 Castelló	1930	5.570
46257 Castelló	1920	4.905
46257 Castelló	1910	4.566
46257 Castelló	1900	4.344
46258 Villar del Arzobispo	1991	3.398
46258 Villar del Arzobispo	1981	3.526
46258 Villar del Arzobispo	1970	3.697
46258 Villar del Arzobispo	1960	3.973
46258 Villar del Arzobispo	1950	4.303
46258 Villar del Arzobispo	1940	4.079
