city,year,population
03060 Quatretondeta,1900,440
03060 Quatretondeta,1910,380
03060 Quatretondeta,1920,439
03060 Quatretondeta,1930,443
03060 Quatretondeta,1940,437
03060 Quatretondeta,1950,439
03060 Quatretondeta,1960,394
03060 Quatretondeta,1970,284
03060 Quatretondeta,1981,255
03060 Quatretondeta,1991,200
03061 Daya Nueva,1996,1189
03061 Daya Nueva,1997,
03061 Daya Nueva,1998,1142
03061 Daya Nueva,1999,1139
03061 Daya Nueva,2000,1193
03061 Daya Nueva,2001,1175
03061 Daya Nueva,2002,1257
03061 Daya Nueva,2003,1272
03061 Daya Nueva,2004,1390
03061 Daya Nueva,2005,1562
03061 Daya Nueva,2006,1676
03061 Daya Nueva,2007,1761
03061 Daya Nueva,2008,1903
03061 Daya Nueva,2009,1942
03061 Daya Nueva,2010,1938
03061 Daya Nueva,2011,1988
03061 Daya Nueva,2012,1996
03061 Daya Nueva,2013,1956
03061 Daya Nueva,2014,1765
03061 Daya Nueva,2015,1732
03061 Daya Nueva,2016,1750
03061 Daya Nueva,2017,1684
03061 Daya Nueva,2018,1718
03061 Daya Nueva,2019,1737
03061 Daya Nueva,2020,1733
03061 Daya Nueva,2021,1757
03061 Daya Nueva,2022,1758
03061 Daya Nueva,1900,698
03061 Daya Nueva,1910,653
03061 Daya Nueva,1920,918
03061 Daya Nueva,1930,1073
03061 Daya Nueva,1940,1159
03061 Daya Nueva,1950,1301
03061 Daya Nueva,1960,1241
03061 Daya Nueva,1970,1136
03061 Daya Nueva,1981,1170
03061 Daya Nueva,1991,1189
03062 Daya Vieja,1996,183
03062 Daya Vieja,1997,
03062 Daya Vieja,1998,168
03062 Daya Vieja,1999,163
03062 Daya Vieja,2000,190
03062 Daya Vieja,2001,198
03062 Daya Vieja,2002,204
03062 Daya Vieja,2003,222
03062 Daya Vieja,2004,261
03062 Daya Vieja,2005,336
03062 Daya Vieja,2006,354
03062 Daya Vieja,2007,459
03062 Daya Vieja,2008,598
03062 Daya Vieja,2009,674
03062 Daya Vieja,2010,696
03062 Daya Vieja,2011,726
03062 Daya Vieja,2012,758
03062 Daya Vieja,2013,770
03062 Daya Vieja,2014,681
03062 Daya Vieja,2015,668
03062 Daya Vieja,2016,672
03062 Daya Vieja,2017,713
03062 Daya Vieja,2018,685
03062 Daya Vieja,2019,690
03062 Daya Vieja,2020,731
03062 Daya Vieja,2021,707
03062 Daya Vieja,2022,683
03062 Daya Vieja,1900,212
03062 Daya Vieja,1910,285
03062 Daya Vieja,1920,359
03062 Daya Vieja,1930,344
03062 Daya Vieja,1940,243
03062 Daya Vieja,1950,310
03062 Daya Vieja,1960,333
03062 Daya Vieja,1970,290
03062 Daya Vieja,1981,232
03062 Daya Vieja,1991,165
03063 Dénia,1996,27469
03063 Dénia,1997,
03063 Dénia,1998,28629
03063 Dénia,1999,29585
03063 Dénia,2000,30693
03063 Dénia,2001,32332
03063 Dénia,2002,34686
03063 Dénia,2003,37773
03063 Dénia,2004,38584
03063 Dénia,2005,40601
03063 Dénia,2006,41591
03063 Dénia,2007,42704
03063 Dénia,2008,44035
03063 Dénia,2009,44464
03063 Dénia,2010,44498
03063 Dénia,2011,44726
03063 Dénia,2012,44455
03063 Dénia,2013,44450
03063 Dénia,2014,41672
03063 Dénia,2015,41553
03063 Dénia,2016,41465
03063 Dénia,2017,41568
03063 Dénia,2018,41733
03063 Dénia,2019,42166
03063 Dénia,2020,42827
03063 Dénia,2021,42953
03063 Dénia,2022,43899
03063 Dénia,1900,12431
03063 Dénia,1910,12161
03063 Dénia,1920,12612
03063 Dénia,1930,13063
03063 Dénia,1940,12323
03063 Dénia,1950,11859
03063 Dénia,1960,12185
03063 Dénia,1970,16484
03063 Dénia,1981,22162
03063 Dénia,1991,25157
03064 Dolores,1996,6127
03064 Dolores,1997,
03064 Dolores,1998,6144
03064 Dolores,1999,6239
03064 Dolores,2000,6276
03064 Dolores,2001,6308
03064 Dolores,2002,6397
03064 Dolores,2003,6561
03064 Dolores,2004,6863
03064 Dolores,2005,7095
03064 Dolores,2006,6786
03064 Dolores,2007,6954
03064 Dolores,2008,7313
03064 Dolores,2009,7427
03064 Dolores,2010,7392
03064 Dolores,2011,7398
03064 Dolores,2012,7362
03064 Dolores,2013,7314
03064 Dolores,2014,7237
03064 Dolores,2015,7246
03064 Dolores,2016,7264
03064 Dolores,2017,7302
03064 Dolores,2018,7383
03064 Dolores,2019,7470
03064 Dolores,2020,7531
03064 Dolores,2021,7620
03064 Dolores,2022,7799
03064 Dolores,1900,2241
03064 Dolores,1910,2925
03064 Dolores,1920,3203
03064 Dolores,1930,3541
03064 Dolores,1940,5164
03064 Dolores,1950,5395
03064 Dolores,1960,5847
03064 Dolores,1970,5420
03064 Dolores,1981,5982
03064 Dolores,1991,5770
03065 Elche/Elx,1996,191660
03065 Elche/Elx,1997,
03065 Elche/Elx,1998,191713
03065 Elche/Elx,1999,193174
03065 Elche/Elx,2000,195791
03065 Elche/Elx,2001,198190
03065 Elche/Elx,2002,201731
03065 Elche/Elx,2003,207163
03065 Elche/Elx,2004,209439
03065 Elche/Elx,2005,215137
03065 Elche/Elx,2006,219032
03065 Elche/Elx,2007,222422
03065 Elche/Elx,2008,228348
03065 Elche/Elx,2009,230112
03065 Elche/Elx,2010,230822
03065 Elche/Elx,2011,230354
03065 Elche/Elx,2012,230587
03065 Elche/Elx,2013,230224
03065 Elche/Elx,2014,228647
03065 Elche/Elx,2015,227312
03065 Elche/Elx,2016,227659
03065 Elche/Elx,2017,228675
03065 Elche/Elx,2018,230625
03065 Elche/Elx,2019,232517
03065 Elche/Elx,2020,234765
03065 Elche/Elx,2021,234205
03065 Elche/Elx,2022,235580
03065 Elche/Elx,1900,27308
03065 Elche/Elx,1910,30511
03065 Elche/Elx,1920,33167
03065 Elche/Elx,1930,38013
03065 Elche/Elx,1940,46596
03065 Elche/Elx,1950,55877
03065 Elche/Elx,1960,73320
03065 Elche/Elx,1970,122663
03065 Elche/Elx,1981,162873
03065 Elche/Elx,1991,187596
03066 Elda,1996,52751
03066 Elda,1997,
03066 Elda,1998,52490
03066 Elda,1999,51228
03066 Elda,2000,51501
03066 Elda,2001,51816
03066 Elda,2002,53103
03066 Elda,2003,54086
03066 Elda,2004,55576
03066 Elda,2005,55571
03066 Elda,2006,55138
03066 Elda,2007,55289
03066 Elda,2008,55174
03066 Elda,2009,55168
03066 Elda,2010,54815
03066 Elda,2011,54610
03066 Elda,2012,54536
03066 Elda,2013,54056
03066 Elda,2014,53540
03066 Elda,2015,53248
03066 Elda,2016,52745
03066 Elda,2017,52620
03066 Elda,2018,52404
03066 Elda,2019,52618
03066 Elda,2020,52813
03066 Elda,2021,52551
03066 Elda,2022,52297
03066 Elda,1900,6131
03066 Elda,1910,8028
03066 Elda,1920,8078
03066 Elda,1930,13445
03066 Elda,1940,20050
03066 Elda,1950,20699
03066 Elda,1960,28151
03066 Elda,1970,41511
03066 Elda,1981,52185
03066 Elda,1991,54010
03067 Fageca,1996,125
03067 Fageca,1997,
03067 Fageca,1998,121
03067 Fageca,1999,123
03067 Fageca,2000,134
03067 Fageca,2001,130
03067 Fageca,2002,111
03067 Fageca,2003,112
03067 Fageca,2004,103
03067 Fageca,2005,98
03067 Fageca,2006,93
03067 Fageca,2007,119
03067 Fageca,2008,108
03067 Fageca,2009,106
03067 Fageca,2010,107
03067 Fageca,2011,108
03067 Fageca,2012,104
03067 Fageca,2013,101
03067 Fageca,2014,104
03067 Fageca,2015,103
03067 Fageca,2016,107
03067 Fageca,2017,101
03067 Fageca,2018,101
03067 Fageca,2019,106
03067 Fageca,2020,107
03067 Fageca,2021,105
03067 Fageca,2022,104
03067 Fageca,1900,294
03067 Fageca,1910,284
03067 Fageca,1920,270
03067 Fageca,1930,263
03067 Fageca,1940,257
03067 Fageca,1950,251
03067 Fageca,1960,227
03067 Fageca,1970,232
03067 Fageca,1981,178
03067 Fageca,1991,139
03068 Famorca,1996,73
03068 Famorca,1997,
03068 Famorca,1998,66
03068 Famorca,1999,65
03068 Famorca,2000,63
03068 Famorca,2001,61
03068 Famorca,2002,61
03068 Famorca,2003,71
03068 Famorca,2004,65
03068 Famorca,2005,63
03068 Famorca,2006,54
03068 Famorca,2007,53
03068 Famorca,2008,48
03068 Famorca,2009,44
03068 Famorca,2010,38
03068 Famorca,2011,62
03068 Famorca,2012,59
03068 Famorca,2013,51
03068 Famorca,2014,52
03068 Famorca,2015,52
03068 Famorca,2016,58
03068 Famorca,2017,57
03068 Famorca,2018,53
03068 Famorca,2019,47
03068 Famorca,2020,45
03068 Famorca,2021,45
03068 Famorca,2022,48
03068 Famorca,1900,266
03068 Famorca,1910,235
03068 Famorca,1920,244
03068 Famorca,1930,225
03068 Famorca,1940,222
03068 Famorca,1950,186
03068 Famorca,1960,186
03068 Famorca,1970,170
03068 Famorca,1981,126
03068 Famorca,1991,71
03069 Finestrat,1996,1504
03069 Finestrat,1997,
03069 Finestrat,1998,1735
03069 Finestrat,1999,1954
03069 Finestrat,2000,2169
03069 Finestrat,2001,2333
03069 Finestrat,2002,2550
03069 Finestrat,2003,2858
03069 Finestrat,2004,3377
03069 Finestrat,2005,3797
03069 Finestrat,2006,4172
03069 Finestrat,2007,4945
03069 Finestrat,2008,5844
03069 Finestrat,2009,6137
03069 Finestrat,2010,6386
03069 Finestrat,2011,6807
03069 Finestrat,2012,6932
03069 Finestrat,2013,7095
03069 Finestrat,2014,6265
03069 Finestrat,2015,6239
03069 Finestrat,2016,6090
03069 Finestrat,2017,6292
03069 Finestrat,2018,6381
03069 Finestrat,2019,6715
03069 Finestrat,2020,7103
03069 Finestrat,2021,7402
03069 Finestrat,2022,7909
03069 Finestrat,1900,2354
03069 Finestrat,1910,2135
03069 Finestrat,1920,1836
03069 Finestrat,1930,1426
03069 Finestrat,1940,1488
03069 Finestrat,1950,1289
03069 Finestrat,1960,1178
03069 Finestrat,1970,1138
03069 Finestrat,1981,974
03069 Finestrat,1991,1314
03070 Formentera del Segura,1996,2112
03070 Formentera del Segura,1997,
03070 Formentera del Segura,1998,2032
03070 Formentera del Segura,1999,2111
03070 Formentera del Segura,2000,2093
03070 Formentera del Segura,2001,2176
03070 Formentera del Segura,2002,2255
03070 Formentera del Segura,2003,2403
03070 Formentera del Segura,2004,2588
03070 Formentera del Segura,2005,2898
03070 Formentera del Segura,2006,3173
03070 Formentera del Segura,2007,3518
03070 Formentera del Segura,2008,4118
03070 Formentera del Segura,2009,4285
03070 Formentera del Segura,2010,4364
03070 Formentera del Segura,2011,4389
03070 Formentera del Segura,2012,4559
03070 Formentera del Segura,2013,4629
03070 Formentera del Segura,2014,4211
03070 Formentera del Segura,2015,4206
03070 Formentera del Segura,2016,3995
03070 Formentera del Segura,2017,4064
03070 Formentera del Segura,2018,4131
03070 Formentera del Segura,2019,4191
03070 Formentera del Segura,2020,4268
03070 Formentera del Segura,2021,4337
03070 Formentera del Segura,2022,4446
03070 Formentera del Segura,1900,950
03070 Formentera del Segura,1910,1142
03070 Formentera del Segura,1920,1314
03070 Formentera del Segura,1930,1510
03070 Formentera del Segura,1940,1756
03070 Formentera del Segura,1950,1960
03070 Formentera del Segura,1960,1996
03070 Formentera del Segura,1970,1888
03070 Formentera del Segura,1981,1862
03070 Formentera del Segura,1991,2007
03071 Gata de Gorgos,1996,5070
03071 Gata de Gorgos,1997,
03071 Gata de Gorgos,1998,5008
03071 Gata de Gorgos,1999,5003
03071 Gata de Gorgos,2000,5032
03071 Gata de Gorgos,2001,4971
03071 Gata de Gorgos,2002,5106
03071 Gata de Gorgos,2003,5120
03071 Gata de Gorgos,2004,5212
03071 Gata de Gorgos,2005,5375
03071 Gata de Gorgos,2006,5551
03071 Gata de Gorgos,2007,5969
03071 Gata de Gorgos,2008,6195
03071 Gata de Gorgos,2009,6291
03071 Gata de Gorgos,2010,6292
03071 Gata de Gorgos,2011,6283
03071 Gata de Gorgos,2012,6327
03071 Gata de Gorgos,2013,6270
03071 Gata de Gorgos,2014,5985
03071 Gata de Gorgos,2015,5885
03071 Gata de Gorgos,2016,5825
03071 Gata de Gorgos,2017,5804
03071 Gata de Gorgos,2018,5893
03071 Gata de Gorgos,2019,6049
03071 Gata de Gorgos,2020,6243
03071 Gata de Gorgos,2021,6223
03071 Gata de Gorgos,2022,6364
03071 Gata de Gorgos,1900,3967
03071 Gata de Gorgos,1910,3780
03071 Gata de Gorgos,1920,3732
03071 Gata de Gorgos,1930,4228
03071 Gata de Gorgos,1940,4227
03071 Gata de Gorgos,1950,4323
03071 Gata de Gorgos,1960,4437
03071 Gata de Gorgos,1970,4903
03071 Gata de Gorgos,1981,5077
03071 Gata de Gorgos,1991,4831
03072 Gaianes,1996,314
03072 Gaianes,1997,
03072 Gaianes,1998,301
03072 Gaianes,1999,291
03072 Gaianes,2000,298
03072 Gaianes,2001,316
03072 Gaianes,2002,317
03072 Gaianes,2003,329
03072 Gaianes,2004,344
03072 Gaianes,2005,340
03072 Gaianes,2006,347
03072 Gaianes,2007,376
03072 Gaianes,2008,380
03072 Gaianes,2009,378
03072 Gaianes,2010,443
03072 Gaianes,2011,442
03072 Gaianes,2012,445
03072 Gaianes,2013,446
03072 Gaianes,2014,449
03072 Gaianes,2015,457
03072 Gaianes,2016,452
03072 Gaianes,2017,448
03072 Gaianes,2018,471
03072 Gaianes,2019,452
03072 Gaianes,2020,479
03072 Gaianes,2021,505
03072 Gaianes,2022,548
03072 Gaianes,1900,643
03072 Gaianes,1910,644
03072 Gaianes,1920,571
03072 Gaianes,1930,588
03072 Gaianes,1940,557
03072 Gaianes,1950,570
03072 Gaianes,1960,494
03072 Gaianes,1970,442
03072 Gaianes,1981,355
03072 Gaianes,1991,317
03073 Gorga,1996,270
03073 Gorga,1997,
03073 Gorga,1998,258
03073 Gorga,1999,257
03073 Gorga,2000,265
03073 Gorga,2001,276
03073 Gorga,2002,259
03073 Gorga,2003,252
03073 Gorga,2004,261
03073 Gorga,2005,256
03073 Gorga,2006,250
03073 Gorga,2007,248
03073 Gorga,2008,235
03073 Gorga,2009,232
03073 Gorga,2010,256
03073 Gorga,2011,254
03073 Gorga,2012,261
03073 Gorga,2013,264
03073 Gorga,2014,274
03073 Gorga,2015,275
03073 Gorga,2016,267
03073 Gorga,2017,273
03073 Gorga,2018,258
03073 Gorga,2019,249
03073 Gorga,2020,241
03073 Gorga,2021,261
03073 Gorga,2022,270
03073 Gorga,1900,627
03073 Gorga,1910,531
03073 Gorga,1920,501
03073 Gorga,1930,533
03073 Gorga,1940,522
03073 Gorga,1950,488
03073 Gorga,1960,445
03073 Gorga,1970,354
03073 Gorga,1981,320
03073 Gorga,1991,291
03074 Granja de Rocamora,1996,2076
03074 Granja de Rocamora,1997,
03074 Granja de Rocamora,1998,2071
03074 Granja de Rocamora,1999,1962
03074 Granja de Rocamora,2000,1963
03074 Granja de Rocamora,2001,1902
03074 Granja de Rocamora,2002,2089
03074 Granja de Rocamora,2003,2039
03074 Granja de Rocamora,2004,2066
03074 Granja de Rocamora,2005,2099
03074 Granja de Rocamora,2006,2093
03074 Granja de Rocamora,2007,2271
03074 Granja de Rocamora,2008,2323
03074 Granja de Rocamora,2009,2362
03074 Granja de Rocamora,2010,2372
03074 Granja de Rocamora,2011,2463
03074 Granja de Rocamora,2012,2461
03074 Granja de Rocamora,2013,2437
03074 Granja de Rocamora,2014,2417
03074 Granja de Rocamora,2015,2425
03074 Granja de Rocamora,2016,2461
03074 Granja de Rocamora,2017,2469
03074 Granja de Rocamora,2018,2489
03074 Granja de Rocamora,2019,2580
03074 Granja de Rocamora,2020,2591
03074 Granja de Rocamora,2021,2609
03074 Granja de Rocamora,2022,2626
03074 Granja de Rocamora,1900,893
03074 Granja de Rocamora,1910,1137
03074 Granja de Rocamora,1920,1248
03074 Granja de Rocamora,1930,1141
03074 Granja de Rocamora,1940,1395
03074 Granja de Rocamora,1950,1643
03074 Granja de Rocamora,1960,1816
03074 Granja de Rocamora,1970,1533
03074 Granja de Rocamora,1981,1774
03074 Granja de Rocamora,1991,1816
"03075 Castell de Guadalest, el",1996,169
"03075 Castell de Guadalest, el",1997,
"03075 Castell de Guadalest, el",1998,177
"03075 Castell de Guadalest, el",1999,176
"03075 Castell de Guadalest, el",2000,181
"03075 Castell de Guadalest, el",2001,192
"03075 Castell de Guadalest, el",2002,189
"03075 Castell de Guadalest, el",2003,194
"03075 Castell de Guadalest, el",2004,204
"03075 Castell de Guadalest, el",2005,207
"03075 Castell de Guadalest, el",2006,204
"03075 Castell de Guadalest, el",2007,215
"03075 Castell de Guadalest, el",2008,217
"03075 Castell de Guadalest, el",2009,231
"03075 Castell de Guadalest, el",2010,246
"03075 Castell de Guadalest, el",2011,240
"03075 Castell de Guadalest, el",2012,238
"03075 Castell de Guadalest, el",2013,236
"03075 Castell de Guadalest, el",2014,226
"03075 Castell de Guadalest, el",2015,224
"03075 Castell de Guadalest, el",2016,220
"03075 Castell de Guadalest, el",2017,205
"03075 Castell de Guadalest, el",2018,209
"03075 Castell de Guadalest, el",2019,217
"03075 Castell de Guadalest, el",2020,224
"03075 Castell de Guadalest, el",2021,243
"03075 Castell de Guadalest, el",2022,258
"03075 Castell de Guadalest, el",1900,483
"03075 Castell de Guadalest, el",1910,482
"03075 Castell de Guadalest, el",1920,428
"03075 Castell de Guadalest, el",1930,461
"03075 Castell de Guadalest, el",1940,388
"03075 Castell de Guadalest, el",1950,333
"03075 Castell de Guadalest, el",1960,361
"03075 Castell de Guadalest, el",1970,218
"03075 Castell de Guadalest, el",1981,158
"03075 Castell de Guadalest, el",1991,165
03076 Guardamar del Segura,1996,8227
03076 Guardamar del Segura,1997,
03076 Guardamar del Segura,1998,8490
03076 Guardamar del Segura,1999,8845
03076 Guardamar del Segura,2000,9326
03076 Guardamar del Segura,2001,9944
03076 Guardamar del Segura,2002,10732
03076 Guardamar del Segura,2003,11587
03076 Guardamar del Segura,2004,12215
03076 Guardamar del Segura,2005,13122
03076 Guardamar del Segura,2006,14261
03076 Guardamar del Segura,2007,15132
03076 Guardamar del Segura,2008,15951
03076 Guardamar del Segura,2009,16329
03076 Guardamar del Segura,2010,16423
03076 Guardamar del Segura,2011,16863
03076 Guardamar del Segura,2012,17138
03076 Guardamar del Segura,2013,16957
03076 Guardamar del Segura,2014,15599
03076 Guardamar del Segura,2015,15589
03076 Guardamar del Segura,2016,15386
03076 Guardamar del Segura,2017,14716
03076 Guardamar del Segura,2018,15058
03076 Guardamar del Segura,2019,15348
03076 Guardamar del Segura,2020,15849
03076 Guardamar del Segura,2021,15983
03076 Guardamar del Segura,2022,16138
03076 Guardamar del Segura,1900,2862
03076 Guardamar del Segura,1910,2898
03076 Guardamar del Segura,1920,3067
03076 Guardamar del Segura,1930,4016
03076 Guardamar del Segura,1940,4703
03076 Guardamar del Segura,1950,4704
03076 Guardamar del Segura,1960,4586
03076 Guardamar del Segura,1970,4715
03076 Guardamar del Segura,1981,5708
03076 Guardamar del Segura,1991,7513
"03077 Fondó de les Neus, el/Hondón de las Nieves",1996,1587
"03077 Fondó de les Neus, el/Hondón de las Nieves",1997,
"03077 Fondó de les Neus, el/Hondón de las Nieves",1998,1563
"03077 Fondó de les Neus, el/Hondón de las Nieves",1999,1604
"03077 Fondó de les Neus, el/Hondón de las Nieves",2000,1611
"03077 Fondó de les Neus, el/Hondón de las Nieves",2001,1679
"03077 Fondó de les Neus, el/Hondón de las Nieves",2002,1713
"03077 Fondó de les Neus, el/Hondón de las Nieves",2003,1770
"03077 Fondó de les Neus, el/Hondón de las Nieves",2004,1936
"03077 Fondó de les Neus, el/Hondón de las Nieves",2005,2162
"03077 Fondó de les Neus, el/Hondón de las Nieves",2006,2312
"03077 Fondó de les Neus, el/Hondón de las Nieves",2007,2501
"03077 Fondó de les Neus, el/Hondón de las Nieves",2008,2730
"03077 Fondó de les Neus, el/Hondón de las Nieves",2009,2862
"03077 Fondó de les Neus, el/Hondón de las Nieves",2010,2948
"03077 Fondó de les Neus, el/Hondón de las Nieves",2011,3010
"03077 Fondó de les Neus, el/Hondón de las Nieves",2012,3037
"03077 Fondó de les Neus, el/Hondón de las Nieves",2013,3041
"03077 Fondó de les Neus, el/Hondón de las Nieves",2014,2632
"03077 Fondó de les Neus, el/Hondón de las Nieves",2015,2583
"03077 Fondó de les Neus, el/Hondón de las Nieves",2016,2493
"03077 Fondó de les Neus, el/Hondón de las Nieves",2017,2436
"03077 Fondó de les Neus, el/Hondón de las Nieves",2018,2474
"03077 Fondó de les Neus, el/Hondón de las Nieves",2019,2544
"03077 Fondó de les Neus, el/Hondón de las Nieves",2020,2606
"03077 Fondó de les Neus, el/Hondón de las Nieves",2021,2634
"03077 Fondó de les Neus, el/Hondón de las Nieves",2022,2684
"03077 Fondó de les Neus, el/Hondón de las Nieves",1900,3690
"03077 Fondó de les Neus, el/Hondón de las Nieves",1910,3538
"03077 Fondó de les Neus, el/Hondón de las Nieves",1920,3454
"03077 Fondó de les Neus, el/Hondón de las Nieves",1930,2232
"03077 Fondó de les Neus, el/Hondón de las Nieves",1940,1824
"03077 Fondó de les Neus, el/Hondón de las Nieves",1950,1936
"03077 Fondó de les Neus, el/Hondón de las Nieves",1960,1786
"03077 Fondó de les Neus, el/Hondón de las Nieves",1970,1653
"03077 Fondó de les Neus, el/Hondón de las Nieves",1981,1557
"03077 Fondó de les Neus, el/Hondón de las Nieves",1991,1417
03078 Hondón de los Frailes,1996,550
03078 Hondón de los Frailes,1997,
03078 Hondón de los Frailes,1998,562
03078 Hondón de los Frailes,1999,553
03078 Hondón de los Frailes,2000,563
03078 Hondón de los Frailes,2001,586
03078 Hondón de los Frailes,2002,634
03078 Hondón de los Frailes,2003,709
03078 Hondón de los Frailes,2004,883
03078 Hondón de los Frailes,2005,1023
03078 Hondón de los Frailes,2006,1109
03078 Hondón de los Frailes,2007,1231
03078 Hondón de los Frailes,2008,1205
03078 Hondón de los Frailes,2009,1214
03078 Hondón de los Frailes,2010,1202
03078 Hondón de los Frailes,2011,1217
03078 Hondón de los Frailes,2012,1238
03078 Hondón de los Frailes,2013,1217
03078 Hondón de los Frailes,2014,1095
03078 Hondón de los Frailes,2015,1160
03078 Hondón de los Frailes,2016,1165
03078 Hondón de los Frailes,2017,1102
03078 Hondón de los Frailes,2018,1132
03078 Hondón de los Frailes,2019,1198
03078 Hondón de los Frailes,2020,1242
03078 Hondón de los Frailes,2021,1299
03078 Hondón de los Frailes,2022,1261
03078 Hondón de los Frailes,1900,
03078 Hondón de los Frailes,1910,
03078 Hondón de los Frailes,1920,
03078 Hondón de los Frailes,1930,793
03078 Hondón de los Frailes,1940,704
03078 Hondón de los Frailes,1950,668
03078 Hondón de los Frailes,1960,555
03078 Hondón de los Frailes,1970,556
03078 Hondón de los Frailes,1981,528
03078 Hondón de los Frailes,1991,540
03079 Ibi,1996,21076
03079 Ibi,1997,
03079 Ibi,1998,21075
03079 Ibi,1999,21180
03079 Ibi,2000,21293
03079 Ibi,2001,21616
03079 Ibi,2002,22140
03079 Ibi,2003,22744
03079 Ibi,2004,22967
03079 Ibi,2005,23059
03079 Ibi,2006,23360
03079 Ibi,2007,23609
03079 Ibi,2008,24093
03079 Ibi,2009,24113
03079 Ibi,2010,23861
03079 Ibi,2011,23683
03079 Ibi,2012,23616
03079 Ibi,2013,23634
03079 Ibi,2014,23456
03079 Ibi,2015,23321
03079 Ibi,2016,23365
03079 Ibi,2017,23423
03079 Ibi,2018,23403
03079 Ibi,2019,23489
03079 Ibi,2020,23564
03079 Ibi,2021,23652
03079 Ibi,2022,23677
03079 Ibi,1900,3653
03079 Ibi,1910,3549
03079 Ibi,1920,3533
03079 Ibi,1930,4104
03079 Ibi,1940,3929
03079 Ibi,1950,4081
03079 Ibi,1960,6129
03079 Ibi,1970,13916
03079 Ibi,1981,19846
03079 Ibi,1991,20452
03080 Jacarilla,1996,1504
03080 Jacarilla,1997,
03080 Jacarilla,1998,1539
03080 Jacarilla,1999,1540
03080 Jacarilla,2000,1556
03080 Jacarilla,2001,1575
03080 Jacarilla,2002,1607
03080 Jacarilla,2003,1638
03080 Jacarilla,2004,1686
03080 Jacarilla,2005,1776
03080 Jacarilla,2006,1813
03080 Jacarilla,2007,1957
03080 Jacarilla,2008,2088
03080 Jacarilla,2009,2096
03080 Jacarilla,2010,2100
03080 Jacarilla,2011,2102
03080 Jacarilla,2012,2076
03080 Jacarilla,2013,2038
03080 Jacarilla,2014,1947
03080 Jacarilla,2015,1930
03080 Jacarilla,2016,1939
03080 Jacarilla,2017,1953
03080 Jacarilla,2018,1986
03080 Jacarilla,2019,2022
03080 Jacarilla,2020,1998
03080 Jacarilla,2021,2030
03080 Jacarilla,2022,2039
03080 Jacarilla,1900,631
03080 Jacarilla,1910,819
03080 Jacarilla,1920,897
03080 Jacarilla,1930,965
03080 Jacarilla,1940,1046
03080 Jacarilla,1950,1096
03080 Jacarilla,1960,1145
03080 Jacarilla,1970,1265
03080 Jacarilla,1981,1334
03080 Jacarilla,1991,1404
03081 Xaló,1996,2011
03081 Xaló,1997,
03081 Xaló,1998,2032
03081 Xaló,1999,2001
03081 Xaló,2000,2086
03081 Xaló,2001,2167
03081 Xaló,2002,2307
03081 Xaló,2003,2404
03081 Xaló,2004,2400
03081 Xaló,2005,2805
03081 Xaló,2006,2946
03081 Xaló,2007,3002
03081 Xaló,2008,3189
03081 Xaló,2009,3235
03081 Xaló,2010,3269
03081 Xaló,2011,3320
03081 Xaló,2012,3301
03081 Xaló,2013,3323
03081 Xaló,2014,2793
03081 Xaló,2015,2675
03081 Xaló,2016,2648
03081 Xaló,2017,2636
03081 Xaló,2018,2683
03081 Xaló,2019,2739
03081 Xaló,2020,2868
03081 Xaló,2021,2892
03081 Xaló,2022,2931
03081 Xaló,1900,2702
03081 Xaló,1910,2282
03081 Xaló,1920,2360
03081 Xaló,1930,2139
03081 Xaló,1940,2142
03081 Xaló,1950,1923
03081 Xaló,1960,1876
03081 Xaló,1970,1730
03081 Xaló,1981,1709
03081 Xaló,1991,1939
03082 Jávea/Xàbia,1996,21393
03082 Jávea/Xàbia,1997,
03082 Jávea/Xàbia,1998,21084
03082 Jávea/Xàbia,1999,21996
03082 Jávea/Xàbia,2000,23133
03082 Jávea/Xàbia,2001,24645
03082 Jávea/Xàbia,2002,26368
03082 Jávea/Xàbia,2003,28493
03082 Jávea/Xàbia,2004,26649
03082 Jávea/Xàbia,2005,28242
03082 Jávea/Xàbia,2006,29279
03082 Jávea/Xàbia,2007,29923
03082 Jávea/Xàbia,2008,31140
03082 Jávea/Xàbia,2009,31593
03082 Jávea/Xàbia,2010,31909
03082 Jávea/Xàbia,2011,32469
03082 Jávea/Xàbia,2012,32983
03082 Jávea/Xàbia,2013,33149
03082 Jávea/Xàbia,2014,29067
03082 Jávea/Xàbia,2015,27681
03082 Jávea/Xàbia,2016,27225
03082 Jávea/Xàbia,2017,27060
03082 Jávea/Xàbia,2018,27224
03082 Jávea/Xàbia,2019,27604
03082 Jávea/Xàbia,2020,28016
03082 Jávea/Xàbia,2021,27983
03082 Jávea/Xàbia,2022,28731
03082 Jávea/Xàbia,1900,6606
03082 Jávea/Xàbia,1910,5866
03082 Jávea/Xàbia,1920,6072
03082 Jávea/Xàbia,1930,5503
03082 Jávea/Xàbia,1940,6136
03082 Jávea/Xàbia,1950,5941
03082 Jávea/Xàbia,1960,6029
03082 Jávea/Xàbia,1970,7130
03082 Jávea/Xàbia,1981,10964
03082 Jávea/Xàbia,1991,16603
03083 Jijona/Xixona,1996,7608
03083 Jijona/Xixona,1997,
03083 Jijona/Xixona,1998,7453
03083 Jijona/Xixona,1999,7436
03083 Jijona/Xixona,2000,7337
03083 Jijona/Xixona,2001,7304
03083 Jijona/Xixona,2002,7353
